date, pm25, pm10, o3, no2
2020/1/2, 50, 13, 32, 6
2020/1/3, 26, 20, 28, 2
2020/1/4, 26, 9, 26, 16
2020/1/5, 19, 11, 21, 12
2020/1/6, 34, 19, 18, 12
2020/1/7, 37, 12, 20, 8
2020/1/8, 28, 10, 18, 14
2020/1/9, 26, 13, 29, 4
2020/1/10, 21, 10, 22, 7
2020/1/11, 34, 12, 25, 10
2020/1/12, 26, 15, 20, 11
2020/1/13, 23, 6, 27, 6
2020/1/14, 20, 7, 28, 9
2020/1/15, 17, 14, 16, 12
2020/1/16, 35, , , 
2019/10/1, 18, 8, 28, 1
2019/10/2, 16, 10, 26, 4
2019/10/3, 15, 8, 19, 6
2019/10/4, 19, 8, 23, 1
2019/10/5, 24, 7, 18, 2
2019/10/6, 30, 12, 14, 6
2019/10/7, 41, 19, 23, 7
2019/10/8, 26, 9, 25, 7
2019/10/9, 11, 14, 23, 5
2019/10/10, 12, 12, 21, 5
2019/10/11, 18, 7, 29, 10
2019/10/12, 15, 11, 28, 8
2019/10/13, 23, 10, 23, 5
2019/10/14, 21, 12, 21, 9
2019/10/15, 22, 10, 17, 9
2019/10/16, 21, 8, 23, 8
2019/10/17, 17, 8, 27, 6
2019/10/18, 23, 9, 21, 6
2019/10/19, 16, 11, 17, 8
2019/10/20, 27, 8, 23, 6
2019/10/21, 26, 10, 22, 9
2019/10/22, 35, 11, 16, 6
2019/10/23, 35, 14, 19, 9
2019/10/24, 44, 10, 21, 8
2019/10/25, 22, 10, 28, 4
2019/10/26, 12, 11, 29, 1
2019/10/27, 22, 10, 28, 3
2019/10/28, 21, 7, 28, 5
2019/10/29, 16, 10, 21, 3
2019/10/30, 38, 13, 17, 4
2019/10/31, 57, 18, 6, 11
2019/11/1, 51, 10, 27, 6
2019/11/2, 19, 7, 17, 3
2019/11/3, 14, 10, 15, 9
2019/11/4, 32, 13, 16, 9
2019/11/5, 35, 6, 27, 4
2019/11/6, 18, 11, 19, 8
2019/11/7, 33, 11, 14, 13
2019/11/8, 33, 10, 23, 10
2019/11/9, 34, 15, 13, 15
2019/11/10, 51, 14, 19, 11
2019/11/11, 54, 7, 24, 10
2019/11/12, 17, 8, 23, 8
2019/11/13, 14, 10, 11, 7
2019/11/14, 30, 17, 14, 4
2019/11/15, 64, 16, 8, 16
2019/11/16, 54, 12, 10, 9
2019/11/17, 54, 7, 30, 2
