date, pm25, pm10
2020/1/2, 28, 43
2020/1/3, 81, 51
2020/1/4, 93, 44
2020/1/5, 83, 24
2020/1/6, 54, 8
2020/1/7, 23, 18
2020/1/8, 45, 28
2020/1/9, 58, 43
2020/1/10, 80, 53
2020/1/11, 100, 11
2020/1/12, 27, 17
2020/1/13, 47, 22
2020/1/14, 55, 200
2020/1/15, 121, 89
2020/1/16, 97, 
2019/10/1, 20, 15
2019/10/2, 34, 14
2019/10/3, 36, 17
2019/10/4, 47, 13
2019/10/5, 39, 3
2019/10/6, 9, 16
2019/10/7, 43, 11
2019/10/8, 31, 7
2019/10/9, 19, 8
2019/10/10, 18, 10
2019/10/11, 30, 9
2019/10/12, 26, 8
2019/10/13, 22, 12
2019/10/14, 26, 16
2019/10/15, 42, 62
2019/10/16, 103, 67
2019/10/17, 125, 68
2019/10/18, 136, 
2019/11/4, 46, 13
2019/11/5, 36, 47
2019/11/6, 62, 31
2019/11/7, 65, 47
2019/11/8, 94, 77
2019/11/9, 142, 72
2019/11/10, 140, 124
2019/11/11, 139, 132
2019/11/12, 121, 220
2019/11/13, 168, 
2019/11/15, 61, 53
2019/11/16, 109, 59
2019/11/17, 105, 67
2019/11/18, 120, 60
2019/11/19, 103, 59
2019/11/20, 99, 15
2019/11/21, 36, 7
2019/11/22, 15, 11
2019/11/23, 21, 32
2019/11/24, 58, 35
2019/11/25, 64, 34
2019/11/26, 66, 48
2019/11/27, 86, 101
2019/11/28, 114, 108
2019/11/29, 133, 23
2019/11/30, 57, 13
2019/12/1, 29, 13
2019/12/2, 30, 18
2019/12/3, 47, 8
2019/12/4, 21, 23
2019/12/5, 54, 20
2019/12/6, 46, 6
2019/12/7, 13, 30
2019/12/8, 67, 139
2019/12/9, 101, 128
2019/12/10, 109, 97
2019/12/11, 101, 59
2019/12/12, 89, 42
2019/12/13, 80, 163
2019/12/14, 117, 58
2019/12/15, 71, 21
2019/12/16, 52, 60
2019/12/17, 80, 40
2019/12/18, 84, 37
2019/12/19, 74, 105
2019/12/20, 136, 70
2019/12/21, 109, 41
2019/12/22, 68, 25
2019/12/23, 51, 41
2019/12/24, 82, 48
2019/12/25, 89, 24
2019/12/26, 55, 9
2019/12/27, 28, 10
2019/12/28, 33, 
2019/7/1, 15, 11
2019/7/2, 19, 9
2019/7/3, 30, 6
2019/7/4, 12, 8
2019/7/5, 13, 6
2019/7/6, 14, 6
2019/7/7, 12, 14
2019/7/8, 47, 4
2019/7/9, 11, 5
2019/7/10, 13, 3
2019/7/11, 8, 4
2019/7/12, 10, 5
2019/7/13, 13, 11
2019/7/14, 31, 9
2019/7/15, 28, 6
2019/7/16, 25, 9
2019/7/17, 29, 8
2019/7/18, 24, 7
2019/7/19, 17, 13
2019/7/20, 30, 24
2019/7/21, 51, 18
2019/7/22, 44, 11
2019/7/23, 39, 
2019/8/13, 25, 11
2019/8/14, 24, 27
2019/8/15, 51, 14
2019/8/16, 44, 8
2019/8/17, 26, 11
2019/8/18, 33, 9
2019/8/19, 21, 14
2019/8/20, 35, 15
2019/8/21, 39, 13
2019/8/22, 28, 11
2019/8/23, 29, 12
2019/8/24, 33, 12
2019/8/25, 29, 11
2019/8/26, 25, 12
2019/8/27, 26, 14
2019/8/28, 28, 15
2019/8/29, 26, 13
2019/8/30, 23, 24
2019/8/31, 43, 40
2019/9/1, 76, 35
2019/9/2, 62, 17
2019/9/3, 44, 19
2019/9/4, 56, 13
2019/9/5, 41, 27
2019/9/6, 70, 21
2019/9/7, 52, 19
2019/9/8, 37, 22
2019/9/9, 41, 21
2019/9/10, 36, 21
2019/9/11, 41, 27
2019/9/12, 51, 23
2019/9/13, 47, 13
2019/9/14, 26, 10
2019/9/15, 18, 11
2019/9/16, 14, 14
2019/9/17, 27, 8
2019/9/18, 18, 4
2019/9/19, 7, 6
2019/9/20, 14, 5
2019/9/21, 13, 8
2019/9/22, 16, 14
2019/9/23, 34, 16
2019/9/24, 33, 17
2019/9/25, 28, 28
2019/9/26, 46, 15
2019/9/27, 29, 33
2019/9/28, 71, 34
2019/9/29, 72, 16
2019/9/30, 46, 8
2019/4/1, 64, 16
2019/4/2, 21, 16
2019/4/3, 29, 25
2019/4/4, 49, 27
2019/4/5, 48, 36
2019/4/6, 65, 24
2019/4/7, 51, 18
2019/4/8, 37, 25
2019/4/9, 48, 29
2019/4/10, 57, 30
2019/4/11, 67, 22
2019/4/12, 60, 46
2019/4/13, 99, 58
2019/4/14, 111, 17
2019/4/15, 47, 24
2019/4/16, 56, 36
2019/4/17, 83, 15
2019/4/18, 40, 
2019/4/21, 27, 25
2019/4/22, 52, 32
2019/4/23, 67, 15
2019/4/24, 33, 16
2019/4/25, 38, 9
2019/4/26, 17, 11
2019/4/27, 25, 11
2019/4/28, 30, 9
2019/4/29, 17, 14
2019/4/30, 36, 32
2019/5/1, 62, 8
2019/5/2, 22, 9
2019/5/3, 26, 12
2019/5/4, 34, 9
2019/5/5, 22, 12
2019/5/6, 31, 10
2019/5/7, 21, 14
2019/5/8, 37, 18
2019/5/9, 52, 25
2019/5/10, 65, 14
2019/5/11, 35, 20
2019/5/12, 49, 24
2019/5/13, 67, 11
2019/5/14, 39, 10
2019/5/15, 33, 18
2019/5/16, 42, 13
2019/5/17, 34, 9
2019/5/18, 26, 8
2019/5/19, 14, 10
2019/5/20, 16, 11
2019/5/21, 21, 13
2019/5/22, 40, 4
2019/5/23, 14, 14
2019/5/24, 41, 9
2019/5/25, 26, 7
2019/5/26, 27, 4
2019/5/27, 13, 8
2019/5/28, 21, 11
2019/5/29, 25, 10
2019/5/30, 27, 12
2019/5/31, 23, 10
2019/6/1, 21, 7
2019/6/2, 16, 16
2019/6/3, 44, 18
2019/6/4, 54, 19
2019/6/5, 48, 21
2019/6/6, 46, 9
2019/6/7, 19, 12
2019/6/8, 24, 10
2019/6/9, 27, 10
2019/6/10, 24, 9
2019/6/11, 22, 10
2019/6/12, 18, 13
2019/6/13, 29, 13
2019/6/14, 34, 16
2019/6/15, 39, 14
2019/6/16, 39, 10
2019/6/17, 27, 13
2019/6/18, 31, 11
2019/6/19, 27, 9
2019/6/20, 22, 8
2019/6/21, 17, 13
2019/6/22, 23, 12
2019/6/23, 23, 11
2019/6/24, 31, 9
2019/6/25, 26, 7
2019/6/26, 11, 11
2019/6/27, 18, 6
2019/6/28, 11, 3
2019/6/29, 4, 4
2019/6/30, 6, 10
2019/3/22, 8, 5
2019/3/23, 10, 11
2019/3/24, 25, 21
2019/3/25, 43, 17
2019/3/26, 38, 12
2019/3/27, 31, 8
2019/3/28, 16, 13
2019/3/29, 30, 24
2019/3/30, 59, 57
2019/3/31, 114, 33
2020/1/1, , 11
2019/11/3, , 18
2019/11/14, , 28
2019/8/12, , 12
2019/4/20, , 13
2019/3/21, , 4
