date, pm25, pm10, so2
2019/12/5, 52, 33, 
2019/12/6, 50, 29, 
2019/12/7, 50, 20, 
2019/12/8, 45, 24, 
2019/12/9, 39, 25, 
2019/12/10, 40, 24, 
2019/12/11, 35, 21, 
2019/12/12, 31, 24, 6
2019/12/13, 36, 26, 
2019/12/14, 42, 22, 
2019/12/15, 40, 29, 9
2019/12/16, 45, 29, 
2019/12/17, 50, 27, 
2019/12/18, 51, 28, 
2019/12/19, 48, 26, 
2019/12/20, 42, 24, 
2019/12/21, 39, 26, 
2019/12/22, 49, 27, 
2019/12/23, 53, 32, 
2019/12/24, 54, 26, 
2019/12/25, 52, 27, 5
2019/12/26, 48, 29, 
2019/12/27, 45, 27, 
2019/12/28, 47, , 
2019/7/1, 44, 38, 
2019/7/2, 57, 33, 
2019/7/3, 56, 35, 
2019/7/4, 62, 42, 
2019/7/5, 73, 44, 
2019/7/6, 75, 36, 
2019/7/7, 66, 35, 5
2019/7/8, 58, 30, 
2019/7/9, 51, 31, 
2019/7/10, 41, 53, 
2019/7/11, 53, 54, 
2019/7/12, 75, 48, 
2019/7/13, 67, 45, 
2019/7/14, 66, 43, 
2019/7/15, 61, 48, 
2019/7/16, 66, 46, 
2019/7/17, 74, 39, 6
2019/7/18, 59, 44, 
2019/7/19, 62, 47, 
2019/7/20, 68, 49, 
2019/7/21, 73, 45, 
2019/7/22, 65, 32, 
2019/7/23, 49, 30, 6
2019/7/24, 37, 38, 
2019/7/25, 41, 48, 
2019/7/26, 45, 51, 
2019/7/27, 62, 43, 
2019/7/28, 67, 48, 
2019/7/29, 66, 54, 
2019/7/30, 69, 50, 
2019/7/31, 73, 44, 5
2019/8/1, 59, 48, 
2019/8/2, 61, 57, 
2019/8/3, 68, 53, 
2019/8/4, 70, 49, 
2019/8/5, 62, 50, 
2019/8/6, 67, 41, 5
2019/8/7, 65, 45, 
2019/8/8, 56, 46, 
2019/8/9, 52, 47, 
2019/8/10, 58, 37, 
2019/8/11, 60, 49, 
2019/8/12, 60, 57, 
2019/8/13, 80, 46, 
2019/8/14, 71, 37, 
2019/8/15, 61, 34, 
2019/8/16, 64, 33, 5
2019/8/17, 60, 33, 
2019/8/18, 53, 36, 
2019/8/19, 53, 37, 
2019/8/20, 59, 41, 
2019/8/21, 64, 43, 6
2019/8/22, 68, 42, 
2019/8/23, 73, 42, 
2019/8/24, 66, 43, 
2019/8/25, 71, 44, 
2019/8/26, 59, 49, 
2019/8/27, 65, 39, 5
2019/8/28, 66, 34, 
2019/8/29, 55, 34, 
2019/8/30, 52, 33, 
2019/8/31, 50, 34, 
2019/9/1, 55, 35, 
2019/9/2, 54, 37, 
2019/9/3, 57, 43, 
2019/9/4, 61, 34, 
2019/9/5, 61, 26, 
2019/9/6, 52, 27, 5
2019/9/7, 52, 23, 
2019/9/8, 33, 35, 
2019/9/9, 36, 35, 
2019/9/10, 39, 32, 5
2019/9/11, 33, 40, 
2019/9/12, 38, 30, 
2019/9/13, 33, 26, 
2019/9/14, 38, 24, 
2019/9/15, 41, 25, 6
2019/9/16, 39, 31, 
2019/9/17, 45, 29, 
2019/9/18, 43, 23, 
2019/9/19, 39, 26, 
2019/9/20, 41, 29, 
2019/9/21, 47, 34, 
2019/9/22, 54, 34, 
2019/9/23, 54, 28, 
2019/9/24, 50, 23, 
2019/9/25, 40, 24, 
2019/9/26, 46, 26, 
2019/9/27, 48, 22, 5
2019/9/28, 42, 19, 
2019/9/29, 35, 23, 
2019/9/30, 40, 24, 
2019/4/1, 23, 43, 
2019/4/2, 27, 56, 
2019/4/3, 34, 57, 
2019/4/4, 40, 50, 
2019/4/5, 34, 52, 
2019/4/6, 50, 44, 
2019/4/7, 44, 45, 
2019/4/8, 40, 43, 
2019/4/9, 38, 41, 
2019/4/10, 40, 36, 
2019/4/11, 41, 40, 
2019/4/12, 47, 43, 
2019/4/13, 51, 31, 
2019/4/14, 50, 40, 
2019/4/15, 49, 45, 
2019/4/16, 57, 47, 1
2019/4/17, 66, 45, 
2019/4/18, 62, 31, 
2019/4/19, 56, 25, 
2019/4/20, 43, 22, 
2019/4/21, 38, 28, 1
2019/4/22, 36, 32, 
2019/4/23, 33, 37, 
2019/4/24, 32, 38, 
2019/4/25, 33, 37, 
2019/4/26, 37, 31, 
2019/4/27, 44, 20, 
2019/4/28, 37, 27, 
2019/4/29, 34, 37, 
2019/4/30, 41, 41, 1
2019/5/1, 53, 39, 
2019/5/2, 50, 43, 
2019/5/3, 53, 44, 2
2019/5/4, 58, 37, 
2019/5/5, 56, 40, 
2019/5/6, 49, 40, 
2019/5/7, 48, 34, 1
2019/5/8, 40, 41, 
2019/5/9, 52, 44, 
2019/5/10, 39, 50, 
2019/5/11, 51, 48, 
2019/5/12, 51, 52, 
2019/5/13, 60, 55, 16
2019/5/14, 67, 46, 1
2019/5/15, 55, 47, 
2019/5/16, 58, 37, 
2019/5/17, 53, 40, 
2019/5/18, 46, 46, 
2019/5/19, 49, 55, 
2019/5/20, 58, 46, 
2019/5/21, 54, 51, 
2019/5/22, 57, 57, 
2019/5/23, 61, 51, 
2019/5/24, 66, 40, 
2019/5/25, 60, 36, 
2019/5/26, 52, 53, 
2019/5/27, 55, 59, 
2019/5/28, 62, 53, 8
2019/5/29, 61, 52, 
2019/5/30, 66, 43, 
2019/5/31, 65, 35, 
2019/6/1, 45, 41, 
2019/6/2, 42, 49, 14
2019/6/3, 56, 51, 
2019/6/4, 62, 48, 
2019/6/5, 72, 47, 1
2019/6/6, 66, 47, 
2019/6/7, 62, 52, 
2019/6/8, 68, 48, 
2019/6/9, 70, 44, 
2019/6/10, 69, 41, 
2019/6/11, 64, 37, 
2019/6/12, 57, 37, 5
2019/6/13, 54, 40, 
2019/6/14, 52, 34, 
2019/6/15, 43, 37, 
2019/6/16, 44, 50, 
2019/6/17, 44, 60, 
2019/6/18, 53, 56, 
2019/6/19, 61, 47, 
2019/6/20, 60, 46, 
2019/6/21, 56, 42, 
2019/6/22, 62, 47, 
2019/6/23, 62, 49, 
2019/6/24, 73, 52, 28
2019/6/25, 81, 45, 
2019/6/26, 61, 40, 
2019/6/27, 56, 47, 
2019/6/28, 77, 46, 1
2019/6/29, 74, 35, 
2019/6/30, 48, 39, 65
2019/1/1, 41, 28, 1
2019/1/2, 37, 27, 3
2019/1/3, 37, 26, 1
2019/1/4, 34, 31, 1
2019/1/5, 38, 23, 1
2019/1/6, 27, 27, 1
2019/1/7, 28, 26, 3
2019/1/8, 25, 22, 
2019/1/9, 23, 21, 
2019/1/10, 20, 25, 
2019/1/11, 17, 23, 
2019/1/12, 17, 21, 
2019/1/13, 19, 20, 
2019/1/14, 15, 20, 
2019/1/15, 18, 23, 
2019/1/16, 25, 24, 
2019/1/17, 25, 23, 4
2019/1/18, 23, 27, 
2019/1/19, 30, 24, 
2019/1/20, 27, 24, 
2019/1/21, 26, 24, 
2019/1/22, 26, 26, 
2019/1/23, 24, 25, 
2019/1/24, 22, 28, 3
2019/1/25, 21, 28, 
2019/1/26, 23, 14, 
2019/1/27, 20, 18, 2
2019/1/28, 19, 25, 
2019/1/29, 29, 24, 
2019/1/30, 27, 27, 
2019/1/31, 24, 26, 
2019/2/1, 22, 24, 
2019/2/2, 24, 15, 
2019/2/3, 18, 19, 
2019/2/4, 17, 21, 4
2019/2/5, 15, 25, 
2019/2/6, 23, 26, 
2019/2/7, 26, 29, 
2019/2/8, 34, 23, 
2019/2/9, 27, 20, 
2019/2/10, 25, 35, 4
2019/2/11, 28, 22, 
2019/2/12, 24, 32, 
2019/2/13, 34, 22, 
2019/2/14, 29, 28, 
2019/2/15, 33, 24, 
2019/2/16, 34, 21, 
2019/2/17, 29, 22, 
2019/2/18, 29, 23, 
2019/2/19, 29, 21, 6
2019/2/20, 27, 6, 
2019/2/21, 25, 29, 
2019/2/22, 23, 34, 
2019/2/23, 21, 36, 
2019/2/24, 19, 40, 
2019/2/25, 20, 40, 
2019/2/26, 18, 36, 
2019/2/27, 16, 39, 1
2019/2/28, 19, 43, 
2019/3/1, 25, 40, 
2019/3/2, 27, 34, 
2019/3/3, 24, 38, 
2019/3/4, 18, 43, 
2019/3/5, 24, 49, 
2019/3/6, 30, 49, 
2019/3/7, 37, 53, 
2019/3/8, 38, 49, 
2019/3/9, 34, 43, 
2019/3/10, 30, 42, 
2019/3/11, 32, 45, 
2019/3/12, 32, 56, 1
2019/3/13, 40, 56, 1
2019/3/14, 39, 55, 
2019/3/15, 35, 51, 
2019/3/16, 36, 46, 
2019/3/17, 37, 44, 
2019/3/18, 33, 49, 1
2019/3/19, 38, 50, 
2019/3/20, 38, 57, 1
2019/3/21, 48, 89, 
2019/3/22, 51, 54, 
2019/3/23, 25, 50, 
2019/3/24, 7, 51, 
2019/3/25, 7, 56, 16
2019/3/26, 37, 52, 
2019/3/27, 52, 53, 
2019/3/28, 47, 48, 
2019/3/29, 41, 45, 
2019/3/30, 36, 41, 1
2019/3/31, 32, 35, 
2018/10/2, 27, 27, 2
2018/10/3, 37, 38, 
2018/10/4, 43, 37, 
2018/10/5, 42, 24, 
2018/10/6, 34, 20, 
2018/10/7, 33, 20, 
2018/10/8, 37, 25, 
2018/10/9, 42, 28, 
2018/10/10, 44, 30, 6
2018/10/11, 46, 28, 
2018/10/12, 32, 25, 
2018/10/13, 21, 22, 
2018/10/14, 23, 22, 
2018/10/15, 23, 24, 
2018/10/16, 33, 29, 
2018/10/17, 31, 30, 
2018/10/18, 25, 26, 6
2018/10/19, 22, 28, 
2018/10/20, 25, 32, 
2018/10/21, 25, 23, 
2018/10/22, 25, 28, 1
2018/10/23, 36, 32, 1
2018/10/24, 32, 25, 6
2018/10/25, 30, 28, 
2018/10/26, 29, 28, 
2018/10/27, 23, 19, 
2018/10/28, 25, 19, 
2018/10/29, 29, 21, 1
2018/10/30, 30, 25, 
2018/10/31, 23, 21, 
2018/11/1, 15, 16, 
2018/11/2, 19, 18, 
2018/11/3, 24, 20, 
2018/11/4, 27, 21, 
2018/11/5, 25, 21, 
2018/11/6, 36, 22, 5
2018/11/8, 31, 28, 
2018/11/9, 31, 27, 
2018/11/10, 35, 34, 1
2018/11/11, 32, 24, 
2018/11/12, 24, 23, 
2018/11/13, 27, 36, 3
2018/11/14, 33, 36, 
2018/11/15, 41, 37, 1
2018/11/16, 43, 33, 
2018/11/17, 33, 26, 
2018/11/18, 24, 20, 
2018/11/19, 24, 21, 
2018/11/20, 30, 27, 
2018/11/21, 33, 30, 
2018/11/22, 33, 27, 3
2018/11/23, 25, 24, 1
2018/11/26, 31, 26, 1
2018/11/27, 31, 29, 4
2018/11/28, 44, 32, 1
2018/11/29, 31, 28, 
2018/11/30, 27, 24, 
2018/12/1, 24, 23, 
2018/12/2, 31, 24, 1
2018/12/3, 24, 20, 
2018/12/4, 16, 19, 
2018/12/5, 17, 23, 
2018/12/6, 16, 24, 1
2018/12/7, 20, 27, 4
2018/12/8, 26, 28, 
2018/12/9, 34, 28, 
2018/12/10, 33, 28, 4
2018/12/11, 31, 28, 1
2018/12/12, 37, 30, 1
2018/12/13, 35, 32, 
2018/12/14, 38, 34, 
2018/12/15, 35, 31, 
2018/12/16, 35, 28, 
2018/12/17, 42, 33, 1
2018/12/18, 43, 28, 
2018/12/19, 36, 24, 4
2018/12/20, 34, 24, 
2018/12/21, 32, 24, 
2018/12/22, 34, 27, 1
2018/12/23, 35, 23, 
2018/12/24, 26, 20, 
2018/12/25, 29, 21, 
2018/12/26, 28, 22, 
2018/12/27, 26, 19, 3
2018/12/28, 20, 18, 
2018/12/29, 23, 20, 1
2018/12/30, 27, 20, 
2018/7/1, 62, 32, 
2018/7/2, 46, 29, 
2018/7/3, 39, 31, 
2018/7/4, 57, 31, 
2018/7/5, 65, 37, 
2018/7/6, 51, 39, 1
2018/7/7, 56, 49, 
2018/7/8, 54, 38, 2
2018/7/9, 49, 35, 
2018/7/10, 55, 35, 24
2018/7/11, 49, 36, 
2018/7/12, 53, 34, 1
2018/7/13, 54, 37, 1
2018/7/14, 60, 38, 3
2018/7/15, 69, 38, 1
2018/7/16, 71, 33, 
2018/7/17, 65, 27, 
2018/7/18, 49, 29, 
2018/7/19, 34, 38, 2
2018/7/20, 51, 51, 1
2018/7/21, 61, 42, 5
2018/7/22, 60, 40, 2
2018/7/23, 57, 42, 
2018/7/24, 62, 34, 130
2018/7/25, 50, 39, 
2018/7/26, 59, 36, 1
2018/7/27, 56, 44, 
2018/7/28, 50, 39, 
2018/7/29, 55, 37, 2
2018/7/30, 55, 35, 
2018/7/31, 56, 42, 
2018/8/1, 54, 34, 
2018/8/2, 37, 35, 1
2018/8/3, 37, 37, 1
2018/8/4, 54, 42, 
2018/8/5, 62, 39, 5
2018/8/6, 60, 34, 
2018/8/7, 55, 39, 1
2018/8/8, 54, 40, 
2018/8/9, 66, 34, 
2018/8/10, 73, 49, 3
2018/8/11, 158, 31, 
2018/8/12, 54, 25, 
2018/8/13, 31, 33, 3
2018/8/14, 39, 39, 1
2018/8/15, 57, 39, 
2018/8/16, 60, 37, 
2018/8/17, 58, 30, 
2018/8/18, 54, 29, 
2018/8/21, 46, 33, 
2018/8/22, 43, 32, 1
2018/8/23, 39, 41, 5
2018/8/24, 37, 48, 
2018/8/25, 20, 36, 
2018/8/26, 11, 34, 4
2018/8/27, 11, 30, 
2018/8/28, 35, 27, 
2018/8/29, 41, 26, 
2018/8/30, 40, 23, 
2018/8/31, 33, 24, 1
2018/9/1, 31, 32, 
2018/9/2, 40, 32, 
2018/9/3, 44, 30, 5
2018/9/4, 47, 29, 
2018/9/5, 34, 37, 
2018/9/6, 46, 38, 
2018/9/7, 51, 35, 
2018/9/8, 52, 27, 
2018/9/9, 42, 32, 
2018/9/10, 41, 31, 
2018/9/11, 39, 32, 4
2018/9/12, 44, 30, 
2018/9/13, 36, 29, 
2018/9/14, 41, 31, 
2018/9/15, 38, 38, 
2018/9/16, 51, 29, 
2018/9/17, 42, 25, 
2018/9/18, 40, 23, 
2018/9/19, 39, 25, 
2018/9/20, 38, 28, 3
2018/9/21, 50, 25, 
2018/9/22, 37, 26, 
2018/9/23, 37, 57, 7
2018/9/24, 25, 40, 
2018/9/25, 46, 36, 
2018/9/26, 53, 34, 
2018/9/27, 56, , 
2018/4/1, 4, 50, 
2018/4/3, 42, 38, 
2018/4/4, 42, 28, 
2018/4/5, 34, 35, 
2018/4/6, 41, 35, 
2018/4/7, 46, 30, 
2018/4/8, 37, 36, 
2018/4/9, 35, 29, 
2018/4/10, 27, 35, 
2018/4/11, 26, 28, 
2018/4/12, 24, 30, 
2018/4/13, 25, 23, 
2018/4/14, 24, 26, 
2018/4/15, 31, 27, 
2018/4/16, 38, 36, 
2018/4/17, 38, 50, 
2018/4/18, 55, 38, 
2018/4/19, 56, 36, 
2018/4/20, 50, 32, 
2018/4/21, 53, 35, 
2018/4/22, 53, 32, 
2018/4/23, 49, 37, 
2018/4/24, 48, 46, 
2018/4/25, 50, 41, 
2018/4/26, 39, 36, 
2018/4/27, 54, 36, 
2018/4/28, 60, 34, 
2018/4/29, 52, 25, 
2018/4/30, 50, 21, 
2018/5/1, 23, 23, 
2018/5/2, 28, 32, 
2018/5/3, 34, 40, 
2018/5/4, 51, 38, 
2018/5/5, 60, 35, 
2018/5/6, 58, 36, 
2018/5/7, 45, 29, 
2018/5/8, 44, 30, 
2018/5/9, 32, 38, 
2018/5/10, 37, 35, 
2018/5/11, 31, 31, 
2018/5/12, 45, 36, 
2018/5/13, 50, 39, 
2018/5/14, 54, 34, 
2018/5/15, 42, 31, 
2018/5/16, 41, 20, 
2018/5/17, 41, 32, 
2018/5/18, 39, 36, 
2018/5/19, 46, 41, 
2018/5/20, 56, 38, 
2018/5/21, 57, 42, 
2018/5/22, 59, 43, 
2018/5/23, 58, 42, 
2018/5/24, 57, 42, 
2018/5/25, 61, 40, 
2018/5/26, 53, 43, 
2018/5/27, 61, 37, 
2018/5/28, 54, 36, 
2018/5/29, 49, 36, 
2018/5/30, 51, 28, 
2018/5/31, 36, 28, 1
2018/6/1, 32, 26, 
2018/6/2, 33, 33, 
2018/6/3, 32, 41, 
2018/6/4, 40, 44, 
2018/6/5, 42, 48, 1
2018/6/6, 55, 47, 3
2018/6/7, 67, 44, 1
2018/6/8, 61, 43, 1
2018/6/9, 66, 38, 
2018/6/10, 60, 36, 1
2018/6/11, 39, 68, 7
2018/6/12, 43, 50, 
2018/6/13, 41, 48, 2
2018/6/15, 64, 52, 
2018/6/16, 70, 46, 1
2018/6/17, 68, 44, 1
2018/6/18, 59, 39, 
2018/6/19, 68, 35, 
2018/6/20, 39, 37, 
2018/6/21, 41, 42, 
2018/6/22, 50, 66, 
2018/6/23, 56, 40, 1
2018/6/24, 57, 34, 5
2018/6/25, 44, 34, 2
2018/6/26, 49, 35, 
2018/6/27, 50, 40, 
2018/6/28, 59, 38, 36
2018/6/29, 59, 35, 80
2018/6/30, 65, 40, 
2018/1/1, 32, 25, 
2018/1/2, 16, 26, 
2018/1/3, 20, 25, 
2018/1/4, 24, 25, 
2018/1/5, 27, 22, 
2018/1/6, 26, 23, 
2018/1/7, 25, 23, 
2018/1/8, 20, 24, 
2018/1/9, 20, 21, 
2018/1/10, 16, 25, 
2018/1/11, 14, 26, 
2018/1/12, 16, 25, 
2018/1/13, 21, 21, 
2018/1/14, 18, 22, 
2018/1/15, 18, 23, 
2018/1/16, 12, 25, 
2018/1/17, 23, 24, 
2018/1/18, 21, 27, 
2018/1/19, 21, 23, 
2018/1/20, 20, 21, 
2018/1/21, 15, 23, 
2018/1/22, 17, 25, 
2018/1/23, 17, 27, 
2018/1/24, 22, 25, 
2018/1/25, 27, 28, 
2018/1/26, 32, 30, 
2018/1/27, 100, 27, 
2018/1/28, 56, 29, 
2018/1/29, 36, 28, 
2018/1/30, 28, 24, 
2018/1/31, 29, 27, 
2018/2/1, 75, 27, 
2018/2/2, 26, 24, 
2018/2/3, 21, 29, 
2018/2/4, 32, 27, 
2018/2/5, 28, 27, 
2018/2/6, 21, 28, 
2018/2/7, 24, 23, 
2018/2/8, 18, 28, 
2018/2/9, 9, 30, 
2018/2/10, 10, 35, 
2018/2/11, 30, 27, 
2018/2/12, 34, 34, 
2018/2/13, 36, 28, 
2018/2/14, 37, 32, 
2018/2/15, 44, 10, 
2018/2/16, 34, , 
2018/2/17, 32, , 
2018/2/18, 17, 53, 
2018/2/19, 6, 53, 
2018/2/20, 16, 44, 
2018/2/21, 21, 47, 
2018/2/22, 31, 40, 
2018/2/23, 28, 34, 
2018/2/24, 33, 23, 
2018/2/25, 20, 31, 
2018/3/2, 32, 36, 
2018/3/3, 31, 37, 
2018/3/4, 35, 56, 
2018/3/5, 39, 59, 
2018/3/6, 44, 59, 
2018/3/7, 51, 47, 
2018/3/8, 48, 48, 
2018/3/9, 40, 43, 
2018/3/10, 46, 37, 
2018/3/11, 41, 43, 
2018/3/12, 40, 47, 
2018/3/13, 44, 33, 
2018/3/14, 52, 43, 
2018/3/15, 45, 41, 
2018/3/16, 41, 37, 
2018/3/17, 40, 29, 
2018/3/18, 31, 27, 
2018/3/19, 24, 35, 
2018/3/20, 28, 39, 
2018/3/21, 37, 38, 
2018/3/22, 35, 49, 
2018/3/23, 48, 45, 
2018/3/24, 47, 44, 
2018/3/25, 41, 48, 
2018/3/26, 49, 38, 
2018/3/27, 52, 42, 
2018/3/28, 42, 38, 
2018/3/29, 41, 32, 
2018/3/30, 13, 32, 
2018/3/31, 4, 42, 
2017/10/1, 30, 36, 
2017/10/2, 21, 42, 
2017/10/3, 43, 37, 
2017/10/4, 48, 40, 
2017/10/5, 34, 36, 
2017/10/6, 35, 23, 
2017/10/7, 16, 27, 
2017/10/8, 18, 21, 
2017/10/9, 23, 28, 
2017/10/10, 21, 35, 
2017/10/11, 23, 41, 
2017/10/12, 34, 42, 
2017/10/13, 30, 39, 
2017/10/14, 40, 37, 
2017/10/15, 44, 33, 
2017/10/16, 35, 34, 
2017/10/17, 38, 26, 
2017/10/18, 23, 35, 
2017/10/19, 24, 30, 
2017/10/20, 27, 32, 
2017/10/21, 28, 27, 
2017/10/22, 34, 24, 
2017/10/23, 36, 26, 
2017/10/24, 34, 22, 
2017/10/26, 8, 20, 
2017/10/27, 12, 24, 
2017/10/28, 13, 21, 
2017/10/29, 13, 26, 
2017/10/30, 12, 30, 
2017/10/31, 16, 26, 
2017/11/1, 20, 24, 
2017/11/2, 21, 27, 
2017/11/3, 26, 24, 
2017/11/4, 20, 17, 
2017/11/5, 15, 21, 
2017/11/6, 12, 16, 
2017/11/7, 7, 15, 
2017/11/8, 3, 15, 
2017/11/9, 5, 24, 
2017/11/10, 12, 28, 
2017/11/11, 19, 23, 
2017/11/12, 14, 25, 
2017/11/13, 18, 26, 
2017/11/14, 15, 24, 
2017/11/15, 16, 23, 
2017/11/16, 20, 25, 
2017/11/17, 18, 26, 
2017/11/18, 14, 26, 
2017/11/19, 23, 32, 
2017/11/20, 30, 36, 
2017/11/21, 34, 28, 
2017/11/23, 26, 30, 
2017/11/24, 26, 26, 
2017/11/25, 24, 21, 
2017/11/26, 15, 27, 
2017/11/27, 20, 28, 
2017/11/28, 24, 31, 
2017/11/29, 27, 28, 
2017/11/30, 20, 32, 
2017/12/1, 23, 34, 
2017/12/2, 25, 30, 
2017/12/3, 27, 26, 
2017/12/4, 19, 29, 
2017/12/5, 21, 31, 
2017/12/6, 21, 26, 
2017/12/7, 28, 22, 
2017/12/8, 26, 24, 
2017/12/9, 25, 24, 
2017/12/11, 29, 31, 
2017/12/12, 28, 29, 
2017/12/13, 30, 25, 
2017/12/14, 19, 24, 
2017/12/15, 13, 25, 
2017/12/16, 23, 22, 
2017/12/17, 22, 27, 
2017/12/18, 19, 23, 
2017/12/19, 13, 25, 
2017/12/20, 13, 33, 
2017/12/21, 21, 35, 
2017/12/22, 27, 28, 
2017/12/23, 22, 26, 
2017/12/24, 22, 23, 
2017/12/25, 20, 29, 
2017/12/26, 21, 27, 
2017/12/27, 26, 33, 
2017/12/28, 24, 23, 
2017/12/29, 20, 21, 
2017/12/30, 18, 27, 
2017/12/31, 17, 28, 
2017/7/1, 47, 40, 
2017/7/2, 64, 37, 
2017/7/3, 62, 42, 
2017/7/4, 53, 48, 
2017/7/5, 44, 43, 
2017/7/6, 38, 43, 
2017/7/7, 38, 49, 
2017/7/8, 55, 46, 
2017/7/9, 54, 49, 
2017/7/10, 58, 46, 
2017/7/11, 66, 40, 
2017/7/12, 54, 41, 
2017/7/13, 53, 41, 
2017/7/14, 57, 37, 
2017/7/15, 33, 38, 
2017/7/16, 31, 43, 
2017/7/17, 31, 47, 
2017/7/18, 44, 43, 
2017/7/19, 54, 42, 
2017/7/20, 58, 43, 
2017/7/21, 61, 39, 
2017/7/22, 53, 45, 
2017/7/23, 61, 39, 
2017/7/24, 40, 42, 
2017/7/25, 55, 42, 
2017/7/26, 52, 38, 
2017/7/27, 35, 45, 
2017/7/28, 49, 48, 
2017/7/29, 49, 40, 
2017/7/30, 54, 42, 
2017/7/31, 56, 43, 
2017/8/1, 55, 41, 
2017/8/2, 43, 39, 
2017/8/3, 37, 39, 
2017/8/4, 76, 33, 
2017/8/5, 76, 33, 
2017/8/6, 46, 40, 
2017/8/7, 40, 41, 
2017/8/8, 34, 40, 
2017/8/9, 41, 40, 
2017/8/10, 46, 44, 
2017/8/11, 38, 44, 
2017/8/12, 28, 51, 
2017/8/13, 29, 44, 
2017/8/14, 32, 33, 
2017/8/15, 34, 30, 
2017/8/16, 31, 32, 
2017/8/17, 30, 35, 
2017/8/18, 43, 28, 
2017/8/19, 40, 30, 
2017/8/20, 29, 34, 
2017/8/21, 36, 36, 
2017/8/22, 49, 38, 
2017/8/23, 51, 37, 
2017/8/24, 40, 34, 
2017/8/25, 30, 35, 
2017/8/26, 28, 33, 
2017/8/27, 28, 28, 
2017/8/28, 21, 33, 
2017/8/29, 24, 35, 
2017/8/30, 27, 32, 
2017/8/31, 31, 28, 
2017/9/1, 33, 22, 
2017/9/2, 22, 25, 
2017/9/3, 16, 30, 
2017/9/4, 17, 39, 
2017/9/5, 31, , 
2017/9/11, 32, 37, 
2017/9/12, 23, 31, 
2017/9/13, 20, 44, 
2017/9/14, 20, 41, 
2017/9/15, 27, 40, 
2017/9/16, 37, 36, 
2017/9/17, 50, 34, 
2017/9/18, 51, 25, 
2017/9/19, 36, 29, 
2017/9/20, 27, 35, 
2017/9/21, 82, 31, 
2017/9/22, 20, 32, 
2017/9/23, 32, 31, 
2017/9/24, 42, 29, 
2017/9/25, 36, 27, 
2017/9/26, 25, 29, 
2017/9/27, 29, 35, 
2017/9/28, 54, 33, 
2017/9/29, 81, 30, 
2017/9/30, 38, 24, 
2017/4/1, 20, 29, 
2017/4/2, 5, 32, 
2017/4/3, 5, 38, 
2017/4/4, 6, 37, 
2017/4/5, 25, 38, 
2017/4/6, 32, 42, 
2017/4/7, 36, 39, 
2017/4/8, 33, 34, 
2017/4/9, 28, 40, 
2017/4/10, 29, 33, 
2017/4/11, 38, 48, 
2017/4/12, 50, 44, 
2017/4/13, 32, 32, 
2017/4/14, 29, 27, 
2017/4/15, 22, 28, 
2017/4/16, 24, 32, 
2017/4/17, 23, 33, 
2017/4/18, 26, 36, 
2017/4/19, 25, 38, 
2017/4/20, 23, 41, 
2017/4/21, 40, 47, 
2017/4/22, 46, 40, 
