date, pm25, o3, no2, co
2017/7/20, 55, , 8, 
2017/7/21, 53, , 6, 
2017/7/22, 58, , 2, 
2017/7/23, 57, , 3, 
2017/7/24, 46, , 6, 
2017/7/25, 17, , 6, 
2017/7/26, 22, , 8, 
2017/7/27, 47, , 6, 
2017/7/28, 25, , 5, 
2017/7/29, 33, , 6, 
2017/7/30, 51, , 6, 
2017/7/31, 55, , 8, 
2017/8/1, 76, , 9, 
2017/8/2, 85, , 9, 
2017/8/3, 64, , 6, 
2017/8/4, 35, , 4, 
2017/8/5, 19, , 4, 
2017/8/6, 35, , 10, 
2017/8/7, 42, , 5, 
2017/8/8, 42, , 10, 
2017/8/9, 55, , 11, 
2017/8/10, 45, , 10, 
2017/8/11, 43, , 3, 
2017/8/12, 39, , 6, 
2017/8/13, 39, , 8, 
2017/8/14, 38, , 11, 
2017/8/15, 53, , 7, 
2017/8/16, 39, , 6, 
2017/8/17, 44, , 3, 
2017/8/18, 28, , 2, 
2017/8/19, 24, , 6, 
2017/8/20, 46, , 11, 
2017/8/21, 62, , 4, 
2017/8/22, 46, , 3, 
2017/8/23, 24, , 6, 
2017/8/24, 29, , 13, 
2017/8/25, 37, , 6, 
2017/8/26, 45, , 3, 
2017/8/27, 32, , 10, 
2017/8/28, 48, , 9, 
2017/8/29, 42, , 6, 
2017/8/30, 46, , 4, 
2017/8/31, 30, , 9, 
2017/9/1, 31, , 3, 
2017/9/2, 24, , , 
2017/9/3, 23, , 2, 
2017/9/4, 54, , 7, 
2017/9/5, 45, , , 
2017/9/9, 27, , , 
2017/9/10, 27, , 7, 
2017/9/11, 22, , 9, 
2017/9/12, 36, , 14, 
2017/9/13, 37, , 6, 
2017/9/14, 37, , 10, 
2017/9/15, 61, , 7, 
2017/9/16, 67, , 8, 
2017/9/17, 69, , 13, 
2017/9/18, 77, , 8, 
2017/9/19, 69, , 10, 
2017/9/20, 71, , 8, 
2017/9/21, 68, , 13, 
2017/9/22, 66, , 9, 
2017/9/23, 67, , 12, 
2017/9/24, 73, , 10, 
2017/9/25, 73, , 17, 
2017/9/26, 66, , 10, 
2017/9/27, 54, , 7, 
2017/9/28, 18, , 6, 
2017/9/29, 26, , 6, 
2017/9/30, 31, , 5, 
2017/4/1, 19, , 10, 
2017/4/2, 34, , 14, 
2017/4/3, 30, , 5, 
2017/4/4, 24, , 6, 
2017/4/5, 20, , 11, 
2017/4/6, 15, , 6, 
2017/4/7, 18, , 6, 
2017/4/8, 23, , 10, 
2017/4/9, 31, , 9, 
2017/4/10, 48, , 7, 
2017/4/11, 43, , 5, 
2017/4/12, 25, , 22, 
2017/4/13, 32, , 12, 
2017/4/14, 28, , 13, 
2017/4/15, 48, , 3, 
2017/4/16, 46, , 5, 
2017/4/17, 23, , 9, 
2017/4/18, 21, , 12, 
2017/4/19, 37, , 6, 
2017/4/20, 22, , 5, 
2017/4/21, 21, , 5, 
2017/4/22, 15, , 12, 
2017/4/23, 25, , 12, 
2017/4/24, 28, , 9, 
2017/4/25, 23, , 8, 
2017/4/26, 21, , 6, 
2017/4/27, 37, , 5, 
2017/4/28, 27, , , 
2017/4/29, 24, , , 
2017/4/30, 16, , 8, 
2017/5/1, 34, , 3, 
2017/5/2, 25, , 7, 
2017/5/3, 27, , 14, 
2017/5/4, 21, , 9, 
2017/5/5, 16, , 4, 
2017/5/6, 11, , 3, 
2017/5/7, 19, , 6, 
2017/5/8, 22, , 10, 
2017/5/9, 28, , 5, 
2017/5/10, 21, , 5, 
2017/5/11, 24, , 9, 
2017/5/12, 39, , 4, 
2017/5/13, 33, , 3, 
2017/5/14, 45, , 5, 
2017/5/15, 23, , 17, 
2017/5/16, 44, , 9, 
2017/5/17, 56, , 5, 
2017/5/18, 47, , 5, 
2017/5/19, 21, , 2, 
2017/5/20, 14, , 3, 
2017/5/21, 26, , 6, 
2017/5/22, 21, , 10, 
2017/5/23, 25, , 9, 
2017/5/24, 30, , 6, 
2017/5/25, 15, , 4, 
2017/5/26, 24, , 7, 
2017/5/27, 37, , 3, 
2017/5/28, 48, , 4, 
2017/5/29, 31, , 6, 
2017/5/30, 26, , 6, 
2017/5/31, 22, , 6, 
2017/6/1, 17, , 7, 
2017/6/2, 20, , 5, 
2017/6/3, 24, , 5, 
2017/6/4, 48, , 7, 
2017/6/5, 36, , 4, 
2017/6/6, 12, , 7, 
2017/6/7, 19, , 9, 
2017/6/8, 32, , 9, 
2017/6/9, 28, , 4, 
2017/6/10, 46, , 3, 
2017/6/11, 48, , 5, 
2017/6/12, 57, , 3, 
2017/6/13, 48, , 4, 
2017/6/14, 25, , 9, 
2017/6/15, 42, , 6, 
2017/6/16, 37, , 3, 
2017/6/17, 42, , 2, 
2017/6/18, 38, , 5, 
2017/6/19, 26, , 4, 
2017/6/20, 22, , 5, 
2017/6/21, 14, , 9, 
2017/6/22, 32, , 3, 
2017/6/23, 23, , 3, 
2017/6/24, 23, , 1, 
2017/6/25, 12, , 4, 
2017/6/26, 12, , 3, 
2017/6/27, 15, , 7, 
2017/6/28, 24, , 8, 
2017/6/29, 41, , 5, 
2017/6/30, 25, , 4, 
2017/1/2, 44, , 20, 
2017/1/3, 25, , 3, 
2017/1/4, 44, , 8, 
2017/1/5, 38, , 11, 
2017/1/6, 48, , 11, 
2017/1/7, 50, , 5, 
2017/1/8, 33, , 15, 
2017/1/9, 43, , 8, 
2017/1/10, 39, , 12, 
2017/1/11, 45, , 7, 
2017/1/12, 48, , 8, 
2017/1/13, 38, , 13, 
2017/1/14, 35, , 18, 
2017/1/15, 50, , 24, 
2017/1/16, 56, , 14, 
2017/1/17, 41, , 10, 
2017/1/18, 42, , 11, 
2017/1/19, 35, , 16, 
2017/1/20, 42, , 16, 
2017/1/21, 52, , 8, 
2017/1/22, 47, , 7, 
2017/1/23, 33, , 10, 
2017/1/24, 36, , 9, 
2017/1/25, 34, , 4, 
2017/1/26, 31, , 3, 
2017/1/27, 20, , , 
2017/1/29, 21, , 13, 
2017/1/30, 31, , 12, 
2017/1/31, 32, , 5, 
2017/2/1, 32, , 6, 
2017/2/2, 29, , 4, 
2017/2/3, 31, , 6, 
2017/2/4, 24, , 5, 
2017/2/5, 42, , 19, 
2017/2/6, 38, , 12, 
2017/2/7, 37, , 7, 
2017/2/8, 32, , 7, 
2017/2/9, 26, , 11, 
2017/2/10, 26, , 12, 
2017/2/11, 55, , 8, 
2017/2/12, 36, , 8, 
2017/2/13, 28, , 10, 
2017/2/14, 33, , 7, 
2017/2/15, 31, , 10, 
2017/2/16, 42, , 22, 
2017/2/17, 42, , 6, 
2017/2/18, 57, , 13, 
2017/2/19, 61, , 14, 
2017/2/20, 37, , 22, 
2017/2/21, 47, , 16, 
2017/2/22, 68, , 13, 
2017/2/23, 55, , 11, 
2017/2/24, 34, , 3, 
2017/2/25, 26, , 3, 
2017/2/26, 27, , 18, 
2017/2/27, 46, , 13, 
2017/2/28, 40, , 5, 
2017/3/1, 33, , 4, 
2017/3/2, 23, , 6, 
2017/3/3, 22, , 9, 
2017/3/4, 26, , 12, 
2017/3/5, 23, , 13, 
2017/3/6, 47, , 6, 
2017/3/7, 40, , 4, 
2017/3/8, 37, , 7, 
2017/3/9, 23, , 5, 
2017/3/10, 20, , 4, 
2017/3/11, 26, , , 
2017/3/12, 24, , , 
2017/3/13, 23, , 7, 
2017/3/14, 16, , 7, 
2017/3/15, 26, , 6, 
2017/3/16, 27, , 20, 
2017/3/17, 36, , 14, 
2017/3/18, 43, , 11, 
2017/3/19, 38, , 21, 
2017/3/20, 39, , 9, 
2017/3/21, 39, , 12, 
2017/3/22, 28, , 16, 
2017/3/23, 31, , 11, 
2017/3/24, 51, , 5, 
2017/3/25, 24, , 7, 
2017/3/26, 31, , 13, 
2017/3/27, 24, , 13, 
2017/3/28, 25, , 12, 
2017/3/29, 28, , 7, 
2017/3/30, 17, , 13, 
2017/3/31, 17, , 6, 
2020/1/1, , , 8, 2
2018/12/31, , , 3, 2
2017/1/1, , , 18, 
