date, pm25, o3, no2, so2, co
2020/1/2, 25, , 3, , 
2020/1/3, 41, , 3, , 
2020/1/4, 32, , 1, , 
2020/1/5, 18, , 1, , 
2020/1/6, 15, , 11, , 
2020/1/7, 38, , 1, , 
2020/1/8, 14, , 3, , 
2020/1/9, 24, , 8, , 
2020/1/10, 46, , 1, , 
2020/1/11, 27, , 2, , 
2020/1/12, 15, , 7, , 
2020/1/13, 37, , 5, , 
2020/1/14, 46, , 4, , 
2020/1/15, 24, , 2, , 
2020/1/16, 27, , , , 
2019/10/7, 21, 13, 1, , 
2019/10/8, 9, 15, 1, , 
2019/10/9, 18, 17, 2, , 
2019/10/10, 19, 18, 4, , 
2019/10/11, 21, 12, 3, 1, 
2019/10/12, 24, 12, 1, , 
2019/10/13, 17, 19, 3, , 
2019/10/14, 24, 19, 4, , 
2019/10/15, 26, 15, 2, 3, 
2019/10/16, 24, 13, , 5, 
2019/10/17, 12, 15, 2, , 
2019/10/18, 16, 14, 4, , 
2019/10/19, 30, 12, 1, , 
2019/10/20, 17, 9, 1, , 
2019/10/21, 23, 10, 1, , 
2019/10/22, 19, 15, 3, , 
2019/10/23, 17, 16, 4, , 
2019/10/24, 21, 9, 7, , 
2019/10/25, 32, , , , 
2019/10/26, 38, , , , 
2019/10/27, 13, 15, 3, , 
2019/10/28, 21, 11, 1, , 
2019/10/29, 36, 9, 1, , 
2019/10/30, 33, 9, 1, , 
2019/10/31, 12, 12, 1, , 
2019/11/1, 15, 14, 3, , 
2019/11/2, 30, 13, 2, , 
2019/11/3, 19, 1, 5, , 
2019/11/4, 33, , 5, , 
2019/11/5, 42, , 2, , 
2019/11/6, 23, , 6, , 
2019/11/7, 45, , 1, , 
2019/11/8, 19, , 4, , 
2019/11/9, 36, , 3, , 
2019/11/10, 40, , 4, , 
2019/11/11, 37, , 1, , 
2019/11/12, 14, , 2, , 
2019/11/13, 17, , 6, , 
2019/11/14, 43, , 5, , 
2019/11/15, 43, , 5, , 
2019/11/16, 53, , 1, , 
2019/11/17, 31, , 4, , 
2019/11/18, 35, , 5, , 
2019/11/19, 51, , 4, , 
2019/11/20, 39, , 5, , 
2019/11/21, 42, , 3, , 
2019/11/22, 33, , 3, , 
2019/11/23, 25, , 2, , 
2019/11/24, 14, , 3, , 
2019/11/25, 26, , 5, , 
2019/11/26, 39, , 4, , 
2019/11/27, 45, , , , 
2019/11/28, 16, , 2, , 
2019/11/29, 23, , 2, , 
2019/11/30, 36, , 1, , 
2019/12/1, 15, , 1, , 
2019/12/2, 6, , 2, , 
2019/12/3, 11, , 2, , 
2019/12/4, 20, , 1, , 
2019/12/5, 13, , 7, , 
2019/12/6, 27, , 2, , 
