date, pm25, o3, no2, co
2019/6/1, 19, 54, 5, 1
2019/6/2, 17, 54, 7, 1
2019/6/3, 15, 52, 8, 2
2019/6/4, 35, 43, 6, 1
2019/6/5, 24, 43, 5, 1
2019/6/6, 16, 46, 4, 
2019/6/7, 26, 37, 2, 
2019/6/8, 11, 37, 2, 
2019/6/9, 9, 50, 7, 
2019/6/10, 16, 41, 6, 
2019/6/11, 23, 44, 5, 
2019/6/12, 24, 43, 6, 
2019/6/13, 19, 44, 5, 
2019/6/14, 17, 47, 4, 
2019/6/15, 17, 50, 5, 
2019/6/16, 17, 51, 5, 
2019/6/17, 22, 45, 5, 
2019/6/18, 15, 44, 6, 
2019/6/19, 18, 38, 6, 
2019/6/20, 20, 38, 3, 
2019/6/21, 11, 35, 2, 
2019/6/22, 11, 41, 4, 
2019/6/23, 14, 44, 5, 
2019/6/24, 14, 52, 8, 1
2019/6/25, 21, 52, 5, 
2019/6/26, 21, 44, 4, 
2019/6/27, 18, 47, 6, 
2019/6/28, 18, 61, 6, 
2019/6/29, 29, 36, 4, 
2019/6/30, 22, 41, 5, 
2019/1/1, 15, 17, 32, 5
2019/1/2, 38, 14, 35, 7
2019/1/3, 69, 10, 42, 8
2019/1/4, 96, 4, 45, 10
2019/1/5, 113, 28, 19, 3
2019/1/6, 15, 31, 15, 3
2019/1/7, 17, 11, 35, 9
2019/1/8, 62, 11, 33, 8
2019/1/9, 59, 3, 38, 10
2019/1/10, 90, 11, 28, 4
2019/1/11, 94, 16, 22, 3
2019/1/12, 61, 23, 13, 2
2019/1/13, 55, 19, 21, 3
2019/1/14, 61, 12, 34, 5
2019/1/15, 48, 21, 26, 4
2019/1/16, 31, 29, 9, 2
2019/1/17, 7, 27, 16, 3
2019/1/18, 10, 24, 19, 3
2019/1/19, 18, 11, 24, 6
2019/1/20, 33, 25, 8, 2
2019/1/21, 17, 24, 20, 3
2019/1/22, 15, 13, 31, 5
2019/1/23, 35, 20, 31, 6
2019/1/24, 46, 23, 26, 5
2019/1/25, 28, 25, 26, 5
2019/1/26, 39, 27, 27, 5
2019/1/27, 40, 29, 24, 6
2019/1/28, 33, 22, 33, 6
2019/1/29, 42, 22, 34, 6
2019/1/30, 61, 20, 35, 8
2019/1/31, 59, 18, 35, 8
2019/2/1, 56, 29, 14, 3
2019/2/2, 15, 35, 2, 1
2019/2/3, 6, 36, 1, 1
2019/2/4, 5, 36, 7, 2
2019/2/5, 6, 31, 7, 2
2019/2/6, 14, 34, 13, 2
2019/2/7, 13, 24, 39, 5
2019/2/8, 35, 34, 26, 4
2019/2/9, 21, 39, 4, 1
2019/2/10, 8, 34, 20, 2
2019/2/11, 31, 25, 39, 5
2019/2/12, 35, 37, 12, 2
2019/2/13, 15, 36, 6, 2
2019/2/14, 9, 40, 11, 2
2019/2/15, 10, 37, 12, 2
2019/2/16, 15, 34, 13, 3
2019/2/17, 13, 37, 5, 2
2019/2/18, 18, 35, 7, 1
2019/2/19, 13, 35, 10, 2
2019/2/20, 9, 40, 7, 2
2019/2/21, 11, 37, 8, 2
2019/2/22, 19, 34, 19, 3
2019/2/23, 23, 39, 18, 3
2019/2/24, 9, 38, 5, 1
2019/2/25, 11, 39, 4, 1
2019/2/26, 9, 36, 13, 2
2019/2/27, 17, 35, 16, 3
2019/2/28, 14, 32, 12, 2
2019/3/1, 13, 33, 10, 2
2019/3/2, 24, 33, 11, 2
2019/3/3, 16, 31, 21, 3
2019/3/4, 23, 30, 22, 3
2019/3/5, 11, 33, 6, 1
2019/3/6, 10, 35, 10, 2
2019/3/7, 9, 32, 13, 2
2019/3/8, 11, 34, 15, 3
2019/3/9, 23, 36, 10, 2
2019/3/10, 24, 39, 18, 3
2019/3/11, 23, 38, 24, 4
2019/3/12, 43, 37, 5, 2
2019/3/13, 7, 37, 11, 2
2019/3/14, 11, 37, 14, 3
2019/3/15, 21, 41, 21, 3
2019/3/16, 39, 42, 22, 4
2019/3/17, 45, 40, 22, 4
2019/3/18, 33, 53, 18, 4
2019/3/19, 21, 54, 2, 1
2019/3/20, 12, 49, 5, 1
2019/3/21, 14, 40, 6, 2
2019/3/22, 10, 36, 12, 2
2019/3/23, 20, 36, 9, 2
2019/3/24, 18, 43, 15, 3
2019/3/25, 20, 45, 13, 3
2019/3/26, 24, 48, 12, 3
2019/3/27, 26, 42, 2, 1
2019/3/28, 16, 33, 15, 3
2019/3/29, 32, 41, 9, 2
2019/3/30, 13, 44, 4, 1
2019/3/31, 10, 39, 14, 3
2018/10/1, 30, 26, 8, 2
2018/10/2, 37, 27, 9, 1
2018/10/3, 16, 28, 6, 1
2018/10/4, 15, 39, 5, 1
2018/10/5, 12, 39, 8, 1
2018/10/6, 21, 33, 4, 
2018/10/7, 12, 30, 6, 1
2018/10/8, 7, 30, 5, 1
2018/10/9, 25, 24, 6, 1
2018/10/10, 19, 22, 12, 3
2018/10/11, 19, 30, 13, 3
2018/10/12, 33, 34, 11, 2
2018/10/13, 24, 28, 5, 1
2018/10/14, 9, 31, 16, 2
2018/10/15, 20, 27, 22, 3
2018/10/16, 32, 30, 12, 1
2018/10/17, 16, 36, 12, 1
2018/10/18, 13, 34, 19, 2
2018/10/19, 25, 35, 20, 3
2018/10/20, 35, 30, 16, 2
2018/10/21, 20, 26, 17, 3
2018/10/22, 25, 26, 13, 2
2018/10/23, 15, 29, 17, 3
2018/10/24, 19, 31, 17, 2
2018/10/25, 24, 27, 19, 3
2018/10/26, 24, 27, 16, 2
2018/10/27, 20, 30, 17, 3
2018/10/28, 23, 30, 12, 1
2018/10/29, 16, 22, 12, 1
2018/10/30, 10, 20, 21, 3
2018/10/31, 23, 19, 19, 2
2018/11/1, 30, 27, 15, 3
2018/11/2, 19, 35, 14, 2
2018/11/3, 15, 29, 15, 2
2018/11/4, 14, 33, 21, 3
2018/11/5, 13, 14, 19, 3
2018/11/6, 18, 32, 20, 3
2018/11/7, 16, 31, 19, 2
2018/11/8, 17, 27, 24, 3
2018/11/9, 31, 27, 27, 4
2018/11/10, 41, 31, 16, 2
2018/11/11, 23, 29, 15, 2
2018/11/12, 17, 22, 28, 4
2018/11/13, 29, 12, 36, 7
2018/11/14, 48, 12, 34, 6
2018/11/15, 56, 12, 36, 7
2018/11/16, 54, 11, 30, 6
2018/11/17, 58, 24, 22, 4
2018/11/18, 27, 16, 32, 5
2018/11/19, 47, 13, 36, 6
2018/11/20, 52, 10, 39, 8
2018/11/21, 69, 27, 21, 3
2018/11/22, 37, 28, 12, 1
2018/11/23, 10, 30, 9, 1
2018/11/24, 10, 24, 18, 2
2018/11/25, 23, 18, 28, 5
2018/11/26, 35, 8, 33, 4
2018/11/27, 51, 4, 33, 5
2018/11/28, 77, 16, 26, 4
2018/11/29, 34, 25, 17, 3
2018/11/30, 16, 26, 14, 2
2018/12/1, 8, 27, 7, 2
2018/12/2, 19, 27, 20, 3
2018/12/3, 17, 19, 32, 5
2018/12/4, 30, 11, 38, 4
2018/12/5, 58, 16, 31, 4
2018/12/6, 78, 10, 37, 5
2018/12/7, 94, 11, 31, 5
2018/12/8, 95, 19, 21, 3
2018/12/9, 73, 16, 20, 3
2018/12/10, 76, 12, 18, 3
2018/12/11, 75, 19, 19, 4
2018/12/12, 47, 22, 25, 5
2018/12/13, 19, 10, 34, 7
2018/12/14, 37, 16, 28, 7
2018/12/15, 83, 9, 33, 9
2018/12/16, 80, 3, 32, 7
2018/12/17, 56, 7, 33, 9
2018/12/18, 68, 27, 20, 4
2018/12/19, 17, 15, 29, 7
2018/12/20, 30, 18, 23, 5
2018/12/21, 47, 28, 14, 3
2018/12/22, 11, 20, 26, 5
2018/12/23, 24, 15, 22, 4
2018/12/24, 57, 21, 16, 3
2018/12/25, 43, 23, 10, 2
2018/12/26, 6, 24, 14, 2
2018/12/27, 15, 29, 19, 3
2018/12/28, 16, 25, 15, 3
2018/12/29, 29, 24, 16, 3
2018/12/30, 33, , , 
2018/7/1, 13, 43, 7, 1
2018/7/2, 32, 41, 7, 2
2018/7/3, 25, 55, 7, 2
2018/7/4, 31, 50, 8, 2
2018/7/5, 63, 59, 7, 9
2018/7/6, 71, 54, 6, 15
2018/7/7, 33, 53, 5, 2
2018/7/8, 32, 69, 6, 2
2018/7/9, 31, 56, 6, 
2018/7/10, 25, 61, 7, 
2018/7/11, 34, 51, 4, 
2018/7/12, 35, 63, 6, 
2018/7/13, 20, 44, 6, 
2018/7/14, 23, 56, 4, 
2018/7/15, 26, 49, 7, 1
2018/7/16, 27, 54, 3, 1
2018/7/17, 24, 61, 8, 2
2018/7/18, 34, 60, 9, 2
2018/7/19, 59, 44, 8, 2
2018/7/20, 32, 54, 5, 2
2018/7/21, 33, 49, 4, 2
2018/7/22, 42, 59, 3, 1
2018/7/23, 27, , 8, 2
2018/7/24, 35, , 8, 2
2018/7/25, 44, 40, 8, 2
2018/7/26, 51, 46, 9, 2
2018/7/27, 47, 48, 6, 2
2018/7/28, 52, 41, 6, 2
2018/7/29, 51, 45, 4, 1
2018/7/30, 47, 53, 12, 2
2018/7/31, 50, 47, 9, 2
2018/8/1, 56, 42, 6, 2
2018/8/2, 49, 47, 5, 1
2018/8/3, 64, 49, 9, 
2018/8/4, 85, 38, 4, 
2018/8/5, 70, 39, 11, 
2018/8/6, 78, 40, 11, 
2018/8/7, 54, 37, 12, 
2018/8/8, 41, 43, 13, 
2018/8/9, 46, 38, 13, 4
2018/8/10, 74, 45, 11, 5
2018/8/11, 100, 39, 6, 3
2018/8/12, 67, 38, 8, 3
2018/8/13, 74, 50, 8, 2
2018/8/14, 57, 39, 11, 3
2018/8/15, 53, 52, 7, 2
2018/8/16, 48, 57, 7, 2
2018/8/17, 45, 45, 4, 2
2018/8/18, 43, 61, 6, 2
2018/8/19, 72, 46, 8, 2
2018/8/20, 47, 45, 9, 2
2018/8/21, 34, 38, 5, 1
2018/8/22, 24, 58, 10, 3
2018/8/23, 76, 40, 11, 6
2018/8/24, 51, 54, 9, 4
2018/8/25, 48, 48, 8, 3
2018/8/26, 37, 30, 7, 3
2018/8/27, 56, 40, 6, 3
2018/8/28, 15, 52, 12, 4
2018/8/29, 30, 39, 10, 3
2018/8/30, 16, 48, 7, 3
2018/8/31, 33, 46, 9, 4
2018/9/1, 46, 55, 7, 4
2018/9/2, 36, 57, 7, 4
2018/9/3, 34, 49, 14, 5
2018/9/4, 36, 55, 13, 5
2018/9/5, 37, 53, 8, 5
2018/9/6, 32, 54, 9, 5
2018/9/7, 33, 44, 8, 5
2018/9/8, 28, 52, 9, 6
2018/9/9, 59, 52, 14, 7
2018/9/10, 42, 50, 15, 7
2018/9/11, 38, 39, 10, 6
2018/9/12, 49, 39, 11, 7
2018/9/13, 40, 28, 20, 
2018/9/14, 32, 40, 7, 
2018/9/15, 63, 34, 7, 
2018/9/16, 67, 39, 13, 2
2018/9/17, 36, 34, 11, 2
2018/9/18, 22, 49, 16, 2
2018/9/19, 30, 41, 9, 1
2018/9/20, 21, 52, 16, 3
2018/9/21, 34, 46, 14, 2
2018/9/22, 33, 35, 6, 1
2018/9/23, 17, 38, 10, 1
2018/9/24, 27, 41, 13, 2
2018/9/25, 23, 42, 13, 2
2018/9/26, 18, 41, 16, 3
2018/9/27, 20, 35, 15, 3
2018/9/28, 26, 40, 6, 1
2018/9/29, 30, 31, 6, 
2018/9/30, 46, 27, 15, 3
2018/4/1, 18, 34, 14, 3
2018/4/2, 21, 39, 9, 2
2018/4/3, 12, 35, 22, 3
2018/4/4, 23, 39, 20, 4
2018/4/5, 22, 30, 13, 2
2018/4/6, 24, 15, 11, 3
2018/4/7, 17, 36, 11, 2
2018/4/8, 11, 39, 8, 2
2018/4/9, 11, 34, 19, 3
2018/4/10, 21, 41, 13, 3
2018/4/11, 25, 42, 7, 2
2018/4/12, 16, 38, 5, 2
2018/4/13, 9, 40, 10, 2
2018/4/14, 12, 39, 8, 2
2018/4/15, 15, 46, 2, 1
2018/4/16, 50, 38, 8, 2
2018/4/17, 34, 37, 15, 3
2018/4/18, 11, 46, 15, 3
2018/4/19, 16, 41, 10, 2
2018/4/20, 25, 44, 11, 3
2018/4/21, 23, 47, 10, 2
2018/4/22, 19, 42, 5, 2
2018/4/23, 19, 39, 7, 1
2018/4/24, 21, 47, 5, 2
2018/4/25, 18, 53, 14, 3
2018/4/26, 26, 46, 11, 2
2018/4/27, 38, 46, 6, 2
2018/4/28, 38, 41, 4, 1
2018/4/29, 28, 37, 5, 2
2018/4/30, 15, 39, 7, 2
2018/5/1, 9, 33, 11, 2
2018/5/2, 17, 37, 9, 2
2018/5/3, 17, 45, 10, 3
2018/5/4, 15, 46, 8, 2
2018/5/5, 18, 49, 8, 2
2018/5/6, 22, 48, 8, 2
2018/5/7, 22, 47, 8, 2
2018/5/8, 19, 39, 11, 2
2018/5/9, 22, 25, 8, 2
2018/5/10, 17, 35, 7, 2
2018/5/11, 18, 46, 6, 2
2018/5/12, 13, 46, 7, 2
2018/5/13, 12, 27, 11, 2
2018/5/14, 14, 44, 8, 2
2018/5/15, 15, 49, 8, 2
2018/5/16, 18, 50, 8, 2
2018/5/17, 23, 50, 9, 2
2018/5/18, 31, 49, 3, 1
2018/5/19, 28, 47, 3, 1
2018/5/20, 30, 53, 10, 2
2018/5/21, 27, 43, 9, 2
2018/5/22, 23, 40, 8, 2
2018/5/23, 29, 48, 10, 2
2018/5/24, 23, 49, 9, 2
2018/5/25, 23, 52, 7, 2
2018/5/26, 21, 45, 4, 1
2018/5/27, 25, 38, 5, 2
2018/5/28, 21, 47, 8, 2
2018/5/29, 8, 43, 7, 2
2018/5/30, 15, 43, 7, 2
2018/5/31, 21, 42, 5, 1
2018/6/1, 20, 51, 5, 2
2018/6/2, 17, 64, 7, 2
2018/6/3, 24, 48, 7, 2
2018/6/4, 26, 48, 6, 1
2018/6/5, 22, 44, 9, 2
2018/6/6, 36, 42, 8, 18
2018/6/7, 31, 53, 9, 40
2018/6/8, 35, 51, 6, 2
2018/6/9, 35, 45, 2, 1
2018/6/10, 37, 51, 6, 1
2018/6/11, 18, 51, 11, 2
2018/6/12, 22, 60, 14, 2
2018/6/13, 41, 44, 6, 1
2018/6/14, 32, 47, 7, 2
2018/6/15, 34, 49, 7, 2
2018/6/16, 27, 34, 8, 3
2018/6/17, 22, 48, 4, 1
2018/6/18, 19, 38, 4, 1
2018/6/19, 15, 42, 4, 1
2018/6/20, 13, 47, 7, 2
2018/6/21, 20, 44, 6, 1
2018/6/22, 16, 45, 5, 2
2018/6/23, 20, 43, 2, 1
2018/6/24, 19, 69, 6, 2
2018/6/25, 17, 48, 8, 2
2018/6/26, 25, 80, 11, 2
2018/6/27, 34, 58, 4, 1
2018/6/28, 43, 39, 5, 1
2018/6/29, 19, 41, 4, 1
2018/6/30, 12, 41, 4, 1
2018/1/1, 68, 16, 32, 8
2018/1/2, 62, 7, 40, 10
2018/1/3, 66, 5, 36, 10
2018/1/4, 79, 5, 22, 11
2018/1/5, 97, 1, 41, 12
2018/1/6, 104, 13, 28, 5
2018/1/7, 75, 4, 28, 6
2018/1/8, 50, 16, 16, 3
2018/1/9, 13, 13, 25, 4
2018/1/10, 19, 28, 18, 4
2018/1/11, 12, 28, 21, 4
2018/1/12, 16, 24, 24, 5
2018/1/13, 20, 21, 24, 6
2018/1/14, 33, 18, 26, 6
2018/1/15, 51, 27, 19, 3
2018/1/16, 27, 15, 32, 8
2018/1/17, 55, 14, 30, 6
2018/1/18, 40, 28, 7, 1
2018/1/19, 18, 29, 8, 2
2018/1/20, 10, 26, 18, 3
2018/1/21, 17, 17, 27, 5
2018/1/22, 20, 18, 32, 6
2018/1/23, 42, 9, 36, 7
2018/1/24, 39, 28, 14, 2
2018/1/25, 16, 26, 23, 4
2018/1/26, 16, 24, 25, 4
2018/1/27, 13, 22, 26, 5
2018/1/28, 31, 16, 28, 7
2018/1/29, 25, 11, 31, 8
2018/1/30, 30, 24, 24, 4
2018/1/31, 20, 19, 34, 5
2018/2/1, 30, 16, 30, 6
2018/2/2, 33, 32, 20, 4
2018/2/3, 19, 16, 26, 5
2018/2/4, 41, 28, 16, 3
2018/2/5, 16, 31, 18, 4
2018/2/6, 11, 28, 23, 4
2018/2/7, 16, 21, 25, 4
2018/2/8, 10, 26, 19, 3
2018/2/9, 14, 34, 9, 2
2018/2/10, 15, 30, 12, 2
2018/2/11, 10, 31, 13, 2
2018/2/12, 15, 25, 23, 4
2018/2/13, 36, 31, 20, 4
2018/2/14, 41, 33, 7, 2
2018/2/15, 11, 31, 21, 4
2018/2/16, 14, 34, 17, 3
2018/2/17, 20, 33, 4, 1
2018/2/18, 33, 31, 10, 2
2018/2/19, 12, 31, 14, 3
2018/2/20, 18, 27, 27, 4
2018/2/21, 26, 32, 25, 4
2018/2/22, 28, 28, 23, 4
2018/2/23, 21, 34, 21, 3
2018/2/24, 24, 37, 8, 2
2018/2/25, 10, 32, 20, 3
2018/2/26, 12, 28, 23, 3
2018/2/27, 31, 33, 19, 3
2018/2/28, 29, 36, 16, 2
2018/3/1, 27, 37, 4, 1
2018/3/2, 60, 32, 11, 2
2018/3/3, 13, 37, 7, 2
2018/3/4, 12, 36, 16, 3
2018/3/5, 13, 33, 19, 3
2018/3/6, 15, 30, 33, 5
2018/3/7, 32, 23, 36, 6
2018/3/8, 49, 32, 24, 5
2018/3/9, 32, 36, 20, 4
2018/3/10, 14, 41, 19, 3
2018/3/11, 19, 37, 18, 3
2018/3/12, 22, 35, 21, 4
2018/3/13, 22, 29, 12, 2
2018/3/14, 14, 29, 15, 3
2018/3/15, 12, 39, 8, 2
2018/3/16, 8, 40, 6, 2
2018/3/17, 11, 33, 14, 2
2018/3/18, 12, 34, 9, 2
2018/3/19, 11, 34, 17, 3
2018/3/20, 13, 36, 21, 3
2018/3/21, 27, 28, 6, 1
2018/3/22, 22, 38, 12, 2
2018/3/23, 12, 36, 12, 2
2018/3/24, 9, 37, 19, 5
2018/3/25, 13, 37, 13, 2
2018/3/26, 12, 37, 16, 3
2018/3/27, 13, 36, 17, 3
2018/3/28, 11, 40, 15, 2
2018/3/29, 17, 38, 14, 3
2018/3/30, 16, 39, 13, 2
2018/3/31, 15, 38, 12, 2
2017/10/1, 17, 29, 9, 2
