date, pm25, pm10, o3
2020/1/9, 26, 17, 18
2020/1/10, 49, 31, 17
2020/1/11, 56, 35, 14
2020/1/12, 53, 31, 13
2020/1/13, 47, 29, 15
2020/1/14, 39, 21, 12
2020/1/15, 33, 18, 16
2019/7/9, 45, 21, 9
2019/7/10, 44, 11, 17
2019/1/1, 36, 7, 8
2019/1/2, 20, 12, 7
2019/1/3, 28, 12, 6
2019/1/4, 30, 11, 8
2019/1/5, 26, 8, 8
2019/1/6, 28, 8, 10
2019/1/7, 25, 8, 9
2019/1/8, 24, 9, 11
2019/1/9, 26, 10, 11
2019/1/10, 24, 10, 10
2019/1/11, 22, 11, 10
2019/1/12, 24, 10, 8
2019/1/13, 26, 10, 10
2019/1/14, 29, 10, 9
2019/1/15, 30, 11, 10
2019/1/16, 32, 12, 10
2019/1/17, 32, 14, 16
2019/1/18, 40, 15, 8
2019/1/19, 44, 10, 
2019/1/20, 23, 8, 
2019/1/21, 27, 13, 11
2019/1/22, 24, 20, 11
2019/1/23, 39, 10, 9
2019/1/24, 21, 7, 10
2019/1/25, 17, 8, 11
2019/1/26, 18, 6, 24
2019/1/27, 14, 7, 20
2019/1/28, 18, 9, 13
2019/1/29, 28, 11, 11
2019/1/30, 29, 13, 11
2019/1/31, 24, 13, 11
2019/2/1, 26, 13, 11
2019/2/2, 23, 10, 9
2019/2/3, 28, 7, 11
2019/2/4, 18, 7, 12
2019/2/5, 21, 10, 11
2019/2/6, 28, 9, 12
2019/2/7, 23, 11, 11
2019/2/8, 27, 16, 11
2019/2/9, 34, 13, 10
2019/2/10, 22, 16, 9
2019/2/11, 27, 11, 9
2019/2/12, 24, 6, 13
2019/2/13, 16, 8, 7
2019/2/14, 21, , 
2018/10/1, 27, 15, 8
2018/10/2, 36, 14, 8
2018/10/3, 25, 17, 9
2018/10/4, 29, 11, 7
2018/10/5, 24, 10, 9
2018/10/6, 23, 11, 7
2018/10/7, 27, 13, 6
2018/10/8, 26, 14, 5
2018/10/9, 27, 12, 5
2018/10/10, 32, 10, 5
2018/10/11, 29, 11, 7
2018/10/12, 28, 11, 10
2018/10/13, 33, 9, 10
2018/10/14, 26, 7, 4
2018/10/15, 18, 10, 4
2018/10/16, 22, 8, 5
2018/10/17, 19, 7, 4
2018/10/18, 19, 6, 5
2018/10/19, 17, 8, 6
2018/10/20, 20, 11, 10
2018/10/21, 26, 13, 9
2018/10/22, 21, 13, 10
2018/10/23, 22, 8, 8
2018/10/24, 18, 7, 6
2018/10/25, 16, 10, 5
2018/10/26, 26, 9, 10
2018/10/27, 26, 9, 11
2018/10/28, 29, 13, 13
2018/10/29, 40, 14, 11
2018/10/30, 44, 11, 10
2018/10/31, 18, 14, 9
2018/11/1, 26, 9, 6
2018/11/2, 23, 10, 9
2018/11/3, 21, 12, 6
2018/11/4, 26, 12, 7
2018/11/5, 22, 11, 6
2018/11/6, 24, 10, 5
2018/11/7, 24, 9, 7
2018/11/8, 23, 9, 6
2018/11/9, 23, 11, 6
2018/11/10, 30, 11, 8
2018/11/11, 24, 13, 6
2018/11/12, 25, 9, 4
2018/11/13, 23, 11, 6
2018/11/14, 28, 7, 4
2018/11/15, 14, 5, 5
2018/11/16, 15, 8, 7
2018/11/17, 26, 10, 8
2018/11/18, 27, 8, 7
2018/11/19, 22, 10, 7
2018/11/20, 27, 13, 9
2018/11/21, 40, 9, 9
2018/11/22, 24, 12, 9
2018/11/23, 24, 11, 8
2018/11/24, 24, 8, 9
2018/11/25, 26, 11, 5
2018/11/26, 27, 6, 9
2018/11/27, 18, 7, 7
2018/11/28, 23, 11, 8
2018/11/29, 31, 11, 6
2018/11/30, 29, 13, 7
2018/12/1, 29, 13, 5
2018/12/2, 35, 13, 4
2018/12/3, 39, 12, 7
2018/12/4, 34, 5, 8
2018/12/5, 19, 9, 8
2018/12/6, 23, 10, 9
2018/12/7, 24, 11, 8
2018/12/8, 25, 9, 6
2018/12/9, 22, 5, 6
2018/12/10, 17, 5, 6
2018/12/11, 20, 9, 8
2018/12/12, 19, 13, 8
2018/12/13, 26, 14, 8
