date, pm25, pm10, o3, no2, so2
2020/1/2, 39, , , 12, 
2020/1/3, 21, , , 11, 
2020/1/4, 26, , , 9, 
2020/1/5, 18, , , 17, 
2020/1/6, 19, , , 10, 
2020/1/7, 30, , , 12, 
2020/1/8, 32, , , 7, 
2020/1/9, 33, , , 11, 
2020/1/10, 30, , , 4, 
2020/1/11, 24, , , 7, 
2020/1/12, 18, , , 6, 
2020/1/13, 19, , , 6, 
2020/1/14, 23, , , 12, 
2020/1/15, 24, , , 4, 
2020/1/16, 30, , , , 
2019/10/1, 15, 10, , 5, 
2019/10/2, 11, 12, , 10, 
2019/10/3, 21, , , 7, 
2019/10/4, 34, , , 4, 
2019/10/5, 25, , , , 
2019/10/7, 15, , , 6, 
2019/10/8, 14, , , 9, 
2019/10/9, 10, , , 7, 
2019/10/10, 13, , , 7, 
2019/10/11, 13, , , 12, 
2019/10/13, 18, , , 12, 
2019/10/14, 15, , , 13, 
2019/10/15, 20, , , 11, 
2019/10/16, 21, , , 12, 
2019/10/17, 25, , , 9, 
2019/10/18, 19, , , 10, 
2019/10/19, 14, , , 5, 
2019/10/20, 22, , , 3, 
2019/10/21, 19, , , 14, 
2019/10/22, 19, , , 20, 
2019/10/23, 31, , , 17, 
2019/10/24, 61, , , 9, 
2019/10/25, 38, , , 5, 
2019/10/26, 25, , , 10, 
2019/10/27, 30, , , 14, 
2019/10/28, 35, , , 13, 
2019/10/29, 52, , , 16, 
2019/10/30, 56, , , 16, 
2019/10/31, 46, , , 12, 
2019/11/1, 39, , , 7, 
2019/11/2, 13, , , 12, 
2019/11/3, 26, , , 13, 
2019/11/4, 36, , , 6, 
2019/11/5, 38, , , 17, 
2019/11/6, 51, , , 15, 
2019/11/7, 38, , , 13, 
2019/11/8, 38, , , 13, 
2019/11/9, 32, , , 14, 
2019/11/10, 40, , , 11, 
2019/11/11, 33, , , 11, 
2019/11/12, 23, , , 16, 
2019/11/15, 27, , , 16, 
2019/11/16, 36, , , 13, 
2019/11/17, 51, , , 10, 
2019/11/18, 33, , , 20, 
2019/11/19, 31, , , 17, 
2019/11/20, 32, , , 13, 
2019/11/21, 34, , , 9, 
2019/11/22, 35, , , , 
2019/11/25, 28, , , 10, 
2019/11/26, 17, , , 14, 
2019/11/27, 21, , , 8, 
2019/11/28, 23, , , 17, 
2019/11/29, 34, , , 17, 
2019/11/30, 44, , , , 
2019/12/2, 30, , , 21, 
2019/12/3, 34, , , 29, 
2019/12/4, 40, , , 16, 
2019/12/5, 37, , , 10, 
2019/12/6, 15, , , 11, 
2019/12/7, 19, , , 5, 
2019/12/8, 17, , , 9, 
2019/12/9, 24, , , 10, 
2019/12/10, 26, , , 16, 
2019/12/11, 18, , , 12, 
2019/12/12, 15, , , 11, 
2019/12/13, 14, , , 6, 
2019/12/14, 23, , , 8, 
2019/12/15, 22, , , 20, 
2019/12/16, 23, , , 22, 
2019/12/17, 42, , , 15, 
2019/12/18, 48, , , 7, 
2019/12/19, 31, , , 14, 
2019/12/20, 18, , , 9, 
2019/12/21, 14, , , 11, 
2019/12/22, 21, , , 12, 
2019/12/23, 28, , , 11, 
2019/12/24, 27, , , 11, 
2019/12/25, 29, , , 6, 
2019/12/26, 29, , , 14, 
2019/12/27, 43, , , 13, 
2019/12/28, 59, , , , 
2019/7/1, 38, , , 3, 
2019/7/2, 23, , , 6, 
2019/7/3, 28, , , 8, 
2019/7/4, 32, , , 6, 
2019/7/5, 31, , , 4, 
2019/7/6, 32, , , 4, 
2019/7/7, 22, , , 7, 
2019/7/8, 19, , , 10, 
2019/7/9, 23, , , 11, 
2019/7/10, 36, , , 7, 
2019/7/11, 34, , , 4, 
2019/7/12, 23, , , 3, 
2019/7/14, 19, 14, , 3, 
2019/7/15, 13, 17, , 8, 
2019/7/16, 24, 24, , 11, 
2019/7/17, 42, 22, , 6, 
2019/7/18, 40, 20, , 7, 
2019/7/19, 26, 20, , 7, 
2019/7/20, 21, 15, , 5, 
2019/7/21, 25, 14, , 5, 
2019/7/22, 39, , , 9, 
2019/7/23, 34, , , 13, 
2019/7/24, 56, , , 14, 
2019/7/25, 72, , , 5, 
2019/7/26, 110, , , 3, 
2019/7/27, 86, , , 4, 
2019/7/28, 25, , , 7, 
2019/7/29, 14, , , 3, 
2019/7/30, 21, , , 6, 
2019/7/31, 21, , , 3, 
2019/8/1, 22, 25, , 3, 
2019/8/2, 27, 20, , 7, 
2019/8/3, 26, 21, , 5, 
2019/8/4, 23, 20, , 8, 
2019/8/5, 27, 21, , 7, 
2019/8/6, 21, 18, , 8, 
2019/8/7, 19, , , 10, 
2019/8/8, 21, , , 5, 
2019/8/9, 23, , , 4, 
2019/8/10, 17, , , 5, 
2019/8/11, 17, , , 5, 
2019/8/12, 15, , , 9, 
2019/8/14, 21, , , 5, 
2019/8/15, 17, , , 5, 
2019/8/16, 19, , , 6, 
2019/8/17, 15, , , 4, 
2019/8/19, 16, , , 9, 
2019/8/20, 25, , , 8, 
2019/8/21, 21, , , 9, 
2019/8/22, 29, , , 8, 
2019/8/23, 27, 29, , 11, 
2019/8/24, 36, 36, , 8, 
2019/8/25, 55, 30, , 10, 
2019/8/26, 56, 29, , 15, 
2019/8/27, 58, 26, , 9, 
2019/8/28, 56, 16, , 8, 
2019/8/29, 25, 17, , 7, 
2019/8/30, 19, , , 7, 
2019/8/31, 22, , , 4, 
2019/9/1, 17, , , 10, 
2019/9/2, 15, , , 9, 
2019/9/4, 15, , , 4, 
2019/9/5, 13, , , 7, 
2019/9/6, 17, , , 2, 
2019/9/7, 15, , , 4, 
2019/9/8, 14, , , 10, 
2019/9/9, 24, , , 10, 
2019/9/10, 31, , , 6, 
2019/9/11, 25, , , 7, 
2019/9/12, 19, , , 5, 
2019/9/13, 13, , , 13, 
2019/9/14, 18, , , 5, 
2019/9/15, 27, , , 3, 
2019/9/16, 24, , , 4, 
2019/9/17, 17, , , 10, 
2019/9/19, 25, , , 11, 
2019/9/20, 30, , , 11, 
2019/9/21, 28, , , 7, 
2019/9/22, 36, , , 6, 
2019/9/23, 24, , , 6, 
2019/9/24, 13, , , 6, 
2019/9/25, 13, , , 6, 
2019/9/26, 13, 20, , 6, 
2019/9/27, 9, 13, , 5, 
2019/9/28, 11, 9, , 4, 
2019/9/29, 13, 9, , 8, 
2019/9/30, 12, 13, , 6, 
2019/5/5, 23, , , 7, 
2019/5/6, 30, , , 12, 
2019/5/7, 31, , , 10, 
2019/5/8, 47, , , 3, 
2019/5/9, 33, , , 7, 
2019/5/10, 27, , , 4, 
2019/5/11, 32, , , 6, 
2019/5/12, 25, , , 10, 
2019/5/14, 32, , , 10, 
2019/5/15, 39, , , 8, 
2019/5/16, 44, , , 5, 
2019/5/17, 35, , , 5, 
2019/5/18, 34, , , 2, 
2019/5/19, 43, , , 3, 
2019/5/20, 55, , , 4, 
2019/5/21, 45, , , 9, 
2019/5/22, 25, , , 10, 
2019/5/23, 36, , , 4, 
2019/5/24, 38, , , 4, 
2019/5/25, 32, , , 2, 
2019/5/26, 32, , , 3, 
2019/5/27, 21, , , 4, 
2019/5/29, 25, , , 5, 
2019/5/30, 23, , , 6, 
2019/5/31, 27, , , 6, 
2019/6/1, 23, , , 5, 
2019/6/2, 32, , , 8, 
2019/6/3, 27, , , 8, 
2019/6/4, 24, , , 8, 
2019/6/5, 32, , , 7, 
2019/6/6, 26, , , 7, 
2019/6/7, 32, , , 5, 
2019/6/8, 25, , , 5, 
2019/6/9, 20, , , 2, 
2019/6/10, 23, , , 2, 
2019/6/11, 19, , , 7, 
2019/6/12, 13, , , 6, 
2019/6/13, 27, , , 4, 
2019/6/14, 21, , , 6, 
2019/6/15, 21, , , 4, 
2019/6/17, 31, 18, , 7, 
2019/6/18, 62, 20, , 4, 
2019/6/19, 35, , , 7, 
2019/6/20, 27, 14, , 4, 
2019/6/21, 21, 20, , 5, 
2019/6/22, 29, 20, , 5, 
2019/6/23, 40, 30, , 7, 
2019/6/24, 51, 30, , 1, 
2019/6/25, 51, , , 2, 
2019/6/26, 34, , , 4, 
2019/6/27, 18, , , 4, 
2019/6/28, 25, , , 5, 
2019/6/29, 42, , , 3, 
2019/6/30, 73, , , 3, 
2019/1/1, 27, , , 9, 
2019/1/2, 26, , , 11, 
2019/1/3, 42, , , 23, 
2019/1/4, 69, , , 15, 
2019/1/5, 73, , , 12, 
2019/1/6, 60, , , 12, 
2019/1/7, 51, , , 8, 
2019/1/8, 31, , , 8, 
2019/1/9, 30, , , 20, 
2019/1/10, 49, , , 17, 
2019/1/11, 66, , , 8, 
2019/1/12, 45, , , 5, 
2019/1/13, 21, , , 14, 
2019/1/14, 23, , , 15, 
2019/1/15, 30, , , 14, 
2019/1/16, 21, , , 13, 
2019/1/17, 23, , , 18, 
2019/1/18, 34, , , 15, 
2019/1/19, 42, , , 18, 
2019/1/20, 63, , , 20, 
2019/1/21, 111, , , 18, 
2019/1/22, 70, , , 17, 
2019/1/23, 45, , , 26, 
2019/1/24, 64, , , 17, 
2019/1/25, 70, , , 9, 
2019/1/26, 39, , , 4, 
2019/1/27, 16, 14, , 16, 
2019/1/28, 18, 18, , 22, 
2019/1/29, 33, 13, , 22, 
2019/1/30, 36, 17, , 20, 
2019/1/31, 54, 19, , 10, 
2019/2/1, 63, 15, , 7, 
2019/2/2, 52, 11, , 14, 
2019/2/3, 40, 12, , 18, 
2019/2/4, 32, 12, , 19, 
2019/2/5, 42, 12, , 20, 
2019/2/6, 40, 11, , 10, 
2019/2/7, 27, 10, , 8, 
2019/2/8, 19, 13, , 8, 
2019/2/9, 21, 11, , 8, 
2019/2/10, 22, 10, , 16, 
2019/2/11, 20, 14, , 21, 
2019/2/12, 40, 19, , 19, 
2019/2/13, 44, 25, , 22, 
2019/2/14, 59, , , 26, 
2019/2/15, 77, , , 14, 
2019/2/16, 84, 28, , 9, 
2019/2/17, 76, 24, , 14, 
2019/2/18, 59, 16, , 14, 
2019/2/19, 30, 18, , 13, 
2019/2/20, 32, 20, , 17, 
2019/2/21, 43, 25, , 18, 
2019/2/22, 58, 32, , 15, 
2019/2/23, 78, , , 17, 
2019/2/24, 90, , , 27, 
2019/2/25, 95, , , 29, 
2019/2/26, 96, , , 30, 
2019/2/27, 102, , , 18, 
2019/2/28, 117, , , 15, 
2019/3/1, 100, , , 11, 
2019/3/2, 73, , , 5, 
2019/3/3, 38, , , 9, 
2019/3/4, 19, , , 13, 
2019/3/6, 25, , , 8, 
2019/3/7, 21, , , 14, 
2018/10/1, 26, , , 14, 
2018/10/2, 25, , , 21, 
2018/10/3, 25, , , 17, 
2018/10/4, 36, , , 17, 
2018/10/5, 47, , , 5, 
2018/10/6, 44, , , 17, 
2018/10/7, 16, , , 20, 
2018/10/8, 21, , , 19, 
2018/10/9, 30, , , 21, 
2018/10/10, 51, , , 11, 
2018/10/11, 64, , , 12, 
2018/10/12, 35, , , 9, 
2018/10/13, 26, , , 6, 
2018/10/14, 19, , , 6, 
2018/10/15, 11, , , 12, 
2018/10/16, 23, , , 12, 
2018/10/17, 33, , , 12, 
2018/10/18, 40, , , 34, 
2018/10/19, 40, , , 27, 
2018/10/20, 60, , , 18, 
2018/10/21, 64, , , 19, 
2018/10/22, 34, , , 19, 
2018/10/23, 29, , , 20, 
2018/10/25, 39, , , 19, 
2018/10/26, 29, , , 11, 
2018/10/27, 19, , , 11, 
2018/10/28, 13, , , 17, 
2018/10/29, 17, , , 18, 
2018/10/30, 23, , , 25, 
2018/10/31, 33, , , 22, 
2018/11/1, 47, , , 33, 
2018/11/2, 38, , , 16, 
2018/11/3, 48, , , 15, 
2018/11/4, 51, , , 23, 
2018/11/5, 76, , , 19, 
2018/11/6, 91, , , 17, 
2018/11/7, 34, , , 18, 
2018/11/8, 22, , , 17, 
2018/11/9, 30, , , , 
2018/11/11, 21, , , 19, 
2018/11/12, 23, , , 25, 
2018/11/13, 22, , , 21, 
2018/11/14, 29, , , 22, 
2018/11/15, 49, , , 24, 
2018/11/16, 53, , , 23, 
2018/11/17, 55, , , 15, 
2018/11/18, 59, , , 15, 
2018/11/19, 38, , , 14, 
2018/11/20, 24, , , 28, 
2018/11/21, 53, , , 27, 
2018/11/22, 78, , , 23, 
2018/11/23, 98, , , 13, 
2018/11/24, 86, , , 9, 
2018/11/25, 59, , , 14, 
2018/11/26, 41, , , 18, 
2018/11/27, 47, , , 14, 
2018/11/28, 42, , , 15, 
2018/11/29, 24, , , 22, 
2018/11/30, 19, , , 15, 
2018/12/1, 24, , , 13, 
2018/12/2, 20, , , 18, 
2018/12/3, 21, , , 31, 
2018/12/4, 31, , , 19, 
2018/12/5, 52, , , 21, 
2018/12/6, 32, , , 17, 
2018/12/7, 16, , , 13, 
2018/12/8, 16, , , 12, 
2018/12/9, 22, , , 20, 
2018/12/10, 19, , , 32, 
2018/12/11, 42, , , 24, 
2018/12/12, 54, , , 21, 
2018/12/13, 120, , , 30, 
2018/12/14, 116, , , 16, 
2018/12/15, 67, , , 21, 
2018/12/16, 47, , , 30, 
2018/12/17, 28, , , 9, 
2018/12/18, 32, , , 14, 
2018/12/19, 23, , , 13, 
2018/12/20, 18, , , 11, 
2018/12/21, 21, , , 12, 
2018/12/22, 25, , , 6, 
2018/12/24, 40, , , 10, 
2018/12/25, 61, , , 7, 
2018/12/26, 58, , , 10, 
2018/12/27, 58, , , 9, 
2018/12/28, 64, , , 4, 
2018/12/29, 53, , , 3, 
2018/12/30, 33, , , , 
2018/7/1, 55, , , , 
2018/7/2, 56, , , , 
2018/7/3, 48, , , , 
2018/7/4, 50, , , , 
2018/7/5, 52, , , 10, 
2018/7/6, 61, , , 7, 
2018/7/7, 55, , , 5, 
2018/7/8, 55, , , 6, 
2018/7/9, 46, , , 2, 
2018/7/10, 29, , , 3, 
2018/7/11, 24, , , 3, 
2018/7/12, 33, , , 7, 
2018/7/14, 32, , , 8, 
2018/7/15, 38, , , 11, 
2018/7/16, 44, , , 11, 
2018/7/17, 38, , , 9, 
2018/7/18, 30, , , 9, 
2018/7/19, 29, , , 10, 
2018/7/20, 38, , , 6, 
2018/7/21, 46, , , 6, 
2018/7/22, 42, , , 13, 
2018/7/23, 35, , , 14, 
2018/7/24, 46, , , 8, 
2018/7/25, 42, , , 11, 
2018/7/26, 46, , , 13, 
2018/7/27, 64, , , 7, 
2018/7/28, 52, , , 3, 
2018/7/29, 29, , , 6, 
2018/7/30, 19, , , 10, 
2018/7/31, 27, , , 12, 
2018/8/2, 40, , , 8, 
2018/8/3, 48, 20, , 4, 
2018/8/4, 29, 20, , 7, 
2018/8/5, 30, 17, , 15, 
2018/8/6, 28, 24, , 15, 
2018/8/7, 41, 18, , 11, 
2018/8/8, 36, 17, , 8, 
2018/8/9, 26, 15, , 9, 
2018/8/10, 21, 13, , 8, 
2018/8/11, 24, 15, , 5, 
2018/8/12, 21, 15, , 6, 
2018/8/13, 22, 14, , 10, 
2018/8/14, 35, 17, , 8, 
2018/8/15, 107, 13, , 9, 
