date, pm25, pm10, o3, no2, so2
2019/10/1, 22, 18, , 10, 
2019/10/2, 20, 17, , 5, 
2019/10/3, 19, 23, , 6, 
2019/10/4, 15, 28, , 11, 
2019/10/10, 26, , , 12, 
2019/10/11, 44, , , 12, 
2019/10/12, 62, , , 12, 
2019/10/13, 64, , , 12, 
2019/10/14, 51, , , 9, 
2019/10/15, 44, , , , 
2019/10/16, 41, , , , 
2019/10/17, 14, , , 3, 
2019/10/18, 20, , , 3, 
2019/10/19, 22, , , 9, 
2019/10/20, 48, , , 9, 
2019/10/21, 35, , , 10, 
2019/10/22, 32, , , 9, 
2019/10/23, 32, , , 9, 
2019/10/24, 19, , , 14, 
2019/10/25, 40, , , 13, 
2019/10/26, 41, , , 1, 
2019/10/27, 33, , , 10, 
2019/10/28, 21, , , 6, 
2019/10/29, 23, , , 9, 
2019/10/30, 30, , , 14, 
2019/10/31, 51, , , 17, 
2019/11/1, 50, , , 13, 
2019/11/2, 65, , , 12, 
2019/11/3, 67, , , 15, 
2019/11/4, 59, , , 17, 
2019/11/5, 58, , , 16, 
2019/11/6, 46, , , 17, 
2019/11/7, 51, , , 15, 
2019/11/8, 59, , , 12, 
2019/11/9, 56, , , 9, 
2019/11/10, 51, , , 13, 
2019/11/11, 60, , , 13, 
2019/11/12, 54, , , 15, 
2019/11/13, 58, , , 4, 
2019/11/14, 36, , , 8, 
2019/11/15, 31, , , 8, 
2019/11/16, 57, , , 11, 
2019/11/17, 69, , , 11, 
2019/11/18, 53, , , 6, 
2019/11/19, 49, , , 3, 
2019/11/20, 23, , , 13, 
2019/11/21, 43, , , 12, 
2019/11/22, 56, , , 12, 
2019/11/23, 73, , , 11, 
2019/11/24, 67, , , 6, 
2019/11/25, 52, , , 5, 
2019/11/26, 15, , , 3, 
2019/11/27, 22, , , 4, 
2019/11/28, 22, , , 6, 
2019/11/29, 28, , , 3, 
2019/11/30, 14, , , 1, 
2019/12/1, 11, , , 5, 
2019/12/2, 18, , , 5, 
2019/12/3, 27, , , 5, 
2019/12/4, 42, , , 7, 
2019/12/5, 39, , , 3, 
2019/12/6, 31, , , 1, 
2019/12/7, 21, , , 2, 
2019/12/8, 14, , , 6, 
2019/12/9, 24, , , 7, 
2019/12/10, 41, , , 6, 
2019/12/11, 49, , , 5, 
2019/12/12, 42, , , 6, 
2019/12/13, 33, , , , 
2019/7/1, 32, , , 3, 
