date, pm25, pm10, o3, so2
2017/12/7, 14, 11, 112, 
2017/12/8, 14, 13, 27, 1
2017/12/9, 17, 10, 28, 2
2017/12/10, 24, 15, 29, 2
2017/12/11, 19, 15, 28, 2
2017/12/12, 19, 16, 26, 1
2017/12/13, 21, 20, 22, 
2017/12/14, 28, 14, 19, 
2017/12/15, 19, 18, 22, 
2017/12/16, 34, 7, 16, 
2017/12/17, 15, 12, 8, 
2017/12/18, 23, 12, 2, 
2017/12/19, 25, 4, 24, 
2017/12/20, 11, 10, 27, 
2017/12/21, 33, 7, 12, 
2017/12/22, 16, 5, 11, 1
2017/12/23, 7, 8, 14, 
2017/12/24, 14, 7, 25, 
2017/12/25, 9, 7, 19, 
2017/12/26, 14, 7, 23, 
2017/12/27, 8, 9, 20, 
2017/12/28, 6, 13, 18, 
2017/12/29, 14, 12, 12, 
2017/12/30, 27, 10, 15, 
2017/12/31, 23, 7, 26, 1
2017/7/1, 43, 26, 26, 
2017/7/2, 48, 14, 25, 
2017/7/3, 37, 13, 37, 
2017/7/4, 40, 12, 39, 
2017/7/5, 35, 10, 31, 
2017/7/6, 37, 12, 36, 
2017/7/7, 35, 12, 33, 
2017/7/8, 38, 10, 41, 
2017/7/9, 33, 7, 44, 
2017/7/10, 26, 15, 35, 
2017/7/11, 41, 10, 24, 
2017/7/12, 32, 9, 31, 
2017/7/13, 30, 9, 34, 
2017/7/14, 31, 10, 33, 1
2017/7/15, 35, 8, 29, 
2017/7/16, 33, 7, 33, 
2017/7/17, 31, 10, 51, 
2017/7/18, 41, 13, 47, 
2017/7/19, 53, 14, 47, 
2017/7/20, 49, 15, 43, 
2017/7/21, 52, 12, 36, 
2017/7/22, 38, 8, 29, 1
2017/7/23, 29, 15, 38, 
2017/7/24, 39, 57, 28, 
2017/7/25, 83, 31, 23, 
2017/7/26, 63, 11, 41, 1
2017/7/27, 30, 14, 41, 1
2017/7/28, 31, 9, 33, 
2017/7/29, 39, 11, 36, 
2017/8/2, 212, 22, 60, 1
2017/8/3, 47, 13, 42, 1
2017/8/4, 46, 11, 40, 1
2017/8/5, 45, 14, 26, 
2017/8/6, 35, 10, 22, 
2017/8/7, 52, 5, 19, 
2017/8/9, 15, 12, 26, 
2017/8/10, 31, 15, 35, 
2017/8/11, 40, 11, 37, 
2017/8/12, 30, 7, 25, 
2017/8/13, 19, 16, 20, 
2017/8/14, 33, 7, 22, 
2017/8/15, 23, 10, 20, 
2017/8/16, 29, 15, 32, 
2017/8/17, 28, 15, 27, 1
2017/8/18, 38, 12, 38, 
2017/8/19, 35, 9, 31, 
2017/8/20, 39, 15, 44, 1
2017/8/21, 48, 13, 46, 
2017/8/22, 44, 12, 33, 
2017/8/23, 37, 9, 29, 
2017/8/24, 30, 16, 32, 
2017/8/25, 40, 17, 26, 
2017/8/26, 49, 17, 19, 
2017/8/27, 56, 8, 24, 
2017/8/28, 33, 11, 29, 
2017/8/29, 49, , 25, 
2017/8/30, 42, , 29, 
2017/8/31, 37, , 41, 
2017/9/1, 45, , 47, 
2017/9/2, 51, , 42, 
2017/9/3, 55, , 43, 
2017/9/4, 55, 26, 45, 1
2017/9/5, 60, , , 
2017/9/10, 51, 19, 41, 
2017/9/11, 106, 21, 36, 
2017/9/12, 45, 19, 64, 1
2017/9/13, 42, 22, 60, 1
2017/9/14, 53, 21, 40, 1
2017/9/15, 52, 13, 37, 1
2017/9/16, 41, 10, 38, 1
2017/9/17, 33, 10, 35, 2
2017/9/18, 34, 6, 23, 
2017/9/19, 26, 10, 24, 
2017/9/20, 37, 8, 27, 
2017/9/21, 35, 11, 37, 
2017/9/22, 39, 14, 39, 
2017/9/23, 49, 13, 43, 
2017/9/24, 50, 13, 38, 1
2017/9/25, 51, 17, 39, 
2017/9/26, 75, 12, 32, 
2017/9/27, 250, 57, 38, 1
2017/9/28, 42, 27, 43, 1
2017/9/29, 53, 19, 40, 
2017/9/30, 35, 19, 48, 
2017/4/1, 26, 14, 29, 2
2017/4/2, 42, 8, 39, 2
2017/4/3, 18, 12, 47, 3
2017/4/4, 24, 13, 38, 2
2017/4/5, 21, 12, 41, 2
2017/4/6, 17, 16, 57, 2
2017/4/7, 33, 21, 51, 2
2017/4/8, 46, 14, 47, 2
2017/4/9, 29, 12, 36, 2
2017/4/10, 32, 8, 33, 2
2017/4/11, 23, 13, 33, 5
2017/4/12, 27, 15, 40, 5
2017/4/13, 36, 16, 45, 5
2017/4/14, 40, 14, 33, 5
2017/4/15, 31, 9, 28, 5
2017/4/16, 25, 10, 31, 5
2017/4/17, 27, 10, 27, 5
2017/4/18, 28, 13, 32, 5
2017/4/19, 30, 10, 30, 
2017/4/20, 25, 12, 27, 
2017/4/21, 31, 6, 25, 
2017/4/22, 15, 8, 38, 
2017/4/23, 8, 11, 57, 
2017/4/24, 22, 13, 40, 1
2017/4/25, 27, 11, 30, 1
2017/4/26, 34, 9, 34, 
2017/4/27, 11, , 31, 1
2017/4/28, 58, , 27, 
2017/4/29, 53, , 36, 1
2017/4/30, 19, , 48, 1
2017/5/1, 18, 1, 51, 
2017/5/2, 28, 3, 41, 1
2017/5/3, 25, 8, 40, 
2017/5/4, 9, 44, 43, 
2017/5/5, 30, 15, 47, 
2017/5/6, 34, 15, 54, 
2017/5/7, 43, 20, 56, 
2017/5/8, 50, 18, 41, 
2017/5/9, 38, 18, 38, 
2017/5/10, 37, 22, 32, 
2017/5/11, 48, 7, 42, 
2017/5/12, 20, 7, 40, 
2017/5/13, 20, 13, 60, 
2017/5/14, 43, 15, 47, 
2017/5/15, 41, 14, 46, 
2017/5/16, 33, 16, 34, 
2017/5/17, 32, 15, 26, 3
2017/5/18, 40, 15, 23, 3
2017/5/19, 30, 9, 37, 2
2017/5/20, 24, 6, 27, 1
2017/5/21, 15, 9, 24, 1
2017/5/22, 10, 8, 36, 2
2017/5/23, 19, 10, 32, 1
2017/5/24, 11, 12, 49, 
2017/5/25, 23, 19, 36, 
2017/5/26, 35, 23, 25, 
2017/5/27, 59, 11, 40, 
2017/5/28, 33, 12, 29, 
2017/5/29, 45, 13, 33, 
2017/5/30, 42, 20, 30, 
2017/5/31, 42, 12, 39, 
2017/6/1, 30, 10, 21, 
2017/6/2, 28, 9, 27, 
2017/6/3, 21, 6, 25, 
2017/6/4, 11, 10, 43, 
2017/6/5, 20, 10, 34, 
2017/6/6, 28, 17, 47, 
2017/6/7, 39, 16, 47, 
2017/6/8, 27, 18, 54, 
2017/6/9, 38, 22, 51, 1
2017/6/10, 42, 13, 36, 
2017/6/11, 28, 10, 24, 1
2017/6/12, 24, 20, 19, 1
2017/6/13, 39, 17, 21, 
2017/6/14, 36, 13, 25, 
2017/6/15, 28, 20, 25, 
2017/6/16, 38, 16, 22, 
2017/6/17, 30, 11, 20, 
2017/6/18, 24, 21, 28, 
2017/6/19, 49, 17, 26, 
2017/6/20, 28, 9, 20, 
2017/6/21, 16, 3, 15, 
2017/6/22, 15, 16, 25, 
2017/6/23, 45, 11, 23, 
2017/6/24, 26, 12, 31, 
2017/6/25, 19, 14, 39, 
2017/6/26, 25, 16, 39, 
2017/6/27, 33, 18, 41, 
2017/6/28, 45, 7, 26, 
2017/6/29, 17, 15, 21, 
2017/6/30, 40, 21, 26, 
2017/1/2, 10, 12, 25, 6
2017/1/3, 13, 15, 14, 5
2017/1/4, 20, 15, 15, 5
2017/1/5, 21, 14, 26, 5
2017/1/6, 16, 14, 29, 4
2017/1/7, 22, 18, 29, 5
2017/1/8, 25, 13, 23, 6
2017/1/9, 9, 14, 29, 5
2017/1/10, 13, 16, 30, 5
2017/1/11, 11, 16, 28, 3
2017/1/12, 22, 14, 23, 
2017/1/13, 19, 16, 22, 2
2017/1/14, 32, 16, 23, 
2017/1/15, 31, 170, 22, 
2017/1/16, 13, , 19, 
2017/1/17, 9, , 8, 
2017/1/18, 7, , 12, 
2017/1/19, 7, 15, 28, 1
2017/1/20, 23, 13, 24, 1
2017/1/21, 30, 12, 31, 1
2017/1/22, 10, 8, 29, 1
2017/1/23, 12, 13, 39, 1
2017/1/24, 19, 9, 30, 1
2017/1/25, 12, 12, 28, 
2017/1/26, 13, 14, 30, 
2017/1/27, 23, 16, 35, 1
2017/1/28, 25, 12, 36, 
2017/1/29, 24, 16, 32, 1
2017/1/30, 17, 15, 41, 1
2017/1/31, 22, 14, 33, 
2017/2/1, 24, 14, 22, 
2017/2/2, 23, 14, 29, 1
2017/2/3, 17, 13, 26, 2
2017/2/4, 16, 13, 11, 
2017/2/5, 29, 12, 23, 
2017/2/6, 23, 15, 31, 1
2017/2/7, 22, 21, 35, 1
2017/2/8, 37, 14, 30, 
2017/2/9, 21, 21, 33, 1
2017/2/10, 23, 16, 26, 
2017/2/11, 35, 15, 26, 
2017/2/12, 36, 11, 32, 1
2017/2/13, 8, 11, 24, 1
2017/2/14, 23, 9, 33, 1
2017/2/15, 12, 13, 34, 1
2017/2/16, 17, 14, 41, 1
2017/2/17, 29, 10, 30, 1
2017/2/18, 26, 17, 29, 1
2017/2/19, 41, 10, 28, 1
2017/2/20, 24, 9, 27, 1
2017/2/21, 10, 10, 32, 1
2017/2/22, 19, 13, 46, 2
2017/2/23, 26, 13, 33, 1
2017/2/24, 20, 9, 33, 1
2017/2/25, 14, 14, 37, 1
2017/2/26, 26, 13, 26, 1
2017/2/27, 29, 17, 26, 1
2017/2/28, 41, 16, 37, 1
2017/3/1, 28, 10, 35, 
2017/3/2, 10, 16, 41, 
2017/3/3, 18, 18, 35, 2
2017/3/4, 31, 19, 32, 1
2017/3/5, 36, 13, 24, 1
2017/3/6, 21, 20, 34, 1
2017/3/7, 19, 20, 34, 1
2017/3/8, 24, 16, 24, 1
2017/3/9, 33, 18, 31, 1
2017/3/10, 24, 9, 29, 1
2017/3/11, 12, 10, 30, 
2017/3/12, 13, 11, 25, 1
2017/3/13, 26, 10, 29, 
2017/3/14, 15, 14, 30, 
2017/3/15, 28, 19, 32, 1
2017/3/16, 36, 20, 35, 1
2017/3/17, 31, 19, 35, 1
2017/3/18, 37, 22, 35, 1
2017/3/19, 42, 19, 35, 1
2017/3/20, 36, 22, 44, 1
2017/3/21, 52, 29, 35, 1
2017/3/22, 70, 22, 40, 1
2017/3/23, 39, 22, 38, 1
2017/3/24, 42, 19, 40, 1
2017/3/25, 29, 21, 41, 2
2017/3/26, 48, 20, 31, 1
2017/3/27, 52, 22, 35, 1
2017/3/28, 57, 13, 33, 1
2017/3/29, 32, 7, 41, 1
2017/3/30, 12, 14, 49, 2
2017/3/31, 32, 12, 47, 2
2020/1/1, , 11, 6, 
2019/10/28, , 14, 10, 
2019/9/2, , 17, 27, 
2018/12/31, , 11, 21, 
2018/9/23, , 12, 21, 1
2018/5/12, , 16, 32, 1
2018/5/17, , 15, 47, 2
2018/5/30, , 12, 30, 1
2017/11/2, , 15, 26, 
2017/7/30, , 9, 24, 
2017/8/1, , 8, 37, 1
2017/8/8, , 7, 23, 
2017/9/9, , 16, 33, 
2017/1/1, , 9, 26, 6
2019/10/6, , , 17, 
2019/10/7, , , 22, 
2019/12/7, , , 16, 
2019/7/2, , , 16, 
2019/8/19, , , 22, 
