date, pm25, pm10
2020/1/2, 13, 19
2020/1/3, 22, 11
2020/1/4, 16, 8
2020/1/5, 9, 5
2020/1/6, 8, 12
2020/1/7, 10, 13
2020/1/8, 10, 13
2020/1/9, 14, 9
2020/1/10, 15, 19
2020/1/11, 39, 9
2020/1/12, 17, 14
2020/1/13, 19, 21
2020/1/14, 18, 13
2020/1/15, 14, 
2019/10/1, 25, 9
2019/10/2, 15, 12
2019/10/3, 25, 18
2019/10/4, 23, 21
2019/10/5, 18, 11
2019/10/6, 13, 26
2019/10/7, 26, 28
2019/10/8, 24, 39
2019/10/9, 31, 18
2019/10/10, 23, 12
2019/10/11, 34, 12
2019/10/12, 18, 12
2019/10/13, 18, 13
2019/10/14, 15, 16
2019/10/15, 23, 27
2019/10/16, 25, 32
2019/10/17, 31, 21
2019/10/18, 24, 11
2019/10/19, 17, 9
2019/10/20, 11, 6
2019/10/21, 6, 20
2019/10/22, 12, 7
2019/10/23, 10, 4
2019/10/24, 13, 7
2019/10/25, 18, 8
2019/10/26, 13, 3
2019/10/27, 11, 6
2019/10/28, 21, 16
2019/10/29, 28, 6
2019/10/30, 22, 10
2019/10/31, 23, 7
2019/11/1, 19, 20
2019/11/2, 54, 11
2019/11/3, 26, 16
2019/11/4, 31, 17
2019/11/5, 30, 10
2019/11/6, 21, 11
2019/11/7, 30, 20
2019/11/8, 29, 13
2019/11/9, 15, 12
2019/11/10, 16, 8
2019/11/11, 22, 29
2019/11/12, 40, 13
2019/11/13, 17, 16
2019/11/14, 25, 35
2019/11/15, 29, 17
2019/11/16, 19, 12
2019/11/17, 19, 17
2019/11/18, 14, 26
2019/11/19, 22, 19
2019/11/20, 20, 4
2019/11/21, 13, 7
2019/11/22, 24, 9
2019/11/23, 21, 7
2019/11/24, 12, 12
2019/11/25, 17, 
2019/12/3, 30, 22
2019/12/4, 25, 6
2019/12/5, 14, 24
2019/12/6, 56, 16
2019/12/7, 26, 5
2019/12/8, 10, 7
2019/12/9, 19, 15
2019/12/10, 30, 25
2019/12/11, 24, 19
2019/12/12, 20, 9
2019/12/13, 10, 7
2019/12/14, 13, 3
2019/12/15, 14, 7
2019/12/16, 27, 7
2019/12/17, 18, 6
2019/12/18, 17, 20
2019/12/19, 23, 15
2019/12/20, 19, 11
2019/12/21, 16, 17
2019/12/22, 25, 34
2019/12/23, 37, 17
2019/12/24, 24, 6
2019/12/25, 16, 11
2019/12/26, 23, 19
2019/12/27, 52, 13
2019/12/28, 38, 
2019/7/1, 18, 11
2019/7/2, 19, 12
2019/7/3, 18, 
2019/7/7, 16, 9
2019/7/8, 18, 10
2019/7/9, 14, 15
2019/7/10, 21, 22
2019/7/11, 29, 18
2019/7/12, 16, 13
2019/7/13, 17, 11
2019/7/14, 18, 10
2019/7/15, 15, 10
2019/7/16, 15, 11
2019/7/17, 18, 18
2019/7/18, 24, 22
2019/7/19, 24, 18
2019/7/20, 23, 10
2019/7/21, 22, 6
2019/7/22, 17, 13
2019/7/23, 27, 15
2019/7/24, 23, 7
2019/7/25, 14, 11
2019/7/26, 16, 10
2019/7/27, 15, 8
2019/7/28, 15, 13
2019/7/29, 23, 12
2019/7/30, 22, 
2019/8/5, 15, 13
2019/8/6, 15, 15
2019/8/7, 22, 14
2019/8/8, 27, 8
