date, pm25, pm10, o3, no2, so2
2020/1/2, 28, , , 1, 
2020/1/3, 32, , , 11, 
2020/1/4, 24, , , , 
2020/1/5, 19, , , 1, 
2020/1/6, 28, , , 4, 
2020/1/7, 37, , , 8, 
2020/1/8, 36, , , 5, 
2020/1/9, 28, , , 12, 
2020/1/10, 28, , , 1, 
2020/1/11, 38, , , 1, 
2020/1/12, 30, , , 11, 
2020/1/13, 31, , , , 
2020/1/14, 26, , , , 
2019/10/1, 25, , , 8, 
2019/10/2, 15, , , 11, 
2019/10/3, 23, , , 8, 
2019/10/4, 37, , , 5, 
2019/10/5, 48, , , 1, 
2019/10/6, 15, , , , 
2019/10/7, 15, , , 2, 
2019/10/8, 34, , , 11, 
2019/10/9, 16, , , 3, 
2019/10/10, 29, , , 3, 
2019/10/11, 23, , , , 
2019/10/12, 11, , , , 
2019/10/13, 23, , , , 
2019/10/16, 28, , , , 
2019/10/17, 20, , , , 
2019/10/18, 32, , , , 
2019/10/19, 18, , , , 
2019/10/20, 25, , , , 
2019/10/21, 20, , , , 
2019/10/22, 39, , , 15, 
2019/10/23, 52, , , , 
2019/10/26, 38, , , 6, 
2019/10/28, 25, , , 15, 
2019/10/29, 15, , , 8, 
2019/10/30, 55, , , , 
2019/11/4, 36, , , , 
2019/11/6, 44, , , 10, 
2019/11/7, 15, , , , 
2019/11/11, 29, , , 10, 
2019/11/12, 19, , , 19, 
2019/11/13, 20, , , 23, 
2019/11/14, 24, , , 7, 
2019/11/15, 31, , , , 
2019/11/16, 32, , , , 
2019/11/17, 55, , , 18, 
2019/11/18, 36, , , , 
2019/11/19, 34, , , 17, 
2019/11/20, 28, , , 16, 
2019/11/21, 51, , , 10, 
2019/11/22, 26, , , 3, 
2019/11/23, 29, , , 16, 
2019/11/24, 44, , , 7, 
2019/11/25, 24, , , 7, 
2019/11/26, 28, , , 11, 
2019/11/27, 17, , , 19, 
2019/11/28, 29, , , , 
2019/11/29, 32, , , 10, 
2019/11/30, 28, , , , 
2019/12/1, 24, , , 13, 
2019/12/2, 54, , , , 
2019/12/3, 57, , , 15, 
2019/12/4, 57, , , , 
2019/12/5, 59, , , 3, 
2019/12/6, 19, , , 5, 
2019/12/7, 22, , , , 
2019/12/8, 37, , , 14, 
2019/12/9, 28, , , 6, 
2019/12/10, 41, , , 10, 
2019/12/11, 24, , , 6, 
2019/12/12, 24, , , , 
2019/12/13, 35, , , , 
2019/12/14, 25, , , , 
2019/12/15, 31, , , , 
2019/12/16, 20, , , 16, 
2019/12/17, 34, , , 2, 
2019/12/18, 29, , , 2, 
2019/12/19, 50, , , 7, 
2019/12/20, 18, , , 1, 
2019/12/21, 36, , , , 
2019/12/22, 24, , , , 
2019/12/23, 35, , , , 
2019/12/24, 47, , , 3, 
2019/12/25, 31, , , , 
2019/12/26, 40, , , , 
2019/12/27, 36, , , 12, 
2019/12/28, 43, , , , 
2019/7/1, 15, , , 4, 
2019/7/2, 19, , , 6, 
2019/7/3, 20, , , 5, 
2019/7/4, 21, , , , 
2019/7/5, 33, , , 7, 
2019/7/6, 25, , , 7, 
2019/7/7, 23, , , 11, 
2019/7/8, 16, , , 9, 
2019/7/9, 24, , , , 
2019/7/10, 28, , , 13, 
2019/7/11, 23, , , 15, 
2019/7/12, 14, , , , 
2019/7/13, 16, , , 5, 
2019/7/14, 25, , , 4, 
2019/7/15, 15, , , 11, 
2019/7/16, 24, , , 10, 
2019/7/17, 29, , , 2, 
2019/7/18, 22, , , 7, 
2019/7/19, 25, , , , 
2019/7/20, 19, , , , 
2019/7/21, 15, , , , 
2019/7/22, 23, , , 10, 
2019/7/23, 31, , , 8, 
2019/7/24, 35, , , , 
2019/7/25, 47, , , 9, 
2019/7/26, 30, , , , 
2019/7/27, 20, , , 7, 
2019/7/28, 18, , , 6, 
2019/7/29, 20, , , 5, 
2019/7/30, 33, , , 5, 
2019/7/31, 19, , , 9, 
2019/8/1, 24, , , 16, 
2019/8/2, 38, , , , 
2019/8/3, 25, , , 6, 
2019/8/4, 32, , , 4, 
2019/8/5, 27, , , 3, 
2019/8/6, 23, , , 4, 
2019/8/7, 22, , , 5, 
2019/8/8, 18, , , , 
2019/8/9, 29, , , 1, 
2019/8/10, 50, , , , 
2019/8/11, 30, , , , 
2019/8/12, 16, , , , 
2019/8/13, 12, , , 5, 
2019/8/14, 14, , , , 
2019/8/15, 18, , , 8, 
2019/8/16, 22, , , , 
2019/8/17, 27, , , 1, 
2019/8/18, 22, , , 1, 
2019/8/19, 29, , , 6, 
2019/8/20, 28, , , , 
2019/8/21, 42, , , 9, 
2019/8/22, 27, , , 9, 
2019/8/23, 25, , , , 
2019/8/24, 54, , , 6, 
2019/8/25, 54, , , 9, 
2019/8/26, 50, , , , 
2019/8/27, 56, , , 4, 
2019/8/28, 21, , , 5, 
2019/8/29, 17, , , 3, 
2019/8/30, 22, , , , 
2019/9/1, 13, , , 7, 
2019/9/2, 19, , , 5, 
2019/9/3, 15, , , 7, 
2019/9/4, 14, , , 12, 
2019/9/5, 15, , , 7, 
2019/9/6, 23, , , 6, 
2019/9/7, 19, , , , 
2019/9/8, 14, , , , 
2019/9/9, 19, , , 20, 
2019/9/10, 21, , , 5, 
2019/9/11, 23, , , 4, 
2019/9/12, 18, , , 2, 
2019/9/13, 22, , , , 
2019/9/14, 26, , , , 
2019/9/15, 31, , , , 
2019/9/16, 18, , , 15, 
2019/9/17, 22, , , 15, 
2019/9/18, 28, , , , 
2019/9/19, 25, , , 6, 
2019/9/20, 26, , , 8, 
2019/9/21, 33, , , 7, 
2019/9/22, 23, , , 1, 
2019/9/23, 18, , , 3, 
2019/9/24, 29, , , 6, 
2019/9/25, 22, , , 2, 
2019/9/26, 28, , , 5, 
2019/9/27, 30, , , , 
2019/9/28, 24, , , , 
2019/9/29, 22, , , , 
2019/9/30, 19, , , 5, 
2019/4/1, 68, , , 11, 
2019/4/2, 62, , , 5, 
2019/4/3, 51, , , 10, 
2019/4/4, 44, , , 3, 
2019/4/5, 51, , , , 
2019/4/6, 87, , , 15, 
2019/4/7, 135, , , 9, 
2019/4/8, 117, , , 22, 
2019/4/9, 91, , , 3, 
2019/4/10, 74, , , 11, 
2019/4/11, 66, , , 10, 
2019/4/12, 72, , , 5, 
2019/4/13, 69, , , 10, 
2019/4/14, 70, , , 19, 
2019/4/15, 100, , , 21, 
2019/4/16, 123, , , 21, 
2019/4/17, 129, , , 18, 
2019/4/18, 108, , , 14, 
2019/4/19, 82, , , 9, 
2019/4/20, 82, , , 10, 
2019/4/21, 87, , , 18, 
2019/4/22, 127, , , 23, 
2019/4/23, 90, , , 8, 
2019/4/24, 69, , , 7, 
2019/4/25, 46, , , 5, 
2019/4/26, 45, , , 4, 
2019/4/27, 50, , , , 
2019/4/28, 54, , , 7, 
2019/4/29, 57, , , 21, 
2019/4/30, 69, , , 5, 
2019/5/1, 69, , , 23, 
2019/5/2, 49, , , 18, 
2019/5/3, 57, , , 5, 
2019/5/4, 46, , , 6, 
2019/5/5, 55, , , 6, 
2019/5/6, 48, , , 17, 
2019/5/7, 60, , , 3, 
2019/5/8, 52, , , 9, 
2019/5/9, 49, , , 10, 
2019/5/10, 51, , , 12, 
2019/5/11, 65, , , , 
2019/5/12, 58, , , 8, 
2019/5/13, 53, , , 4, 
2019/5/14, 46, , , 17, 
2019/5/15, 62, , , 15, 
2019/5/16, 60, , , 20, 
2019/5/17, 67, , , 7, 
2019/5/18, 83, , , 13, 
2019/5/19, 78, , , 13, 
2019/5/20, 72, , , 17, 
2019/5/21, 45, , , 20, 
2019/5/22, 53, , , 16, 
2019/5/23, 60, , , 21, 
2019/5/24, 56, , , 8, 
2019/5/25, 62, , , , 
2019/5/26, 57, , , , 
2019/5/27, 47, , , 7, 
2019/5/28, 43, , , 17, 
2019/5/29, 53, , , 1, 
2019/5/30, 60, , , 5, 
2019/5/31, 47, , , , 
2019/6/1, 57, , , 7, 
2019/6/2, 67, , , 4, 
2019/6/3, 55, , , 8, 
2019/6/4, 60, , , 4, 
2019/6/5, 41, , , 8, 
2019/6/6, 32, , , 10, 
2019/6/7, 28, , , 3, 
2019/6/12, 48, , , 4, 
2019/6/13, 39, , , 1, 
2019/6/14, 35, , , 6, 
2019/6/17, 21, , , 15, 
2019/6/18, 42, , , 9, 
2019/6/19, 54, , , 13, 
2019/6/20, 18, , , 7, 
2019/6/21, 16, , , , 
2019/6/22, 24, , , 7, 
2019/6/23, 56, , , 11, 
2019/6/24, 63, , , , 
2019/6/26, 35, , , 1, 
2019/6/27, 27, , , 10, 
2019/6/28, 34, , , 5, 
2019/6/29, 44, , , 4, 
2019/6/30, 25, , , 3, 
2019/1/1, 52, , , , 
2019/1/2, 52, , , 17, 
2019/1/3, 56, , , , 
2019/1/4, 86, , , 11, 
2019/1/5, 77, , , 13, 
2019/1/6, 74, , , 14, 
2019/1/7, 53, , , 30, 
2019/1/8, 50, , , 22, 
2019/1/9, 50, , , 17, 
2019/1/10, 82, , , 24, 
2019/1/11, 67, , , 7, 
2019/1/12, 42, , , 5, 
2019/1/13, 42, , , 9, 
2019/1/14, 45, , , 13, 
2019/1/15, 38, , , 4, 
2019/1/16, 46, , , 7, 
2019/1/17, 42, , , 11, 
2019/1/18, 47, , , 4, 
2019/1/19, 56, , , , 
2019/1/20, 75, , , , 
2019/1/21, 105, , , , 
2019/1/22, 45, , , 25, 
2019/1/23, 54, , , 43, 
2019/1/24, 94, , , , 
2019/1/25, 79, , , 3, 
2019/1/26, 38, , , 6, 
2019/1/27, 38, , , 27, 
2019/1/28, 46, , , 23, 
2019/1/29, 60, , , 19, 
2019/1/30, 52, , , 20, 
2019/1/31, 56, , , 19, 
2019/2/1, 55, , , , 
2019/2/2, 59, , , 7, 
2019/2/3, 49, , , 2, 
2019/2/4, 46, , , 10, 
2019/2/5, 52, , , 14, 
2019/2/6, 48, , , 3, 
2019/2/7, 43, , , 2, 
2019/2/8, 50, , , , 
2019/2/9, 50, , , 3, 
2019/2/10, 35, , , 15, 
2019/2/11, 40, , , 4, 
2019/2/18, 47, , , 8, 
2019/2/20, 57, , , 4, 
2019/2/21, 64, , , 13, 
2019/2/22, 71, , , 9, 
2019/2/23, 112, , , 6, 
2019/2/24, 86, , , 13, 
2019/2/25, 77, , , , 
2019/2/26, 84, , , 24, 
2019/2/27, 115, , , 8, 
2019/2/28, 66, , , , 
2019/3/1, 63, , , , 
2019/3/2, 50, , , 2, 
2019/3/3, 50, , , 7, 
2019/3/4, 36, , , 4, 
2019/3/5, 39, , , 11, 
2019/3/6, 49, , , 9, 
2019/3/7, 40, , , 20, 
2019/3/8, 44, , , , 
2019/3/9, 55, , , 2, 
2019/3/10, 42, , , 3, 
2019/3/11, 39, , , 2, 
2019/3/12, 37, , , 6, 
2019/3/13, 55, , , 3, 
2019/3/14, 41, , , 4, 
2019/3/15, 56, , , 1, 
2019/3/16, 56, , , 1, 
2019/3/17, 41, , , 14, 
2019/3/18, 55, , , 12, 
2019/3/19, 57, , , 8, 
2019/3/20, 52, , , 10, 
2019/3/21, 62, , , 6, 
2019/3/22, 61, , , , 
2019/3/23, 72, , , 7, 
2019/3/24, 58, , , 13, 
2019/3/25, 58, , , 16, 
2019/3/26, 64, , , 15, 
2019/3/27, 63, , , 6, 
2019/3/28, 85, , , 18, 
2019/3/29, 109, , , 14, 
2019/3/30, 138, , , 19, 
2019/3/31, 93, , , 17, 
2018/10/1, 27, , , 18, 
2018/10/2, 21, , , 10, 
2018/10/3, 27, , , , 
2018/10/4, 31, , , 17, 
2018/10/5, 53, , , 17, 
2018/10/6, 33, , , 9, 
2018/10/7, 24, , , 26, 
2018/10/8, 28, , , 5, 
2018/10/9, 46, , , , 
2018/10/10, 85, , , 11, 
2018/10/11, 61, , , , 
2018/10/12, 48, , , 7, 
2018/10/13, 44, , , 9, 
2018/10/14, 25, , , 20, 
2018/10/15, 42, , , 14, 
2018/10/16, 52, , , 19, 
2018/10/17, 49, , , 14, 
2018/10/18, 45, , , 20, 
2018/10/19, 49, , , 7, 
2018/10/20, 69, , , , 
2018/10/21, 64, , , , 
2018/10/22, 41, , , 15, 
2018/10/23, 52, , , 14, 
2018/10/24, 55, , , , 
2018/10/25, 52, , , 16, 
2018/10/26, 32, , , , 
2018/10/27, 30, , , 6, 
2018/10/28, 31, , , 19, 
2018/10/29, 33, , , 4, 
2018/10/30, 39, , , 12, 
2018/10/31, 46, , , 14, 
