date, pm25, o3, so2, co
2019/2/16, 78, 53, 5, 9
2019/2/17, 71, 29, 4, 9
2019/2/18, 62, 26, 4, 7
2019/2/19, 55, 30, 10, 9
2019/2/20, 68, 30, 8, 10
2019/2/21, 70, 38, 7, 10
2019/2/22, 67, 35, 5, 11
2019/2/23, 76, 19, 3, 8
2019/2/24, 44, 30, 5, 10
2019/2/25, 65, 23, 6, 11
2019/2/26, 82, 42, 6, 12
2019/2/27, 70, 48, 4, 10
2019/2/28, 64, 39, 6, 10
2019/3/1, 63, , , 
2019/3/3, 69, 32, 6, 6
2019/3/4, 48, , , 
2019/3/6, 78, 49, 12, 15
2019/3/7, 92, 66, 10, 13
2019/3/8, 78, 47, 6, 9
2019/3/9, 56, 37, 6, 8
2019/3/10, 47, 33, 8, 10
2019/3/11, 53, 39, 9, 11
2019/3/12, 68, 33, 11, 11
2019/3/13, 87, 38, 5, 7
2019/3/14, 77, 38, 6, 8
2019/3/15, 64, 44, 10, 9
2019/3/16, 63, 45, 7, 6
2019/3/17, 65, 42, 6, 9
2019/3/18, 74, 31, 5, 8
2019/3/19, 61, 30, 10, 12
2019/3/20, 84, 37, 6, 9
2019/3/21, 70, 36, 18, 15
2019/3/22, 81, 42, 20, 22
2019/3/23, 108, 50, 11, 17
2019/3/24, 86, 56, 10, 11
2019/3/25, 84, 37, 4, 8
2019/3/26, 68, 55, 7, 12
2019/3/27, 82, 48, 6, 10
2019/3/28, 69, 26, 7, 12
2019/3/29, 89, 29, 19, 19
2019/3/30, 89, 47, 5, 11
2019/3/31, 62, 9, 5, 10
2018/10/1, 109, 43, 19, 10
2018/10/2, 120, 47, 15, 9
2018/10/3, 102, 37, 18, 10
2018/10/4, 106, 37, 22, 11
2018/10/5, 105, 36, 16, 15
2018/10/6, 98, 40, 11, 11
2018/10/7, 87, , , 
2018/10/9, 44, 22, 16, 8
2018/10/10, 70, 25, 15, 8
2018/10/11, 79, 30, 15, 10
2018/10/12, 73, 35, 19, 10
2018/10/13, 78, 39, 10, 7
2018/10/14, 66, 45, 10, 9
2018/10/15, 83, 34, 15, 8
2018/10/16, 88, 45, 14, 10
2018/10/17, 101, 35, 11, 9
2018/10/18, 96, 54, 16, 12
2018/10/19, 110, 37, 11, 10
2018/10/20, 81, 54, 13, 8
2018/10/21, 77, 37, 20, 11
2018/10/22, 85, 37, 20, 12
2018/10/23, 83, 34, 19, 10
2018/10/24, 79, 26, 28, 9
2018/10/25, 97, 30, 18, 8
2018/10/26, 94, , , 
2018/10/28, 68, 34, 9, 9
2018/10/29, 78, 39, 11, 9
2018/10/30, 78, 30, 16, 12
2018/10/31, 96, 34, 10, 11
2018/11/1, 76, 42, 14, 10
2018/11/2, 67, 35, 7, 9
2018/11/3, 63, 39, 5, 7
2018/11/4, 53, 22, 13, 10
2018/11/5, 64, 32, 18, 10
2018/11/6, 89, 24, 18, 11
2018/11/7, 88, 29, 9, 7
2018/11/8, 55, 27, 7, 9
2018/11/9, 67, 25, 6, 10
2018/11/10, 68, 29, 15, 8
2018/11/11, 76, 24, 10, 10
2018/11/12, 73, 33, 8, 8
2018/11/13, 62, 32, 4, 7
2018/11/14, 73, 27, 9, 7
2018/11/15, 64, 28, 13, 11
2018/11/16, 76, 32, 13, 16
2018/11/17, 93, 34, 12, 15
2018/11/18, 72, 25, 13, 13
2018/11/19, 85, 27, 10, 11
2018/11/20, 79, 34, 9, 12
2018/11/21, 84, 34, 7, 13
2018/11/22, 85, 36, 6, 10
2018/11/23, 67, 34, 7, 11
2018/11/24, 79, 31, 4, 8
2018/11/25, 67, 23, 4, 7
2018/11/26, 58, 16, 7, 12
2018/11/27, 77, 34, 12, 12
2018/11/28, 76, 14, 12, 13
2018/11/29, 81, 20, 8, 12
2018/11/30, 59, 24, 10, 14
2018/12/1, 78, 33, 6, 11
2018/12/2, 58, 23, 6, 10
2018/12/3, 81, 26, 8, 12
2018/12/4, 89, 26, 11, 8
2018/12/5, 85, 37, 7, 11
2018/12/6, 79, 34, 6, 9
2018/12/7, 70, 31, 5, 8
2018/12/8, 67, 30, 5, 7
2018/12/9, 57, 25, 6, 9
2018/12/10, 59, 20, 7, 10
2018/12/11, 77, 9, 8, 10
2018/12/12, 81, 19, 6, 8
2018/12/13, 64, , 9, 12
2018/12/14, 83, 23, 12, 10
2018/12/15, 74, 35, 9, 7
2018/12/16, 60, 18, 8, 8
2018/12/17, 68, 24, 11, 8
2018/12/18, 66, 19, 10, 9
2018/12/19, 75, 18, 7, 10
2018/12/20, 68, 22, 6, 11
2018/12/21, 85, , , 
2018/12/23, 41, 21, 3, 8
2018/12/24, 55, 26, 2, 5
2018/12/25, 48, 21, 2, 5
2018/12/26, 55, 26, 3, 5
2018/12/27, 55, 26, 4, 6
2018/12/28, 55, 27, 4, 8
2018/12/29, 61, 28, 3, 6
2018/12/30, 52, , , 
2018/8/25, 43, 52, 4, 5
2018/8/26, 33, 45, 5, 6
2018/8/27, 43, 48, 4, 4
2018/8/28, 32, 48, 4, 5
2018/8/29, 33, 51, 6, 8
2018/8/30, 57, 58, 9, 10
2018/8/31, 67, 45, 9, 11
2018/9/1, 67, 49, 6, 9
2018/9/2, 52, 46, 6, 7
2018/9/3, 45, 49, 6, 5
2018/9/4, 33, 77, 4, 5
2018/9/5, 48, 61, 5, 6
2018/9/6, 63, 41, 4, 8
2018/9/7, 91, , , 
2018/9/10, 86, 58, 5, 7
2018/9/11, 68, 55, 5, 10
2018/9/12, 80, 45, 11, 12
2018/9/13, 104, 25, 5, 14
2018/9/14, 80, 38, 4, 10
2018/9/15, 63, 41, 7, 12
2018/9/16, 53, 35, 13, 12
2018/9/17, 78, 47, 8, 8
2018/9/18, 69, 46, 10, 6
2018/9/19, 54, 50, 4, 5
2018/9/20, 44, 40, 7, 6
2018/9/21, 48, 51, 4, 7
2018/9/22, 49, 7, 11, 8
2018/9/23, 41, , , 
2018/9/25, 48, 49, 6, 8
2018/9/26, 62, 46, 8, 8
2018/9/27, 69, 49, 7, 8
2018/9/28, 62, 52, 6, 7
2018/9/29, 62, 46, 6, 7
2018/9/30, 103, 45, 14, 10
2020/1/1, , 17, 5, 7
2020/1/12, , 33, 6, 6
2019/10/21, , 28, 5, 8
2019/4/7, , 54, 5, 13
2019/6/20, , 29, 3, 5
2019/6/21, , 31, 3, 6
2018/12/31, , 32, 3, 3
2019/3/2, , 47, 6, 9
2019/3/5, , 50, 10, 11
2018/10/8, , 3, 15, 9
2018/10/27, , 39, 6, 7
2018/12/22, , 2, 3, 8
2018/8/24, , 33, 5, 6
2018/9/9, , 51, 4, 8
2018/9/24, , 58, 3, 5
