date, pm25, pm10, so2, co
2017/5/30, 17, 15, , 
2017/5/31, 21, 14, , 2
2017/6/1, 21, 12, , 2
2017/6/2, 21, 7, , 2
2017/6/3, 13, 8, , 2
2017/6/4, 15, 6, , 2
2017/6/5, 11, 8, , 2
2017/6/6, 15, 8, , 2
2017/6/7, 13, 4, , 2
2017/6/8, 9, 2, , 3
2017/6/9, 11, 3, , 3
2017/6/10, 8, 5, , 3
2017/6/11, 8, 5, , 3
2017/6/12, 10, 5, , 3
2017/6/13, 9, 6, , 13
2017/6/14, 7, 11, , 3
2017/6/15, 12, 9, , 3
2017/6/16, 17, 7, , 3
2017/6/17, 13, 4, , 3
2017/6/18, 11, 7, , 3
2017/6/19, 11, 11, , 3
2017/6/20, 15, 9, , 3
2017/6/21, 15, 11, , 3
2017/6/22, 15, 8, , 3
2017/6/23, 15, 6, , 3
2017/6/24, 8, 10, , 3
2017/6/25, 14, 12, , 3
2017/6/26, 15, 15, , 3
2017/6/27, 16, 17, , 3
2017/6/28, 23, 12, , 3
2017/6/29, 12, 13, , 3
2017/6/30, 11, 9, , 3
2017/1/2, 12, 6, , 6
2017/1/3, 6, 6, , 7
2017/1/4, 8, 7, , 7
2017/1/5, 11, 8, , 6
2017/1/6, 9, 8, , 7
2017/1/7, 12, 7, , 6
2017/1/8, 5, 12, , 7
2017/1/9, 20, 13, 1, 8
2017/1/10, 29, 19, 2, 8
2017/1/11, 39, 19, 1, 7
2017/1/12, 41, 17, 1, 5
2017/1/13, 30, 19, 2, 4
2017/1/14, 40, 16, 1, 4
2017/1/15, 30, 10, , 4
2017/1/16, 11, 10, , 4
2017/1/17, 9, 10, , 4
2017/1/18, 11, 14, , 5
2017/1/19, 11, 9, , 4
2017/1/20, 17, 15, , 4
2017/1/21, 31, 29, , 3
2017/1/22, 42, 15, , 5
2017/1/23, 20, 8, , 5
2017/1/24, 10, 8, , 4
2017/1/25, 12, 11, , 5
2017/1/26, 8, 11, , 5
2017/1/27, 12, 8, , 5
2017/1/28, 11, 18, , 4
2017/1/29, 22, 22, , 4
2017/1/30, 22, 20, , 4
2017/1/31, 22, 26, , 5
2017/2/1, 28, 21, , 5
2017/2/2, 29, 25, 1, 6
2017/2/3, 50, 23, 1, 5
2017/2/4, 57, 16, 1, 4
2017/2/5, 29, 13, , 5
2017/2/6, 10, 21, 1, 6
2017/2/7, 23, 18, , 6
2017/2/8, 17, 11, , 5
2017/2/9, 13, 15, , 6
2017/2/10, 21, 15, , 6
2017/2/11, 12, 14, 1, 6
2017/2/12, 12, 16, , 6
2017/2/13, 15, 14, , 6
2017/2/14, 9, 7, , 6
2017/2/15, 5, 7, , 6
2017/2/16, 14, 10, , 6
2017/2/17, 11, 12, 1, 6
2017/2/18, 19, 26, , 5
2017/2/19, 37, 25, , 
2017/2/20, 35, 16, 1, 6
2017/2/21, 15, 16, , 
2017/2/22, 19, 13, , 
2017/2/23, 19, 8, , 6
2017/2/24, 13, 4, , 6
2017/2/25, 14, 3, , 6
2017/2/26, 13, 6, 2, 6
2017/2/27, 17, 14, , 7
2017/2/28, 20, 13, , 6
2017/3/1, 14, 14, , 7
2017/3/2, 15, 11, , 7
2017/3/3, 17, 14, , 
2017/3/4, 17, 8, , 7
2017/3/5, 16, 17, , 6
2017/3/6, 28, 9, 1, 6
2017/3/7, 15, 9, , 6
2017/3/8, 16, 10, 1, 7
2017/3/9, 19, 18, 2, 7
2017/3/10, 50, 13, 1, 7
2017/3/11, 36, 11, 1, 7
2017/3/12, 32, 20, 2, 7
2017/3/13, 57, 13, 1, 7
2017/3/14, 34, 8, 1, 7
2017/3/15, 13, 7, 1, 7
2017/3/16, 13, 12, , 7
2017/3/17, 25, 10, , 6
2017/3/18, 15, 6, , 6
2017/3/19, 9, 5, 2, 13
2017/3/20, 12, 14, , 6
2017/3/21, 22, 12, , 6
2017/3/22, 13, , , 
2020/1/1, , 5, , 3
2019/11/11, , 5, , 2
2019/4/19, , 11, , 2
2019/4/20, , 13, , 2
2019/4/21, , 15, , 3
2019/4/22, , 19, , 3
2018/12/31, , 16, , 3
2018/7/1, , 8, , 1
2018/7/2, , 14, 2, 2
2018/7/3, , 10, , 2
2018/7/4, , 11, , 2
2018/7/5, , 12, , 2
2018/7/6, , 15, , 2
2018/7/7, , 10, , 2
2018/7/8, , 10, , 2
2018/7/9, , 9, , 2
2018/7/10, , 13, , 2
2018/7/11, , 12, , 2
2018/7/12, , 11, , 2
2018/7/13, , 18, , 2
2018/7/14, , 14, , 2
2018/7/15, , 18, , 2
2018/7/16, , 16, , 2
2018/7/17, , 14, , 2
2018/7/18, , 18, , 2
2018/7/19, , 18, , 2
2018/7/20, , 11, , 2
2018/7/21, , 12, , 2
2018/7/22, , 8, , 2
2018/7/23, , 15, , 3
2018/7/24, , 12, , 2
2018/7/25, , 11, , 3
2018/7/26, , 9, , 2
2018/7/27, , 15, , 3
2018/7/28, , 12, , 3
2018/7/29, , 13, , 3
2018/7/30, , 14, , 3
2018/7/31, , 17, , 3
2018/8/1, , 21, , 3
2018/8/2, , 16, , 3
2018/8/3, , 11, , 3
2018/8/4, , 13, , 3
2018/8/5, , 10, , 3
2018/8/6, , 10, , 3
2018/8/7, , 11, , 3
2018/8/8, , 10, , 3
2018/8/9, , 4, , 3
2018/8/10, , 7, , 3
2018/8/11, , 9, , 3
2018/8/12, , 14, , 3
2018/8/13, , 14, , 3
2018/8/14, , 11, , 3
2018/8/15, , 9, , 3
2018/8/16, , 7, , 4
2018/8/17, , 6, , 4
2018/8/18, , 5, , 4
2018/8/19, , 12, , 3
2018/8/20, , 9, , 3
2018/8/21, , 12, , 3
2018/8/22, , 13, , 4
2018/8/24, , 9, , 4
2018/8/25, , 11, , 4
2018/8/26, , 8, , 4
2018/8/27, , 9, , 4
2018/8/28, , 12, , 5
2018/4/1, , 16, , 5
2018/4/2, , 12, , 5
2018/4/3, , 6, , 5
2018/4/4, , 15, , 5
2018/4/5, , 10, , 5
2018/4/6, , 9, , 5
2018/4/7, , 8, , 5
2018/4/8, , 5, , 5
2018/4/9, , 14, , 5
2018/4/11, , 12, , 5
2018/4/12, , 8, , 5
2018/4/13, , 11, , 4
2018/4/14, , 11, , 5
2018/4/15, , 13, , 5
2018/4/16, , 16, , 5
2018/4/17, , 17, , 5
2018/4/18, , 12, , 5
2018/4/19, , 12, , 5
2018/4/20, , 14, , 5
2018/4/21, , 11, , 5
2018/4/22, , 13, , 5
2018/4/23, , 10, , 5
2018/4/24, , 11, , 5
2018/4/25, , 14, , 5
2018/4/26, , 7, , 5
2018/4/27, , 12, , 6
2018/4/28, , 15, , 5
2018/4/29, , 14, , 5
2018/4/30, , 13, , 6
2018/5/1, , 7, , 6
2018/5/2, , 12, , 7
2018/5/3, , 10, , 6
2018/5/4, , 6, , 6
2018/5/5, , 7, , 5
2018/5/6, , 8, , 5
2018/5/7, , 12, , 5
2018/5/8, , 9, , 6
2018/5/9, , 12, , 6
2018/5/10, , 14, , 6
2018/5/11, , 14, , 6
2018/5/12, , 11, , 5
2018/5/13, , 9, , 5
2018/5/14, , 9, , 6
2018/5/15, , 9, , 6
2018/5/16, , 10, , 6
2018/5/17, , 13, , 6
2018/5/18, , 15, , 6
2018/5/19, , 17, , 5
2018/5/20, , 17, , 5
2018/5/21, , 16, , 6
2018/5/22, , 11, , 6
2018/5/23, , 8, , 6
2018/5/24, , 14, , 6
2018/5/25, , 15, , 6
2018/5/26, , 13, , 6
2018/5/27, , 9, , 6
2018/5/28, , 9, , 6
2018/5/29, , 15, , 6
2018/5/30, , 16, , 6
2018/5/31, , 13, , 6
2018/6/1, , 13, , 6
2018/6/2, , 13, , 6
2018/6/3, , 11, , 6
2018/6/4, , 11, , 6
2018/6/5, , 9, , 6
2018/6/6, , 11, , 6
2018/6/7, , 7, , 6
2018/6/8, , 10, , 6
2018/6/9, , 11, , 7
2018/6/10, , 11, , 6
2018/6/11, , 11, , 6
2018/6/12, , 11, , 6
2018/6/13, , 9, , 7
2018/6/14, , 14, , 7
2018/6/15, , 13, , 7
2018/6/16, , 17, 1, 7
2018/6/17, , 13, , 6
2018/6/18, , 8, , 
2018/6/19, , 7, , 7
2018/6/20, , 9, 6, 7
2018/6/21, , 9, , 7
2018/6/25, , 6, , 7
2018/6/26, , 12, , 7
2018/6/27, , 13, , 7
2018/6/28, , 9, , 
2018/6/29, , 12, , 
2018/3/20, , 15, , 4
2018/3/21, , 15, , 5
2018/3/22, , 14, , 6
2018/3/23, , 7, , 5
2018/3/24, , 8, , 5
2018/3/25, , 8, , 5
2018/3/26, , 7, , 5
2018/3/27, , 7, , 5
2018/3/28, , 9, , 5
2018/3/29, , 13, , 5
2018/3/30, , 14, , 5
2018/3/31, , 16, , 5
2017/10/29, , 9, , 5
2017/9/8, , 14, , 4
2017/4/1, , 12, , 
2017/1/1, , 5, , 6
