date, pm25, o3, no2, so2, co
2020/1/2, 8, , 6, , 6
2020/1/3, 5, , 2, , 6
2020/1/4, 5, , 2, , 6
2020/1/6, 6, , 8, , 
2020/1/7, 33, , 5, , 1
2020/1/8, 21, , 9, , 2
2020/1/9, 45, , 14, , 3
2020/1/10, 25, , 7, 1, 2
2020/1/11, 80, , 4, 2, 1
2020/1/12, 23, , 6, , 2
2020/1/13, 7, , 7, 2, 2
2020/1/14, 35, , 9, , 2
2020/1/15, 50, , , , 
2019/10/1, 11, , 7, , 3
2019/10/2, 12, , 7, , 3
2019/10/3, 20, , 7, , 3
2019/10/4, 25, , , , 
2019/10/9, 20, , 7, 1, 1
2019/10/10, 24, , 11, 1, 3
2019/10/11, 29, , 6, 1, 2
2019/10/12, 28, , 6, 1, 2
2019/10/13, 40, , 3, 1, 2
2019/10/14, 31, , 5, , 2
2019/10/15, 18, , 5, 1, 2
2019/10/16, 16, , 5, 1, 2
2019/10/17, 32, , 3, , 2
2019/10/18, 5, , 4, , 2
2019/10/19, 5, , 4, , 2
2019/10/20, 11, , 3, , 2
2019/10/21, 15, , 2, , 2
2019/10/22, 10, , 4, 1, 3
2019/10/23, 7, , 2, , 3
2019/10/24, 16, , 1, , 2
2019/10/25, 11, , 2, , 2
2019/10/26, 7, , 2, 1, 2
2019/10/27, 9, , 2, , 2
2019/10/28, 5, , 6, , 3
2019/10/29, 7, , 5, , 3
2019/10/30, 13, , 5, 1, 4
2019/10/31, 26, , 5, 1, 3
2019/11/1, 15, , 2, 1, 3
2019/11/2, 18, , 4, 1, 4
2019/11/3, 22, , 6, , 4
2019/11/4, 26, , 3, 1, 3
2019/11/5, 19, , 10, 1, 4
2019/11/6, 22, , 11, 1, 5
2019/11/7, 18, , 2, , 4
2019/11/8, 4, , 3, 1, 4
2019/11/9, 34, , 3, , 3
2019/11/10, 20, , 4, , 5
2019/11/11, 4, , 4, , 5
2019/11/12, 5, , 3, , 5
2019/11/13, 3, , 9, , 6
2019/11/14, 8, , , , 
2019/12/8, 23, , , , 
2019/12/14, 46, , 8, 1, 2
2019/12/15, 23, , 2, 1, 1
2019/12/16, 10, , 2, , 2
2019/12/17, 2, , 3, 1, 2
2019/12/18, 2, , 4, , 2
2019/12/19, 2, , 3, , 3
2019/12/20, 1, , 3, , 3
2019/12/21, 4, , 7, , 4
2019/12/22, 54, , 5, , 4
2019/12/23, 33, , 9, , 5
2019/12/24, 10, , 9, 1, 5
2019/12/25, 20, , 4, , 4
2019/12/26, 4, , 2, , 4
2019/12/27, 5, , 9, 1, 5
2019/12/28, 5, , , , 
2019/7/1, 24, , 2, , 1
2019/7/2, 23, , 3, , 1
2019/7/3, 10, , 3, , 2
2019/7/4, 15, , 1, , 2
2019/7/5, 6, , 2, , 1
2019/7/6, 16, , 2, , 2
2019/7/7, 28, , 2, , 1
2019/7/8, 21, , 4, , 2
2019/7/9, 22, , 3, , 2
2019/7/10, 21, , 1, , 1
2019/7/11, 8, , 3, , 2
2019/7/12, 16, , 3, , 3
2019/7/13, 12, , 2, , 1
2019/7/14, 21, , 3, 1, 2
2019/7/15, 26, , 2, , 1
2019/7/16, 22, , 3, , 1
2019/7/17, 21, , 2, , 1
2019/7/18, 22, , 2, , 1
2019/7/19, 17, , 2, , 1
2019/7/20, 11, , 2, , 1
2019/7/21, 8, , 5, 1, 1
2019/7/22, 19, , 4, , 1
2019/7/23, 22, , 2, , 1
2019/7/24, 31, , 1, 1, 1
2019/7/25, 22, , 4, 1, 1
2019/7/26, 25, , 2, , 1
2019/7/27, 26, , 3, 1, 1
2019/7/28, 11, , 4, , 1
2019/7/29, 33, , 3, , 1
2019/7/30, 29, , 3, 1, 2
2019/7/31, 34, , 3, , 2
2019/8/1, 47, , 3, , 1
2019/8/2, 30, , 1, , 2
2019/8/3, 39, , 2, , 2
2019/8/4, 26, , 3, 1, 2
2019/8/5, 38, , 2, , 2
2019/8/6, 27, , 2, , 2
2019/8/7, 16, , 3, , 2
2019/8/8, 36, , 2, , 2
2019/8/9, 32, , 1, , 2
2019/8/10, 14, , 2, , 2
2019/8/11, 10, , 2, , 2
2019/8/12, 8, , 3, , 2
2019/8/13, 13, , 5, , 2
2019/8/14, 18, , 3, , 2
2019/8/15, 27, , 3, 1, 2
2019/8/16, 25, , 2, , 2
2019/8/17, 2, , 2, , 2
2019/8/18, 10, , 2, , 2
2019/8/19, 22, , 5, , 2
2019/8/20, 23, , 5, , 2
2019/8/21, 26, , 6, , 2
2019/8/22, 21, , 3, , 2
2019/8/23, 14, , 1, , 1
2019/8/24, 17, , 2, , 2
2019/8/25, 13, , 3, , 3
2019/8/26, 15, , 6, , 2
2019/8/27, 24, , 2, , 2
2019/8/28, 21, , 2, , 2
2019/8/29, 24, , 3, , 2
2019/8/30, 30, , 3, , 2
2019/8/31, 19, , 2, , 2
2019/9/1, 17, , 3, , 2
2019/9/2, 20, , 4, , 2
2019/9/3, 31, , 4, , 2
2019/9/4, 28, , 4, , 3
2019/9/5, 26, , 6, , 2
2019/9/6, 31, , 2, , 2
2019/9/7, 5, , 2, , 2
2019/9/8, 8, , 2, , 2
2019/9/9, 7, , 1, , 2
2019/9/10, 3, , 4, , 2
2019/9/11, 8, , 4, , 3
2019/9/12, 12, , 4, , 1
2019/9/13, 4, , 1, , 1
2019/9/15, 7, , 6, 1, 2
2019/9/16, 39, , 2, , 1
2019/9/17, 10, , 5, 1, 2
2019/9/18, 22, , 4, , 2
2019/9/19, 10, , 2, , 1
