date, pm10, o3, no2, so2, co
2020/1/2, 73, 20, 24, 5, 
2020/1/3, 61, 13, 17, 5, 1
2020/1/4, 66, 14, 19, 5, 2
2020/1/5, 87, 20, 15, 6, 2
2020/1/6, 46, 11, 16, 6, 1
2020/1/7, 62, 16, 15, 5, 2
2020/1/8, 62, 14, 11, 5, 1
2020/1/9, 55, 15, 15, 5, 1
2020/1/10, 51, 23, 22, 5, 2
2020/1/11, 65, 14, 20, 5, 2
2020/1/12, 92, 19, 21, 5, 2
2020/1/13, 78, 15, 29, 6, 2
2020/1/14, 80, 20, 30, 5, 2
2020/1/15, 78, , , , 
2019/10/1, 41, 15, 17, 5, 
2019/10/2, 41, 13, 15, 5, 
2019/10/3, 41, 15, 16, 5, 1
2019/10/4, 41, 25, 16, 5, 1
2019/10/5, 41, 22, 15, 5, 
2019/10/9, 880, 21, 18, 4, 1
2019/10/11, 114, 9, 21, 2, 1
2019/10/12, 82, 10, 22, 2, 1
2019/10/13, 57, 12, 20, 2, 1
2019/10/14, 83, 11, 22, 2, 1
2019/10/15, 100, 9, 23, 2, 1
2019/10/16, 93, 10, 22, 2, 1
2019/10/17, 70, 12, 25, 2, 1
2019/10/18, 72, 12, 23, 2, 
2019/10/19, 84, 12, 21, 2, 1
2019/10/20, 76, 12, 24, 2, 
2019/10/21, 63, 17, 19, 3, 
2019/10/22, 123, 14, 21, 3, 
2019/10/23, 53, 15, 20, 3, 1
2019/10/24, 62, 15, 20, 3, 1
2019/10/25, 62, 15, 22, 3, 1
2019/10/26, 73, 16, 21, 3, 1
2019/10/27, 63, 15, 18, 3, 1
2019/10/28, 52, 16, 22, 3, 1
2019/10/29, 47, 13, 25, 3, 1
2019/10/30, 62, 13, 24, 3, 1
2019/10/31, 70, 12, 27, 3, 1
2019/11/1, 70, 14, 23, 3, 1
2019/11/2, 46, 14, 25, 4, 2
2019/11/3, 46, 15, 25, 3, 2
2019/11/4, 52, 15, 24, 3, 2
2019/11/5, 57, 15, 30, 3, 2
2019/11/6, 70, 14, 31, 3, 2
2019/11/7, 68, 15, 26, 4, 1
2019/11/8, 67, 15, 26, 4, 2
