date, pm10, o3, no2
2020/1/2, 18, 25, 9
2020/1/3, 23, 22, 8
2020/1/4, 24, 20, 16
2020/1/5, 17, 18, 14
2020/1/6, 13, 14, 17
2020/1/7, 25, 15, 17
2020/1/8, 14, 11, 14
2020/1/9, 14, 23, 13
2020/1/10, 23, 18, 12
2020/1/11, 11, 21, 9
2020/1/12, 13, 16, 14
2020/1/13, 16, 20, 8
2020/1/14, 12, 22, 11
2020/1/15, 13, 14, 14
2020/1/16, 15, , 
2019/10/1, 18, 27, 6
2019/10/2, 16, 25, 11
2019/10/3, 14, 22, 11
2019/10/4, 13, 18, 10
2019/10/5, 12, 12, 10
2019/10/6, 12, 14, 11
2019/10/7, 17, 21, 12
2019/10/8, 22, 25, 9
2019/10/9, 16, 23, 8
2019/10/10, 21, 18, 7
2019/10/11, 13, 29, 11
2019/10/12, 8, 24, 10
2019/10/13, 22, 21, 16
2019/10/14, 22, 20, 14
2019/10/15, 12, 12, 12
2019/10/16, 12, 22, 13
2019/10/17, 12, 26, 9
2019/10/18, 12, 21, 10
2019/10/19, 10, 17, 17
2019/10/20, 15, 12, 12
2019/10/21, 13, 21, 18
2019/10/22, 20, 8, 18
2019/10/23, 25, 20, 13
2019/10/24, 22, 18, 10
2019/10/25, 12, 22, 7
2019/10/26, 12, 26, 6
2019/10/27, 15, 24, 15
2019/10/28, 17, 18, 18
2019/10/29, 16, 13, 14
2019/10/30, 18, 10, 17
2019/10/31, 24, 4, 16
2019/11/1, 24, 24, 7
2019/11/2, 11, 15, 13
2019/11/3, 13, 14, 16
2019/11/4, 15, 10, 20
2019/11/5, 20, 20, 14
2019/11/6, 17, 16, 17
2019/11/7, 14, 14, 18
2019/11/8, 16, 25, 13
2019/11/9, 16, 12, 23
2019/11/10, 21, 23, 14
2019/11/11, 15, 22, 11
2019/11/12, 11, 21, 14
2019/11/13, 14, 9, 17
2019/11/14, 11, 7, 14
2019/11/15, 27, 6, 21
2019/11/16, 17, 10, 17
2019/11/17, 18, 24, 13
2019/11/18, 13, 28, 17
2019/11/19, 13, 5, 28
2019/11/20, 25, 7, 14
2019/11/21, 30, 10, 18
2019/11/22, 18, 4, 13
2019/11/23, 16, 3, 16
2019/11/24, 24, 6, 18
2019/11/25, 19, 12, 14
2019/11/26, 15, 18, 10
2019/11/27, 12, 21, 10
2019/11/28, 17, 28, 11
2019/11/29, 22, 17, 28
2019/11/30, 15, 15, 21
2019/12/1, 20, 24, 13
2019/12/2, 16, 14, 23
2019/12/3, 22, 4, 28
2019/12/4, 32, 2, 23
2019/12/5, 34, 16, 10
2019/12/6, 14, 21, 9
2019/12/7, 18, 26, 8
2019/12/8, 28, 27, 7
2019/12/9, 23, 26, 13
2019/12/10, 21, 18, 19
2019/12/11, 19, 21, 13
2019/12/12, 11, 21, 11
2019/12/13, 12, 29, 9
2019/12/14, 24, 27, 9
2019/12/15, 22, 16, 19
2019/12/16, 17, 19, 16
2019/12/17, 17, 17, 19
2019/12/18, 17, 11, 13
2019/12/19, 18, 22, 10
2019/12/20, 11, 18, 9
2019/12/21, 13, 19, 10
2019/12/22, 16, 19, 12
2019/12/23, 20, 22, 13
2019/12/24, 29, 23, 9
2019/12/25, 21, 9, 21
2019/12/26, 16, 8, 14
2019/12/27, 15, 1, 20
2019/12/28, 27, , 
2019/7/1, 17, 26, 6
2019/7/2, 14, 28, 6
2019/7/3, 13, 30, 9
2019/7/4, 17, 34, 12
2019/7/5, 18, 23, 11
2019/7/6, 19, 27, 5
2019/7/7, 13, 27, 5
2019/7/8, 13, 30, 6
2019/7/9, 15, 21, 18
2019/7/10, 29, 27, 19
2019/7/11, 31, 28, 13
2019/7/12, 25, 28, 5
2019/7/13, 17, 26, 4
2019/7/14, 11, 24, 7
2019/7/15, 16, 31, 7
2019/7/16, 12, 30, 12
2019/7/17, 19, 24, 13
2019/7/18, 28, 25, 13
2019/7/19, 23, 26, 12
2019/7/20, 22, 27, 7
2019/7/21, 16, 24, 13
2019/7/22, 16, 52, 19
2019/7/23, 17, 74, 17
2019/7/24, 26, 102, 18
2019/7/25, 27, 67, 12
2019/7/26, 40, 42, 9
2019/7/27, 31, 29, 7
2019/7/28, 23, 31, 10
2019/7/29, 17, 35, 10
2019/7/30, 21, 23, 7
2019/7/31, 17, 33, 9
2019/8/1, 23, 32, 5
2019/8/2, 24, 30, 5
2019/8/3, 12, 46, 10
2019/8/4, 17, 28, 9
2019/8/5, 24, 28, 9
2019/8/6, 19, 27, 6
2019/8/7, 20, 28, 8
2019/8/8, 15, 22, 12
2019/8/9, 25, 29, 4
2019/8/10, 24, 27, 5
2019/8/11, 25, 28, 9
2019/8/12, 20, 33, 8
2019/8/13, 13, 29, 9
2019/8/14, 18, 26, 6
2019/8/15, 22, 29, 12
2019/8/19, 22, 35, 12
2019/8/20, 18, 37, 18
2019/8/21, 20, 37, 18
2019/8/22, 19, 34, 19
2019/8/23, 17, 66, 16
2019/8/24, 22, 64, 14
2019/8/25, 24, 60, 17
2019/8/26, 28, 57, 16
2019/8/27, 32, 33, 22
2019/8/28, 32, 30, 11
2019/8/29, 12, 31, 16
2019/8/30, 16, 44, 22
2019/8/31, 22, 28, 5
2019/9/1, 11, 30, 10
2019/9/2, 13, 31, 9
2019/9/3, 15, 24, 11
2019/9/4, 15, 28, 5
2019/9/5, 19, 25, 14
2019/9/6, 16, 26, 7
2019/9/7, 15, 29, 7
2019/9/8, 16, 31, 14
2019/9/9, 13, 32, 18
2019/9/10, 18, 18, 14
2019/9/11, 17, 19, 14
2019/9/12, 18, 25, 7
2019/9/13, 17, 29, 12
2019/9/14, 13, 29, 17
2019/9/15, 16, 27, 12
2019/9/16, 12, 27, 5
2019/9/17, 18, 27, 8
2019/9/18, 19, 24, 10
2019/9/19, 12, 24, 16
2019/9/20, 15, 23, 14
2019/9/21, 18, 33, 12
2019/9/22, 17, 23, 13
2019/9/23, 15, 11, 14
2019/9/24, 13, 15, 10
2019/9/25, 14, 19, 10
2019/9/26, 15, 22, 8
2019/9/27, 18, 26, 8
2019/9/28, 20, 24, 6
2019/9/29, 17, 26, 9
2019/9/30, 17, 21, 11
2019/4/1, 17, 20, 21
2019/4/2, 36, 23, 16
2019/4/3, 13, 20, 21
2019/4/4, 18, 27, 17
2019/4/5, 28, 17, 11
2019/4/6, 33, 35, 13
2019/4/7, 41, 25, 20
2019/4/8, 47, 30, 13
2019/4/9, 26, 26, 10
2019/4/10, 16, 27, 11
2019/4/11, 16, 27, 11
2019/4/12, 13, 28, 11
2019/4/13, 12, 27, 10
2019/4/14, 17, 25, 11
2019/4/15, 26, 28, 14
2019/4/16, 27, 18, 17
2019/4/17, 21, 36, 16
2019/4/18, 25, 36, 15
2019/4/19, 29, , 14
2019/4/20, 29, , 11
2019/4/21, 37, , 11
2019/4/22, 32, , 10
2019/4/23, 26, , 13
2019/4/24, 32, , 11
2019/4/25, 10, , 15
2019/4/26, 13, , 9
2019/4/27, 19, , 9
2019/4/28, 12, 30, 11
2019/4/29, 12, 32, 9
2019/4/30, 16, 31, 11
2019/5/1, 18, 27, 16
2019/5/2, 25, 31, 8
2019/5/3, 16, 28, 5
2019/5/4, 16, 30, 6
2019/5/5, 19, 28, 11
2019/5/6, 15, 28, 19
2019/5/7, 14, 24, 15
2019/5/8, 18, 22, 13
2019/5/9, 16, 32, 9
2019/5/10, 15, 32, 7
2019/5/11, 15, 29, 5
2019/5/12, 9, 27, 10
2019/5/13, 13, 29, 10
2019/5/14, 13, 31, 10
2019/5/15, 13, 29, 11
2019/5/16, 14, 20, 11
2019/5/17, 14, 19, 14
2019/5/18, 29, 32, 7
2019/5/19, 30, 31, 7
2019/5/20, 14, 30, 7
2019/5/21, 15, 30, 9
2019/5/22, 14, 34, 20
2019/5/23, 17, 28, 21
2019/5/24, 17, 25, 9
2019/5/25, 15, 20, 14
2019/5/26, 28, 24, 9
2019/5/27, 16, 28, 12
2019/5/28, 14, 30, 11
2019/5/29, 12, 20, 8
2019/5/30, 15, 20, 10
