date, pm25, pm10, o3, no2, co
2019/7/19, 74, 66, 38, 60, 51
2019/7/20, 80, 62, 43, 66, 54
2019/7/21, 75, 52, 38, 49, 42
2019/7/22, 62, 31, 32, 31, 38
2019/7/23, 36, 29, 33, 25, 34
2019/7/24, 33, 27, 33, 24, 32
2019/7/25, 31, 31, 29, 26, 39
2019/7/26, 35, 28, 28, 29, 58
2019/7/27, 31, 29, 29, 25, 55
2019/7/28, 33, 43, 28, 23, 56
2019/7/29, 50, 34, 25, 28, 56
2019/7/30, 40, 28, 25, 28, 56
2019/7/31, 31, 31, 27, 23, 54
2019/8/1, 35, 27, 23, 24, 56
2019/8/2, 30, 23, 24, 27, 57
2019/8/3, 25, 23, 27, 29, 55
2019/8/4, 25, 26, 22, 26, 57
2019/8/5, 29, 29, 23, 21, 55
2019/8/6, 33, 27, 25, 20, 53
2019/8/7, 31, 36, 29, 18, 50
2019/8/8, 40, 45, 30, 21, 50
2019/8/9, 52, 46, 29, 25, 51
2019/8/10, 54, 43, 25, 29, 54
2019/8/11, 49, 46, 27, 31, 54
2019/8/12, 54, 51, 27, 30, 53
2019/8/13, 60, 46, 30, 28, 52
2019/8/14, 54, 49, 26, 25, 48
2019/8/15, 57, 39, 27, 24, 47
2019/8/16, 45, 46, 30, 29, 48
2019/8/17, 54, 49, 31, 26, 43
2019/8/18, 57, 48, 32, 23, 42
2019/8/19, 53, 57, 34, 23, 43
2019/8/20, 60, 50, 30, 23, 40
2019/8/21, 58, 41, 26, 22, 44
2019/8/22, 47, 48, 22, 30, 41
2019/8/23, 56, 45, 30, 28, 40
2019/8/24, 52, 38, 38, 26, 37
2019/8/25, 44, 36, 36, 24, 36
2019/8/26, 41, 42, 32, 26, 35
2019/8/27, 49, 45, 38, 28, 36
2019/8/28, 53, 41, 34, 27, 39
2019/8/29, 48, 32, 34, 26, 52
2019/8/30, 37, 28, 29, 25, 65
2019/8/31, 31, 35, 29, 24, 64
2019/9/1, 41, 37, 28, 21, 61
2019/9/2, 42, 29, 31, 19, 60
2019/9/3, 33, 32, 24, 23, 66
2019/9/4, 37, 29, 29, 24, 66
2019/9/5, 32, 26, 32, 20, 65
2019/9/6, 28, 26, 26, 23, 66
2019/9/7, 29, 30, 28, 23, 66
2019/9/8, 34, 28, 26, 22, 69
2019/9/9, 32, 30, 25, 25, 67
2019/9/10, 33, 39, 25, 23, 63
2019/9/11, 45, 45, 23, 22, 59
2019/9/12, 53, 40, 22, 18, 57
2019/9/13, 47, 35, 23, 27, 59
2019/9/14, 40, 40, 23, 27, 57
2019/9/15, 47, 35, 23, 27, 57
2019/9/16, 40, 33, 20, 28, 55
2019/9/17, 37, 35, 17, 36, 64
2019/9/18, 40, 56, 25, 78, 86
2019/9/19, 65, 61, 22, 69, 67
2019/9/20, 72, 68, 35, 68, 53
2019/9/21, 81, 63, 40, 55, 40
2019/9/22, 76, 55, 42, 51, 30
2019/9/23, 66, 49, 33, 51, 33
2019/9/24, 58, 46, 31, 77, 42
2019/9/25, 53, 44, 24, 102, 42
2019/9/26, 51, 48, 24, 74, 61
2019/9/27, 56, 25, 34, 38, 50
2019/9/28, 28, 37, 39, 17, 52
2019/9/29, 42, 35, 36, 13, 40
2019/9/30, 39, 32, 34, 14, 33
2019/4/1, 149, 108, 125, 49, 40
2019/4/2, 149, 108, 125, 61, 40
2019/4/3, 149, 108, 125, 76, 40
2019/4/4, 149, 108, 116, 63, 61
2019/4/5, 149, 80, 90, 42, 91
2019/4/6, 83, 83, 90, 42, 57
2019/4/7, 86, 88, 93, 52, 63
2019/4/8, 92, 86, 90, 56, 54
2019/4/9, 89, 86, 89, 58, 51
2019/4/10, 90, 94, 94, 78, 53
2019/4/11, 100, 96, 87, 67, 54
2019/4/12, 104, 108, 71, 80, 66
2019/4/13, 138, 106, 77, 85, 67
2019/4/14, 125, 88, 82, 74, 68
2019/4/15, 85, 107, 71, 80, 85
2019/4/16, 117, 107, 61, 46, 61
2019/4/17, 119, 85, 95, 61, 59
2019/4/18, 84, 93, 87, 59, 55
2019/4/19, 94, 88, 99, 45, 52
2019/4/20, 91, 79, 87, 44, 43
2019/4/21, 81, 69, 76, 49, 58
2019/4/22, 72, 71, 86, 63, 50
2019/4/23, 76, 72, 73, 59, 48
2019/4/24, 78, 94, 96, 58, 48
2019/4/25, 111, 103, 93, 56, 63
2019/4/26, 134, 107, 57, 61, 70
2019/4/27, 147, 109, 74, 54, 53
2019/4/28, 154, 108, 88, 30, 54
2019/4/29, 147, 97, 68, 27, 55
2019/4/30, 113, 101, 69, 40, 51
2019/5/1, 118, 102, 79, 36, 50
2019/5/2, 116, 100, 76, 39, 49
2019/5/3, 108, 92, 64, 34, 49
2019/5/4, 94, 86, 72, 32, 53
2019/5/5, 89, 88, 81, 43, 60
2019/5/6, 101, 96, 89, 53, 60
2019/5/7, 105, 87, 72, 36, 81
2019/5/8, 95, 70, 81, 33, 83
2019/5/9, 73, 54, 79, 34, 71
2019/5/10, 57, 52, 79, 41, 70
2019/5/11, 55, 68, 99, 43, 67
2019/5/12, 73, 77, 93, 41, 69
2019/5/13, 82, 76, 86, 41, 67
2019/5/14, 80, 74, 90, 41, 63
2019/5/15, 77, 77, 94, 44, 62
2019/5/16, 81, 98, 75, 55, 71
2019/5/17, 122, 112, 55, 55, 68
2019/5/18, 161, 98, 69, 59, 66
2019/5/19, 118, 74, 87, 61, 61
2019/5/20, 82, 77, 92, 57, 64
2019/5/21, 86, 81, 87, 55, 66
2019/5/22, 89, 78, 84, 93, 68
2019/5/23, 86, 82, 71, 60, 70
2019/5/24, 88, 94, 84, 51, 70
2019/5/25, 102, 84, 88, 40, 68
2019/5/26, 91, 83, 88, 36, 69
2019/5/27, 89, 102, 85, 45, 73
2019/5/28, 123, 91, 75, 47, 70
2019/5/29, 101, 85, 82, 47, 68
2019/5/30, 92, 77, 85, 43, 66
2019/5/31, 83, 67, 63, 33, 63
2019/6/1, 72, 66, 69, 32, 67
2019/6/2, 71, 66, 53, 27, 68
2019/6/3, 71, 60, 60, 27, 70
2019/6/4, 65, 65, 69, 35, 71
2019/6/5, 71, 74, 62, 37, 72
2019/6/6, 82, 73, 58, 36, 75
2019/6/7, 79, 83, 76, 55, 77
2019/6/8, 89, 79, 71, 47, 70
2019/6/9, 87, 62, 69, 47, 75
2019/6/10, 69, 63, 48, 58, 87
2019/6/11, 75, 59, 44, 57, 81
2019/6/12, 63, 56, 31, 44, 73
2019/6/13, 57, 64, 37, 36, 67
2019/6/14, 80, 63, 30, 31, 54
2019/6/15, 78, 59, 35, 28, 50
2019/6/16, 52, 56, 33, 25, 47
2019/6/17, 29, 56, 37, 26, 48
2019/6/18, 42, 56, 32, 27, 49
2019/6/19, 54, 59, 34, 27, 49
2019/6/20, 55, 68, 42, 31, 49
2019/6/21, 74, 77, 52, 37, 75
2019/6/22, 81, 83, 53, 36, 52
2019/6/23, 68, 82, 58, 44, 57
2019/6/24, 74, 58, 39, 45, 59
2019/6/25, 68, 50, 44, 44, 59
2019/6/26, 62, 52, 25, 40, 57
2019/6/27, 67, 82, 18, 41, 59
2019/6/28, 121, 26, 32, 40, 54
2019/6/29, 30, 31, 27, 41, 50
2019/6/30, 36, 35, 33, 38, 49
2019/1/1, 291, 160, 45, 189, 109
2019/1/2, 230, 133, 67, 152, 99
2019/1/3, 169, 118, 48, 135, 102
2019/1/4, 130, 143, 77, 131, 114
2019/1/5, 195, 141, 92, 115, 106
2019/1/6, 186, 130, 37, 109, 111
2019/1/7, 153, 152, 64, 120, 130
2019/1/8, 211, 155, 69, 128, 126
2019/1/9, 225, 155, 77, 132, 126
2019/1/10, 227, 158, 144, 130, 108
2019/1/11, 238, 150, 91, 100, 74
2019/1/12, 218, 131, 110, 111, 57
2019/1/13, 163, 135, 42, 154, 61
2019/1/14, 174, 160, 64, 199, 73
2019/1/15, 244, 169, 66, 122, 40
2019/1/16, 268, 169, 66, 118, 48
2019/1/17, 268, 152, 59, 149, 109
2019/1/18, 219, 156, 53, 150, 109
2019/1/19, 230, 153, 62, 137, 98
2019/1/20, 226, 138, 17, 126, 96
2019/1/21, 183, 129, 67, 130, 85
2019/1/22, 161, 88, 69, 49, 64
2019/1/23, 78, 108, 102, 88, 74
2019/1/24, 106, 117, 130, 78, 68
2019/1/25, 118, 126, 53, 139, 83
2019/1/26, 124, 126, 48, 118, 75
2019/1/27, 126, 116, 41, 133, 85
2019/1/28, 104, 122, 49, 155, 89
2019/1/29, 120, 134, 73, 176, 90
2019/1/30, 148, 125, 69, 131, 80
2019/1/31, 132, 131, 95, 131, 83
2019/2/1, 151, 120, 81, 109, 79
2019/2/2, 121, 116, 67, 96, 74
2019/2/3, 111, 126, 33, 138, 98
2019/2/4, 123, 126, 74, 131, 84
2019/2/5, 123, 121, 99, 110, 80
2019/2/6, 114, 101, 98, 64, 51
2019/2/7, 88, 95, 74, 60, 49
2019/2/8, 75, 139, 46, 120, 58
2019/2/9, 146, 166, 60, 195, 81
2019/2/10, 218, 163, 57, 178, 87
2019/2/11, 219, 144, 51, 152, 87
2019/2/12, 174, 129, 55, 108, 76
2019/2/13, 135, 119, 118, 95, 63
2019/2/14, 139, 105, 111, 71, 50
2019/2/15, 100, 101, 117, 80, 49
2019/2/16, 89, 107, 164, 82, 45
2019/2/17, 95, 113, 168, 77, 47
2019/2/18, 105, 116, 181, 83, 48
2019/2/19, 120, 134, 129, 102, 57
2019/2/20, 168, 116, 160, 79, 43
2019/2/21, 124, 114, 124, 86, 48
2019/2/22, 122, 120, 82, 106, 56
2019/2/23, 139, 110, 121, 88, 34
2019/2/24, 106, 100, 91, 71, 28
2019/2/25, 89, 102, 59, 72, 24
2019/2/26, 87, 107, 77, 65, 25
2019/2/27, 90, 102, 88, 51, 24
2019/2/28, 80, 100, 94, 58, 31
2019/3/1, 75, 138, 124, 119, 38
2019/3/2, 34, 104, 124, 61, 20
2019/3/3, 29, 71, 121, 41, 21
2019/3/4, 22, 95, 93, 35, 24
2019/3/5, 42, 108, 97, 38, 29
2019/3/6, 58, 109, 102, 66, 37
2019/3/7, 42, 119, 161, 91, 40
2019/3/8, 52, 113, 132, 81, 32
2019/3/9, 49, 122, 106, 71, 29
2019/3/10, 39, 116, 96, 57, 24
2019/3/11, 37, 123, 88, 88, 36
2019/3/12, 63, 117, 124, 95, 41
2019/3/13, 141, 87, 124, 94, 54
2019/3/14, 104, 119, 113, 114, 40
2019/3/15, 171, 122, 154, 119, 41
2019/3/16, 184, 106, 188, 100, 29
2019/3/17, 138, 102, 212, 81, 30
2019/3/18, 124, 119, 237, 85, 29
2019/3/19, 179, 115, 214, 80, 31
2019/3/20, 168, 102, 161, 60, 81
2019/3/21, 124, 91, 115, 61, 88
2019/3/22, 97, 108, 152, 97, 96
2019/3/23, 144, 125, 136, 103, 100
2019/3/24, 203, 135, 126, 109, 102
2019/3/25, 238, 140, 134, 106, 96
2019/3/26, 258, 137, 171, 93, 80
2019/3/27, 247, 122, 117, 77, 75
2019/3/28, 195, 120, 133, 96, 68
2019/3/29, 189, 123, 190, 80, 45
2019/3/30, 207, 112, 162, 54, 39
2019/3/31, 168, 108, 125, 46, 40
2018/10/1, 120, 100, 31, 117, 50
2018/10/2, 137, 91, 37, 110, 47
2018/10/3, 117, 84, 38, 105, 53
2018/10/4, 99, 100, 14, 120, 60
2018/10/5, 141, 118, 14, 132, 64
2018/10/6, 202, 122, 29, 134, 47
2018/10/7, 215, 115, 24, 122, 40
2018/10/8, 188, 117, 30, 102, 32
2018/10/9, 197, 114, 55, 86, 26
2018/10/10, 187, 107, 70, 62, 21
2018/10/11, 162, 106, 55, 65, 26
2018/10/12, 158, 113, 36, 81, 28
2018/10/13, 179, 111, 50, 86, 24
2018/10/14, 171, 110, 39, 84, 27
2018/10/15, 171, 113, 39, 100, 48
2018/10/16, 186, 107, 65, 94, 42
2018/10/17, 163, 95, 68, 75, 29
2018/10/18, 124, 92, 60, 85, 47
2018/10/19, 117, 88, 61, 83, 39
2018/10/20, 107, 95, 67, 86, 41
2018/10/21, 124, 102, 107, 84, 43
2018/10/22, 142, 97, 84, 79, 34
2018/10/23, 129, 101, 86, 88, 37
2018/10/24, 137, 107, 54, 103, 41
2018/10/25, 159, 111, 38, 110, 48
2018/10/26, 175, 119, 14, 118, 20
2018/10/27, 201, 119, 14, 118, 21
2018/10/28, 201, 107, 66, 111, 26
2018/10/29, 159, 104, 66, 112, 35
2018/10/30, 147, 123, 48, 133, 43
2018/10/31, 214, 128, 42, 133, 45
2018/11/1, 235, 112, 47, 121, 47
2018/11/2, 181, 113, 47, 116, 53
2018/11/3, 188, 86, 39, 91, 47
2018/11/4, 129, 68, 44, 77, 47
2018/11/5, 81, 74, 45, 78, 50
2018/11/6, 87, 91, 42, 83, 46
2018/11/7, 117, 156, 86, 81, 39
2018/11/8, 277, 127, 91, 78, 33
2018/11/9, 212, 108, 80, 82, 31
2018/11/10, 169, 102, 87, 87, 27
2018/11/11, 143, 94, 88, 93, 27
2018/11/12, 121, 101, 86, 108, 29
2018/11/13, 141, 106, 82, 99, 27
2018/11/14, 158, 108, 73, 103, 34
2018/11/15, 165, 114, 33, 129, 34
2018/11/16, 189, 111, 61, 122, 35
2018/11/17, 176, 100, 92, 104, 27
2018/11/18, 137, 104, 67, 93, 34
2018/11/19, 154, 102, 19, 110, 47
2018/11/20, 151, 103, 29, 142, 54
2018/11/21, 151, 108, 35, 139, 51
2018/11/22, 166, 138, 31, 186, 60
2018/11/23, 278, 142, 32, 206, 91
2018/11/24, 289, 128, 36, 157, 73
2018/11/25, 238, 126, 41, 149, 80
2018/11/26, 231, 142, 33, 196, 88
2018/11/27, 287, 139, 28, 201, 81
2018/11/28, 278, 137, 25, 204, 77
2018/11/29, 273, 136, 37, 197, 53
2018/11/30, 267, 136, 38, 183, 39
2018/12/1, 266, 144, 45, 197, 62
2018/12/2, 294, 150, 29, 185, 57
2018/12/3, 305, 147, 18, 195, 65
2018/12/4, 302, 146, 55, 182, 68
2018/12/5, 302, 121, 105, 103, 54
2018/12/6, 213, 110, 122, 92, 54
2018/12/7, 173, 101, 87, 100, 37
2018/12/8, 103, 80, 63, 72, 20
2018/12/9, 75, 75, 73, 66, 44
2018/12/10, 68, 99, 63, 93, 80
2018/12/11, 89, 107, 76, 104, 90
2018/12/12, 98, 96, 30, 115, 82
2018/12/13, 82, 118, 21, 199, 88
2018/12/14, 120, 130, 29, 184, 64
2018/12/15, 156, 139, 47, 186, 40
2018/12/16, 177, 136, 73, 172, 21
2018/12/17, 159, 137, 84, 172, 22
2018/12/18, 160, 137, 43, 178, 63
2018/12/19, 160, 137, 43, 68, 58
2018/12/20, 160, 134, 4, 110, 100
2018/12/21, 158, 135, 4, 83, 101
2018/12/22, 160, 135, 4, 59, 101
2018/12/23, 160, 133, 5, 116, 73
2018/12/24, 162, 133, 5, 404, 43
2018/12/25, 166, 133, 16, 251, 49
2018/12/26, 166, 112, 38, 126, 106
2018/12/27, 108, 131, 35, 212, 108
2018/12/28, 153, 140, 5, 231, 115
2018/12/29, 176, 141, 6, 233, 115
2018/12/30, 178, , , , 
2018/7/1, 52, 38, 20, 44, 37
2018/7/2, 46, 39, 20, 44, 37
2018/7/3, 48, 44, 15, 47, 39
2018/7/4, 55, 36, 15, 54, 42
2018/7/5, 45, 34, 17, 56, 41
2018/7/6, 42, 39, 20, 51, 37
2018/7/7, 48, 30, 21, 47, 38
2018/7/8, 37, 30, 16, 46, 40
2018/7/9, 37, 34, 18, 51, 39
2018/7/10, 42, 34, 16, 47, 34
2018/7/11, 42, 34, 16, 46, 36
2018/7/12, 42, 32, 15, 51, 43
2018/7/13, 40, 31, 12, 54, 48
2018/7/14, 39, 28, 11, 29, 53
2018/7/15, 35, 27, 9, 25, 59
2018/7/16, 34, 26, 10, 28, 59
2018/7/17, 33, 31, 10, 29, 59
2018/7/18, 39, 34, 18, 27, 54
2018/7/19, 42, 36, 18, 26, 51
2018/7/20, 44, 36, 19, 28, 52
2018/7/21, 45, 37, 17, 30, 53
2018/7/22, 46, 43, 12, 28, 54
2018/7/23, 53, 39, 11, 27, 53
2018/7/24, 48, 39, 11, 28, 54
2018/7/25, 48, 43, 16, 25, 43
2018/7/26, 52, 42, 20, 24, 44
2018/7/27, 51, 43, 23, 23, 44
2018/7/28, 52, 46, 24, 22, 39
2018/7/29, 56, 50, 25, 22, 43
2018/7/30, 60, 54, 22, 24, 54
2018/7/31, 65, 68, 23, 24, 53
2018/8/1, 83, 71, 23, 24, 55
2018/8/2, 87, 57, 20, 25, 53
2018/8/3, 69, 40, 17, 23, 47
2018/8/4, 49, 37, 20, 23, 46
2018/8/5, 45, 41, 22, 21, 40
2018/8/6, 50, 37, 21, 22, 41
2018/8/7, 45, 38, 22, 23, 53
2018/8/8, 46, 40, 19, 23, 53
2018/8/9, 48, 38, 19, 22, 53
2018/8/10, 46, 34, 18, 22, 53
2018/8/11, 42, 30, 18, 22, 51
2018/8/12, 37, 25, 18, 24, 54
2018/8/13, 31, 22, 15, 24, 54
2018/8/14, 27, 26, 15, 24, 54
2018/8/15, 31, 34, 20, 22, 54
2018/8/16, 41, 30, 23, 22, 51
2018/8/17, 36, 31, 23, 22, 51
2018/8/18, 38, 29, 20, 23, 50
2018/8/19, 36, 26, 18, 22, 53
2018/8/20, 31, 24, 15, 25, 56
2018/8/21, 29, 22, 11, 29, 58
2018/8/22, 28, 25, 16, 27, 55
2018/8/23, 31, 28, 17, 25, 50
2018/8/24, 34, 28, 9, 27, 49
2018/8/25, 34, 28, 9, 28, 51
2018/8/26, 34, 26, 14, 28, 51
2018/8/27, 33, 37, 13, 30, 53
2018/8/28, 46, 46, 15, 29, 48
2018/8/29, 57, 45, 25, 26, 43
2018/8/30, 56, 41, 25, 23, 42
2018/8/31, 51, 39, 27, 25, 40
2018/9/1, 48, 35, 28, 27, 37
2018/9/2, 43, 25, 17, 27, 39
2018/9/3, 31, 30, 11, 24, 40
2018/9/4, 36, 34, 18, 28, 38
2018/9/5, 42, 37, 31, 113, 35
2018/9/6, 45, 39, 32, 176, 35
2018/9/7, 48, 39, 32, 57, 35
2018/9/8, 48, 39, 32, 57, 35
2018/9/9, 48, 39, 32, 57, 35
2018/9/10, 48, 54, 43, 61, 48
2018/9/11, 65, 58, 43, 62, 52
2018/9/12, 69, 58, 43, 62, 52
2018/9/13, 69, 38, 26, 54, 41
2018/9/14, 44, 39, 26, 48, 42
2018/9/15, 45, 39, 26, 48, 42
2018/9/16, 45, 50, 38, 60, 51
2018/9/17, 59, 50, 38, 60, 52
2018/9/18, 59, 54, 23, 60, 48
2018/9/19, 64, 61, 24, 64, 50
2018/9/20, 73, 71, 52, 78, 46
2018/9/21, 84, 75, 53, 61, 36
2018/9/22, 89, 75, 42, 52, 31
2018/9/23, 89, 64, 34, 47, 33
2018/9/24, 76, 68, 43, 57, 37
2018/9/25, 81, 80, 48, 76, 46
2018/9/26, 99, 97, 50, 98, 43
2018/9/27, 129, 94, 26, 109, 49
2018/9/28, 125, 92, 32, 111, 54
2018/9/29, 116, 94, 24, 105, 55
2018/9/30, 119, 94, 24, 104, 51
2018/4/1, 93, 92, 50, 86, 45
2018/4/2, 119, 101, 34, 59, 47
2018/4/3, 141, 103, 34, 46, 40
2018/4/4, 146, 106, 45, 56, 34
2018/4/5, 157, 111, 38, 54, 27
2018/4/6, 175, 120, 45, 52, 28
2018/4/7, 208, 123, 45, 53, 28
2018/4/8, 220, 123, 40, 50, 26
2018/4/9, 218, 103, 127, 46, 28
2018/4/10, 147, 99, 127, 48, 26
2018/4/11, 136, 100, 100, 50, 26
2018/4/12, 140, 103, 94, , 
2018/4/13, 146, , 84, , 
2018/4/14, 145, , , , 
2018/4/16, 107, 99, 75, 45, 46
2018/4/17, 138, 104, 19, 46, 55
2018/4/18, 151, 102, 62, , 44
2018/4/19, 146, 104, 62, , 44
2018/4/20, 150, , , , 
2018/4/23, 111, 92, 77, , 31
2018/4/24, 115, 90, 77, , 27
2018/4/25, 111, 82, 72, , 24
2018/4/26, 97, 72, 88, , 27
2018/4/27, 85, 71, 101, , 31
2018/4/28, 85, 69, 102, , 28
2018/4/29, 83, 62, 80, , 23
2018/4/30, 75, 78, 62, , 22
2018/5/1, 98, 90, 58, , 24
2018/5/2, 111, 78, 58, , 26
2018/5/3, 92, 78, 64, , 32
2018/5/4, 94, 81, 64, , 43
2018/5/5, 97, 93, 73, , 43
2018/5/6, 128, 99, 74, , 42
2018/5/7, 148, 92, 58, , 50
2018/5/8, 116, 89, 63, , 62
2018/5/9, 105, 102, 70, , 71
2018/5/10, 142, 123, 66, , 68
2018/5/11, 217, 112, 52, , 54
2018/5/12, 192, 86, 59, , 48
2018/5/13, 101, 82, 63, , 45
2018/5/14, 98, 74, 66, 46, 45
2018/5/15, 88, 86, 61, 93, 47
2018/5/16, 104, 103, 50, 67, 48
2018/5/17, 143, 97, 64, 63, 48
2018/5/18, 128, 90, 65, 53, 47
2018/5/19, 108, 100, 72, 53, 45
2018/5/20, 132, 103, 74, 42, 43
2018/5/21, 141, 98, 64, 37, 44
2018/5/22, 129, 92, 60, 46, 44
2018/5/23, 115, 98, 61, 35, 43
2018/5/24, 137, 121, 62, 38, 43
2018/5/25, 206, 111, 50, 47, 50
2018/5/26, 176, 109, 67, 62, 58
2018/5/27, 176, 120, 68, 55, 58
2018/5/28, 219, 113, 35, 39, 54
2018/5/29, 193, 87, 31, 33, 50
2018/5/30, 117, 75, 41, 35, 54
2018/5/31, 90, 87, 62, 50, 65
2018/6/1, 111, 81, 64, 71, 67
2018/6/2, 100, 63, 45, 70, 68
2018/6/3, 77, 48, 45, 57, 66
2018/6/4, 59, 60, 31, 72, 75
2018/6/5, 73, 70, 59, 77, 75
2018/6/6, 87, 58, 31, 65, 71
2018/6/7, 71, 51, 30, 54, 70
2018/6/8, 63, 40, 31, 46, 64
2018/6/9, 49, 37, 32, 35, 60
2018/6/10, 46, 58, 20, 30, 63
2018/6/11, 70, 69, 27, 28, 61
2018/6/12, 82, 75, 30, 27, 56
2018/6/13, 89, 79, 30, 28, 54
2018/6/14, 93, 67, 31, 32, 52
2018/6/15, 79, 57, 30, 35, 46
2018/6/16, 69, 51, 30, 40, 48
2018/6/17, 62, 37, 28, 46, 53
2018/6/18, 46, 25, 49, 57, 56
2018/6/19, 31, 39, 51, 68, 60
2018/6/20, 49, 76, 35, 76, 60
2018/6/21, 96, 66, 31, 66, 53
