date, pm25, pm10, o3, no2, so2
2020/1/2, 27, , 30, 3, 3
2020/1/3, 43, , 23, 7, 3
2020/1/4, 40, , 29, 4, 3
2020/1/5, 30, , 30, 2, 3
2020/1/6, 42, , 27, 3, 3
2020/1/7, 42, , 25, 5, 4
2020/1/8, 45, , 30, 3, 4
2020/1/9, 45, , 27, 5, 4
2020/1/10, 41, , 33, 1, 3
2020/1/11, 44, , 31, 2, 4
2020/1/12, 38, , 32, 1, 4
2020/1/13, 36, , 33, 1, 4
2020/1/14, 48, , 30, 3, 4
2020/1/15, 35, , 30, 1, 
2020/1/16, 34, , , , 
2019/10/1, 25, , 23, 7, 3
2019/10/2, 33, , 31, 4, 4
2019/10/3, 34, , 27, 3, 5
2019/10/4, 39, , 12, 3, 4
2019/10/5, 30, , 30, 2, 4
2019/10/6, 27, , 27, 4, 5
2019/10/7, 21, , 27, 4, 6
2019/10/8, 37, , 29, 3, 6
2019/10/9, 25, , 27, 2, 6
2019/10/10, 33, , 30, 2, 6
2019/10/11, 26, , 29, 4, 6
2019/10/12, 19, , 31, 3, 7
2019/10/13, 23, , 22, 7, 6
2019/10/14, 21, , 30, 5, 4
2019/10/15, 26, , 31, 6, 5
2019/10/16, 29, , 36, 3, 5
2019/10/17, 26, , 35, 3, 5
2019/10/18, 29, , 33, 6, 5
2019/10/19, 29, , 22, 5, 4
2019/10/20, 42, , 22, 5, 3
2019/10/21, 34, , 17, 8, 4
2019/10/22, 45, , 8, 11, 5
2019/10/23, 58, , 18, 11, 6
2019/10/24, 45, , 35, 1, 5
2019/10/25, 28, , 35, 1, 5
2019/10/26, 33, , 23, 6, 4
2019/10/27, 34, , 14, 9, 4
2019/10/28, 46, , 27, 5, 4
2019/10/29, 30, , 23, 6, 4
2019/10/30, 50, , 13, 7, 5
2019/10/31, 63, , 31, 2, 7
2019/11/1, 17, , 30, 1, 9
2019/11/2, 36, , 25, 3, 10
2019/11/3, 28, , 21, 6, 10
2019/11/4, 29, , 16, 5, 5
2019/11/5, 41, , 29, 6, 1
2019/11/6, 39, , 29, 8, 1
2019/11/7, 36, , 18, 9, 1
2019/11/8, 49, , 24, 7, 1
2019/11/9, 46, , 20, 8, 1
2019/11/10, 59, , 31, 3, 1
2019/11/11, 35, , 31, 3, 1
2019/11/12, 27, , 31, 3, 1
2019/11/13, 28, , 19, 11, 2
2019/11/14, 43, , 22, 5, 1
2019/11/15, 38, , 18, 8, 2
2019/11/16, 55, , 12, 8, 2
2019/11/17, 70, , 21, 9, 2
2019/11/18, 48, , 26, 7, 3
2019/11/19, 60, , 29, 3, 3
2019/11/20, 37, , 22, 4, 3
2019/11/21, 42, , 34, 2, 2
2019/11/22, 30, , 17, 7, 1
2019/11/23, 36, , 16, 6, 
2019/11/24, 46, , 29, 2, 1
2019/11/25, 20, , 32, 1, 1
2019/11/26, 29, , 34, 3, 2
2019/11/27, 20, , 26, 6, 2
2019/11/28, 37, , 24, 9, 2
2019/11/29, 45, , 28, 7, 1
2019/11/30, 39, , 26, 5, 2
2019/12/1, 41, , 18, 14, 2
2019/12/2, 68, , 17, 17, 4
2019/12/3, 77, , 15, 16, 3
2019/12/4, 79, , 31, 8, 3
2019/12/5, 71, , 33, 2, 3
2019/12/6, 20, , 28, 3, 3
2019/12/7, 28, , 32, 1, 3
2019/12/8, 34, , 30, 7, 3
2019/12/9, 37, , 30, 2, 3
2019/12/10, 33, , 28, 5, 4
2019/12/11, 30, , 32, 3, 4
2019/12/12, 19, , 31, 3, 4
2019/12/13, 35, , 34, , 4
2019/12/14, 30, , 34, 1, 4
2019/12/15, 31, , 30, 6, 4
2019/12/16, 31, , 13, 17, 4
2019/12/17, 50, , 30, 4, 5
2019/12/18, 32, , 33, 2, 5
2019/12/19, 39, , 31, 5, 5
2019/12/20, 18, , 34, 1, 5
2019/12/21, 30, , 29, 3, 5
2019/12/22, 33, , 28, 3, 4
2019/12/23, 32, , 31, 2, 4
2019/12/24, 39, , 24, 4, 4
2019/12/25, 41, , 31, 2, 3
2019/12/26, 28, , 25, 3, 3
2019/12/27, 34, , 24, 2, 3
2019/12/28, 29, , , , 
2019/7/1, 34, , 29, 2, 1
2019/7/2, 40, , 32, 3, 1
2019/7/3, 43, , 34, 4, 1
2019/7/4, 37, , 42, 5, 2
2019/7/5, 47, , 34, 2, 3
2019/7/6, 29, , 28, 2, 2
2019/7/7, 28, , 36, 3, 2
2019/7/8, 31, , 36, 5, 2
2019/7/9, 43, , 39, 4, 2
2019/7/10, 41, , 35, 2, 3
2019/7/11, 33, , 33, 1, 3
2019/7/12, 23, , 28, 1, 2
2019/7/13, 27, , 39, 2, 2
2019/7/14, 38, , 35, 2, 2
2019/7/15, 29, , 36, 4, 3
2019/7/16, 35, , 41, 3, 3
2019/7/17, 35, , 28, 2, 3
2019/7/18, 27, , 21, 2, 3
2019/7/19, 29, , 28, 2, 4
2019/7/20, 23, , 27, 2, 2
2019/7/21, 21, , 22, 2, 2
2019/7/22, 31, , 58, 3, 3
