date, pm25, o3, so2
2019/12/9, 54, 22, 1
2019/12/10, 18, 15, 1
2019/12/11, 44, 17, 2
2019/12/12, 43, 13, 2
2019/12/13, 53, 13, 1
2019/12/14, 63, 14, 
2019/12/15, 54, 16, 
2019/12/16, 55, 20, 
2019/12/17, 49, 21, 
2019/12/18, 54, 16, 3
2019/12/19, 61, 13, 3
2019/12/20, 66, , 
2019/7/1, 47, 44, 1
2019/7/2, 60, 35, 1
2019/7/3, 50, 35, 2
2019/7/4, 60, 31, 1
2019/7/5, 63, 35, 1
2019/7/6, 51, 42, 2
2019/7/7, 67, 40, 1
2019/7/8, 73, 52, 2
2019/7/9, 61, 42, 1
2019/7/10, 62, 38, 2
2019/7/11, 31, 38, 
2019/7/12, 45, 51, 
2019/7/13, 73, 46, 
2019/7/14, 57, 29, 
2019/7/15, 65, 23, 
2019/7/16, 39, 31, 
2019/7/17, 40, 34, 
2019/7/18, 47, 28, 
2019/7/19, 57, 30, 
2019/7/20, 55, 29, 
2019/7/21, 53, 27, 1
2019/7/22, 42, 32, 1
2019/7/23, 43, 38, 1
2019/7/24, 53, 41, 1
2019/7/25, 57, 51, 1
2019/7/26, 66, 45, 1
2019/7/27, 74, 40, 1
2019/7/28, 70, 31, 1
2019/7/29, 62, 35, 
2019/7/30, 46, 35, 1
2019/7/31, 41, 43, 1
2019/8/1, 48, 48, 1
2019/8/2, 56, 51, 1
2019/8/3, 57, 49, 1
2019/8/4, 63, 48, 1
2019/8/5, 64, 44, 1
2019/8/6, 54, 40, 1
2019/8/7, 51, 38, 1
2019/8/8, 57, 40, 1
2019/8/9, 40, 48, 1
2019/8/10, 52, 49, 1
2019/8/11, 63, 39, 1
2019/8/12, 65, 37, 1
2019/8/13, 45, 35, 1
2019/8/14, 40, 34, 1
2019/8/15, 45, 37, 1
2019/8/16, 54, 34, 1
2019/8/17, 55, 33, 1
2019/8/18, 65, 40, 1
2019/8/19, 60, 30, 1
2019/8/20, 56, 34, 1
2019/8/21, 52, 27, 1
2019/8/22, 47, 33, 1
2019/8/23, 52, 30, 1
2019/8/24, 46, 33, 1
2019/8/25, 51, 21, 1
2019/8/26, 51, 31, 1
2019/8/27, 43, 28, 1
2019/8/28, 44, 32, 1
2019/8/29, 46, 31, 1
2019/8/30, 53, 29, 1
2019/8/31, 45, 38, 1
2019/9/1, 55, 31, 1
2019/9/2, 56, 30, 1
2019/9/3, 63, 30, 1
2019/9/4, 46, 28, 1
2019/9/5, 37, 27, 1
2019/9/6, 56, 29, 1
2019/9/7, 44, 28, 1
2019/9/8, 60, 40, 1
2019/9/9, 55, 41, 1
2019/9/10, 63, 40, 1
2019/9/11, 69, 38, 1
2019/9/12, 72, 34, 1
2019/9/13, 56, 34, 1
2019/9/14, 43, 38, 1
2019/9/15, 52, 39, 1
2019/9/16, 63, 46, 1
2019/9/17, 59, 46, 1
2019/9/18, 65, 52, 1
2019/9/19, 68, 46, 1
2019/9/20, 76, 40, 1
2019/9/21, 66, 33, 1
2019/9/22, 52, 27, 1
2019/9/23, 40, 32, 1
2019/9/24, 49, 34, 1
2019/9/25, 52, 31, 1
2019/9/26, 43, 40, 1
2019/9/27, 54, 41, 1
2019/9/28, 54, 32, 1
2019/9/29, 56, 34, 1
2019/9/30, 67, 34, 1
2019/4/1, 45, 39, 3
2019/4/2, 43, 38, 3
2019/4/3, 54, 38, 2
2019/4/4, 43, 37, 2
2019/4/5, 50, 41, 2
2019/4/6, 67, 35, 2
2019/4/7, 48, 40, 2
2019/4/8, 30, 41, 2
2019/4/9, 36, 38, 2
2019/4/10, 36, 40, 3
2019/4/11, 39, 37, 2
2019/4/12, 25, 37, 2
2019/4/13, 36, 32, 2
2019/4/14, 22, 36, 2
2019/4/15, 17, 47, 3
2019/4/16, 30, 47, 3
2019/4/17, 37, 33, 2
2019/4/18, 28, 29, 
2019/4/19, 20, 42, 2
2019/4/20, 20, 43, 2
2019/4/21, 42, 48, 2
2019/4/22, 42, 35, 2
2019/4/23, 41, 26, 1
2019/4/24, 36, , 
2019/4/30, 50, 32, 1
2019/5/1, 32, 27, 
2019/5/2, 27, 27, 
2019/5/3, 33, 24, 
2019/5/4, 26, 41, 2
2019/5/5, 41, 45, 2
2019/5/6, 59, 2, 2
2019/5/7, 84, , 
2019/5/12, 27, 37, 2
2019/5/13, 38, 43, 2
2019/5/14, 53, 41, 2
2019/5/15, 53, 40, 2
2019/5/16, 53, 48, 1
2019/5/17, 47, 48, 2
2019/5/18, 63, 39, 1
2019/5/19, 34, 24, 1
2019/5/20, 18, 25, 2
2019/5/21, 22, 42, 2
2019/5/22, 43, 34, 1
2019/5/23, 46, 32, 2
2019/5/24, 54, 40, 1
2019/5/25, 48, 38, 1
2019/5/26, 39, 35, 1
2019/5/27, 47, 37, 1
2019/5/28, 59, 35, 1
2019/5/29, 41, 40, 1
2019/5/30, 34, 42, 1
2019/5/31, 25, 44, 2
2019/6/1, 39, 40, 1
2019/6/2, 48, 47, 2
2019/6/3, 43, 51, 2
2019/6/4, 47, 40, 1
2019/6/5, 35, 57, 1
2019/6/6, 44, 51, 1
2019/6/7, 54, 38, 1
2019/6/8, 45, 28, 
2019/6/9, 33, 35, 1
2019/6/10, 24, 44, 2
2019/6/13, 21, , 
2019/6/16, 35, 27, 
2019/6/17, 42, 9, 1
2019/6/18, 51, , 
2019/6/23, 38, 34, 1
2019/6/24, 38, 42, 2
2019/6/25, 34, 42, 2
2019/6/26, 54, 49, 2
2019/6/27, 44, 47, 2
2019/6/28, 56, 47, 1
2019/6/29, 60, 43, 1
2019/6/30, 50, 36, 1
2019/1/1, 34, 16, 3
2019/1/2, 36, 19, 4
2019/1/3, 40, 21, 3
2019/1/4, 55, 20, 2
2019/1/5, 41, 19, 2
2019/1/6, 68, 25, 1
2019/1/7, 38, 25, 1
2019/1/8, 29, 20, 
2019/1/9, 19, 18, 1
2019/1/10, 32, 17, 
2019/1/11, 56, 16, 
2019/1/12, 50, 26, 
2019/1/13, 49, 30, 
2019/1/14, 51, 26, 1
2019/1/15, 54, 19, 1
2019/1/16, 39, 11, 
2019/1/17, 49, 19, 1
2019/1/18, 47, 26, 1
2019/1/19, 33, 29, 1
2019/1/20, 21, 28, 1
2019/1/21, 36, 25, 3
2019/1/22, 35, 23, 1
2019/1/23, 33, 27, 2
2019/1/24, 50, 28, 2
2019/1/25, 16, 20, 2
2019/1/26, 40, 25, 2
2019/1/27, 56, 25, 2
2019/1/28, 45, 29, 2
2019/1/29, 26, 27, 1
2019/1/30, 20, 21, 2
2019/1/31, 29, 19, 2
2019/2/1, 57, 17, 2
2019/2/2, 81, 31, 2
2019/2/3, 50, 21, 1
2019/2/4, 41, 14, 1
2019/2/5, 35, 3, 1
2019/2/6, 26, 15, 1
2019/2/7, 23, 27, 1
2019/2/8, 24, 26, 2
2019/2/9, 32, 15, 2
2019/2/10, 48, 8, 
2019/2/11, 47, 23, 
2019/2/12, 27, 30, 2
2019/2/13, 34, 21, 3
2019/2/14, 26, , 
2019/2/17, 53, 28, 2
2019/2/18, 40, 25, 2
2019/2/19, 45, 22, 3
2019/2/20, 32, 31, 2
2019/2/21, 52, 25, 2
2019/2/22, 66, 18, 3
2019/2/23, 47, 37, 2
2019/2/24, 36, 31, 2
2019/2/25, 29, 24, 3
2019/2/26, 40, 19, 3
2019/2/27, 59, 24, 2
2019/2/28, 58, 31, 2
2019/3/1, 55, 29, 2
2019/3/2, 60, 31, 2
2019/3/3, 43, 31, 2
2019/3/4, 34, 32, 2
2019/3/5, 43, 35, 2
2019/3/6, 35, 26, 3
2019/3/7, 54, 30, 2
2019/3/8, 58, 27, 2
2019/3/9, 47, , 2
2019/3/10, 43, , 2
2019/3/11, 48, 37, 3
2019/3/14, 37, 33, 2
2019/3/15, 19, 36, 2
2019/3/16, 29, 2, 3
2019/3/17, 44, , 2
2019/3/18, 45, , 3
2019/3/19, 70, 29, 3
2019/3/20, 51, 29, 2
2019/3/21, 52, 36, 
2019/3/22, 35, 38, 2
2019/3/23, 38, 32, 2
2019/3/24, 63, 37, 2
2019/3/25, 50, 38, 2
2019/3/26, 24, 36, 4
2019/3/27, 45, 32, 3
2019/3/28, 45, , 3
2019/3/29, 58, , 2
2019/3/30, 37, , 2
2019/3/31, 18, , 2
2018/10/1, 55, 28, 
2018/10/2, 40, 29, 
2018/10/3, 43, 23, 
2018/10/4, 29, 26, 
2018/10/5, 34, 30, 
2018/10/6, 41, 32, 1
2018/10/7, 38, 34, 1
2018/10/8, 53, 29, 
2018/10/9, 32, 21, 
2018/10/10, 20, 21, 
2018/10/11, 14, 22, 
2018/10/12, 15, 25, 
2018/10/13, 19, 21, 
2018/10/14, 16, 20, 
2018/10/15, 18, 25, 1
2018/10/16, 28, 27, 1
2018/10/17, 27, 27, 1
2018/10/18, 38, 24, 2
2018/10/19, 43, 29, 1
2018/10/20, 24, 26, 1
2018/10/21, 18, 30, 1
2018/10/22, 17, 25, 1
2018/10/25, 29, 15, 1
2018/10/26, 37, 26, 1
2018/10/27, 49, 28, 1
2018/10/28, 39, 29, 1
2018/10/29, 25, 35, 2
2018/10/30, 46, 28, 2
2018/10/31, 40, 28, 1
2018/11/1, 12, 23, 1
2018/11/2, 22, 20, 2
2018/11/3, 55, 25, 1
2018/11/4, 32, 18, 1
2018/11/5, 23, 19, 1
2018/11/6, 21, 16, 1
2018/11/7, 22, 17, 1
2018/11/8, 30, 19, 1
2018/11/9, 33, 22, 1
2018/11/10, 30, 22, 2
2018/11/11, 47, 15, 1
2018/11/12, 63, 22, 1
2018/11/13, 43, 18, 1
2018/11/14, 51, 18, 1
2018/11/15, 45, 19, 1
2018/11/16, 57, 16, 1
2018/11/17, 69, 11, 1
2018/11/18, 62, 14, 1
2018/11/19, 48, 19, 1
2018/11/20, 51, 16, 
2018/11/21, 61, 18, 1
2018/11/22, 70, 24, 
2018/11/23, 53, 24, 
2018/11/24, 35, 26, 
2018/11/25, 50, 20, 
2018/11/26, 26, 18, 
2018/11/27, 38, 17, 
2018/11/28, 37, 14, 1
2018/11/29, 51, 14, 
2018/11/30, 72, 24, 
2018/12/1, 32, 21, 
2018/12/2, 20, 14, 
2018/12/3, 14, 20, 
2018/12/4, 22, 26, 
2018/12/5, 32, 14, 
2018/12/6, 45, 20, 
2018/12/7, 49, 20, 
2018/12/8, 42, 21, 
2018/12/9, 55, 13, 1
2018/12/10, 82, 22, 
2018/12/11, 75, 24, 1
2018/12/12, 52, 16, 
2018/12/13, 60, 14, 
2018/12/14, 47, 19, 
2018/12/15, 40, 17, 1
2018/12/16, 50, 18, 
2018/12/17, 34, 21, 
2018/12/18, 54, 15, 2
2018/12/19, 57, 16, 1
2018/12/20, 53, 14, 
2018/12/21, 30, 19, 1
2018/12/22, 45, 15, 
2018/12/23, 50, 20, 
2018/12/24, 43, 27, 1
2018/12/25, 44, 22, 1
2018/12/26, 55, 23, 
2018/12/27, 35, 20, 
2018/12/28, 24, 17, 
2018/12/29, 33, 14, 2
2018/12/30, 54, , 
2018/7/1, 56, 32, 2
2018/7/2, 56, 35, 1
2018/7/3, 55, 29, 2
2018/7/4, 73, 27, 2
2018/7/5, 73, 34, 2
2018/7/6, 36, 41, 2
2018/7/7, 34, 39, 2
2018/7/8, 53, 35, 2
2018/7/9, 54, 36, 2
2018/7/10, 49, 43, 2
2018/7/11, 47, 45, 2
2018/7/12, 57, 64, 3
2018/7/13, 68, 50, 2
2018/7/14, 73, 41, 2
2018/7/15, 53, 36, 2
2018/7/16, 54, 38, 2
2018/7/17, 35, 30, 2
2018/7/18, 29, 50, 3
2018/7/19, 42, 36, 2
2018/7/20, 33, 30, 2
2018/7/21, 34, 30, 2
2018/7/22, 38, 33, 2
2018/7/23, 48, 38, 2
2018/7/24, 70, 22, 2
2018/7/25, 45, 36, 
2018/7/26, 38, 27, 
2018/7/27, 27, 34, 
2018/7/28, 40, 17, 2
2018/7/29, 49, 30, 2
2018/7/30, 39, 15, 2
2018/7/31, 39, 24, 2
2018/8/1, 61, 38, 2
2018/8/2, 56, 39, 2
2018/8/3, 53, 41, 2
2018/8/4, 59, 36, 2
2018/8/5, 68, 31, 2
2018/8/6, 48, 32, 2
2018/8/7, 41, 34, 2
2018/8/8, 44, 37, 2
2018/8/9, 46, 36, 2
2018/8/10, 48, 32, 2
2018/8/11, 61, 36, 2
2018/8/12, 63, 32, 2
2018/8/13, 62, 38, 2
2018/8/14, 75, 20, 2
2018/8/15, 72, 21, 1
2018/8/16, 59, 28, 1
2018/8/17, 38, 32, 1
2018/8/18, 40, 34, 1
2018/8/19, 64, 32, 1
2018/8/20, 53, 28, 
2018/8/21, 46, 27, 
2018/8/22, 54, 32, 
2018/8/23, 57, 28, 
2018/8/24, 51, 33, 
2018/8/25, 72, 33, 
2018/8/26, 85, 33, 
2018/8/27, 67, 31, 
2018/8/28, 55, 29, 
2018/8/29, 30, 31, 
2018/8/30, 36, 36, 40
2018/8/31, 40, 26, 
2018/9/1, 43, 27, 
2018/9/2, 46, 27, 
2018/9/3, 45, 35, 
2018/9/4, 44, 33, 
2018/9/5, 51, 36, 
2018/9/6, 47, 18, 
2018/9/7, 37, 26, 
2018/9/8, 21, 18, 
2018/9/9, 22, 31, 
2018/9/10, 34, 36, 1
2018/9/11, 41, 36, 
2018/9/12, 41, 41, 
2018/9/13, 43, 41, 
2018/9/14, 45, 42, 
2018/9/15, 54, 24, 
2018/9/16, 43, 31, 
2018/9/17, 36, 42, 
2018/9/18, 43, 39, 
2018/9/19, 58, 40, 
2018/9/20, 68, 29, 
2018/9/21, 49, 16, 
2018/9/22, 23, 33, 
2018/9/23, 35, 16, 
2018/9/24, 32, 18, 
2018/9/25, 47, 26, 
2018/9/26, 36, 18, 1
2018/9/27, 43, 32, 1
2018/9/28, 35, 22, 
2018/9/29, 28, 40, 1
2018/9/30, 55, 36, 1
2018/4/1, 24, 34, 
2018/4/2, 31, 21, 
2018/4/3, 30, 33, 
2018/4/4, 31, 34, 4
2018/4/5, 39, 36, 3
2018/4/6, 31, 34, 
2018/4/7, 31, 38, 
2018/4/8, 39, 36, 
2018/4/9, 39, 36, 3
2018/4/10, 50, 36, 5
2018/4/11, 58, 46, 4
2018/4/12, 36, 38, 3
2018/4/13, 54, 38, 
2018/4/14, 38, 28, 
2018/4/15, 24, 32, 
2018/4/16, 24, 42, 
2018/4/17, 29, 36, 3
2018/4/18, 38, 39, 
2018/4/19, 26, 38, 3
2018/4/20, 31, 43, 
2018/4/21, 48, 42, 3
2018/4/22, 39, 32, 
2018/4/23, 35, 28, 
2018/4/24, 35, 10, 
2018/4/25, 42, , 
2018/4/29, 69, 46, 3
2018/4/30, 61, 49, 3
2018/5/1, 51, 40, 3
2018/5/2, 56, 31, 3
2018/5/3, 44, 41, 3
2018/5/4, 39, 49, 
2018/5/5, 60, 45, 4
2018/5/6, 51, 43, 2
2018/5/7, 38, 48, 
2018/5/8, 46, 46, 3
2018/5/9, 52, 48, 2
2018/5/10, 44, 49, 4
2018/5/11, 56, 39, 3
2018/5/12, 60, 37, 
2018/5/13, 61, 40, 
2018/5/14, 60, 37, 2
2018/5/15, 40, 40, 2
2018/5/16, 51, 58, 2
2018/5/17, 52, 34, 2
2018/5/18, 52, 39, 2
2018/5/19, 48, 45, 2
2018/5/20, 47, 40, 2
2018/5/21, 47, 41, 2
2018/5/22, 49, 44, 2
2018/5/23, 35, 49, 2
2018/5/24, 45, 65, 3
2018/5/25, 54, 48, 2
2018/5/26, 44, 52, 2
2018/5/27, 52, , 
2018/5/29, 49, 19, 2
2018/5/30, 29, 40, 2
2018/5/31, 42, 44, 2
2018/6/1, 51, 51, 2
2018/6/2, 45, 42, 2
2018/6/3, 22, 38, 2
2018/6/4, 21, 51, 2
2018/6/5, 23, 46, 2
2018/6/6, 31, 50, 3
2018/6/7, 55, 65, 2
2018/6/8, 64, 38, 2
2018/6/9, 57, 34, 2
2018/6/10, 30, 38, 2
2018/6/11, 31, 32, 2
2018/6/12, 39, 36, 2
2018/6/13, 40, 43, 2
2018/6/14, 27, 53, 2
2018/6/15, 45, 51, 2
2018/6/16, 68, 42, 2
2018/6/17, 66, 32, 2
2018/6/18, 65, 33, 2
2018/6/21, 33, 32, 2
2018/6/22, 23, 28, 
2018/6/23, 34, 36, 
2018/6/24, 37, 28, 
2018/6/25, 51, 38, 
2018/6/26, 43, 35, 2
2018/6/27, 30, 27, 2
2018/6/28, 39, , 
2018/1/1, 33, 21, 2
2018/1/2, 40, 24, 2
2018/1/3, 35, 24, 
2018/1/4, 35, 27, 
2018/1/5, 25, 22, 
2018/1/6, 47, 21, 3
2018/1/7, 44, 20, 1
2018/1/8, 52, 13, 
2018/1/9, 66, 17, 
2018/1/10, 47, 19, 
2018/1/11, 19, 26, 
2018/1/12, 17, 25, 
2018/1/13, 12, 24, 2
2018/1/14, 45, 23, 1
2018/1/15, 30, 19, 
2018/1/16, 32, 18, 2
2018/1/17, 47, 25, 3
2018/1/18, 53, 28, 4
2018/1/19, 50, 24, 3
2018/1/20, 38, 21, 
2018/1/21, 48, 26, 
2018/1/22, 25, 20, 
2018/1/23, 11, 22, 
2018/1/24, 32, 21, 2
2018/1/25, 47, 33, 2
2018/1/26, 33, 28, 1
2018/1/27, 39, 26, 
2018/1/28, 50, 23, 
2018/1/29, 26, 23, 2
2018/1/30, 25, 25, 2
2018/1/31, 25, 21, 
2018/2/1, 26, 24, 
2018/2/2, 14, 21, 3
2018/2/3, 20, 26, 2
2018/2/4, 19, 27, 2
2018/2/5, 22, 26, 
2018/2/6, 36, 28, 2
2018/2/7, 56, 28, 3
2018/2/8, 64, 23, 2
2018/2/9, 45, 22, 
2018/2/10, 72, 31, 
2018/2/11, 49, 30, 
2018/2/12, 43, 25, 2
2018/2/13, 55, 10, 
2018/2/14, 44, 16, 
2018/2/15, 29, 27, 
2018/2/16, 41, 19, 
2018/2/17, 35, 27, 
2018/2/18, 31, 21, 
2018/2/19, 27, 24, 
2018/2/20, 23, 17, 
2018/2/21, 28, 24, 
2018/2/22, 12, 14, 
2018/2/23, 16, 18, 
2018/2/24, 8, 29, 
2018/2/25, 24, 31, 
2018/2/26, 43, 38, 2
2018/2/27, 40, 26, 1
2018/2/28, 26, 25, 
2018/3/1, 17, 30, 
2018/3/2, 26, 33, 
2018/3/3, 23, 35, 
2018/3/4, 15, 28, 1
2018/3/5, 13, 30, 2
2018/3/6, 14, 32, 2
2018/3/7, 18, 31, 
2018/3/8, 24, 32, 3
2018/3/9, 32, 36, 
2018/3/10, 34, 32, 
2018/3/11, 24, 30, 
2018/3/12, 33, 34, 
2018/3/13, 24, 35, 3
2018/3/14, 25, 38, 3
2018/3/15, 33, 33, 
2018/3/16, 20, 24, 
2018/3/17, 31, 38, 
2018/3/18, 32, 38, 3
2018/3/19, 29, 28, 
2018/3/22, 43, 40, 
2018/3/23, 45, 35, 
2018/3/24, 31, 40, 
2018/3/25, 32, 31, 3
2018/3/26, 35, 24, 
2018/3/27, 35, 13, 
2018/3/28, 56, 23, 
2018/3/29, 24, 34, 
2018/3/30, 27, 31, 
2018/3/31, 42, 31, 
2017/10/1, 39, 42, 1
2017/10/2, 37, 32, 1
2017/10/3, 35, 29, 
2017/10/4, 45, 28, 
2017/10/5, 50, 39, 
2017/10/6, 52, 32, 
2017/10/7, 44, , 
2017/10/10, 35, 11, 
2017/10/11, 18, 17, 
2017/10/12, 24, 34, 2
2017/10/13, 52, 41, 
2017/10/14, 49, 25, 
2017/10/15, 28, 27, 
2017/10/16, 27, 32, 2
2017/10/17, 37, 36, 
2017/10/18, 45, 39, 
2017/10/19, 50, 41, 2
2017/10/20, 59, 36, 1
2017/10/21, 51, 31, 
2017/10/22, 36, 24, 
2017/10/23, 19, 28, 
2017/10/26, 41, 21, 
2017/10/27, 25, 19, 
2017/10/28, 14, 25, 
2017/10/29, 31, 17, 
2017/10/30, 32, 23, 
2017/10/31, 24, 14, 
2017/11/1, 27, 17, 
2017/11/2, 39, 20, 
2017/11/3, 32, 9, 
2017/11/4, 47, 16, 
2017/11/5, 37, 15, 
2017/11/6, 17, 20, 
2017/11/7, 19, 23, 
2017/11/8, 27, 26, 
2017/11/9, 39, 27, 
2017/11/10, 16, 22, 
2017/11/11, 32, 10, 
2017/11/12, 49, 20, 
2017/11/13, 54, 25, 
2017/11/14, 43, 18, 
2017/11/15, 34, 15, 
2017/11/16, 23, 16, 
2017/11/17, 37, 23, 
2017/11/18, 26, 20, 
2017/11/19, 35, 23, 2
2017/11/20, 23, 21, 1
2017/11/21, 25, 19, 
2017/11/22, 33, 21, 2
2017/11/23, 59, 25, 2
2017/11/24, 44, 26, 
2017/11/25, 14, 23, 
2017/11/26, 37, 27, 2
2017/11/27, 38, 31, 2
2017/11/28, 26, 22, 1
2017/11/29, 36, 19, 
2017/11/30, 38, 16, 
2017/12/1, 42, 21, 2
2017/12/2, 71, 26, 
2017/12/3, 81, 32, 2
2017/12/4, 44, 24, 
2017/12/5, 24, 23, 
2017/12/6, 12, 20, 
2017/12/7, 27, 21, 
2017/12/8, 20, 20, 2
2017/12/9, 25, 20, 2
2017/12/10, 17, 16, 3
2017/12/11, 35, 23, 
2017/12/12, 25, 21, 1
2017/12/13, 19, 24, 
2017/12/14, 28, 18, 
2017/12/15, 28, 23, 
2017/12/16, 31, 17, 1
2017/12/17, 31, , 
2017/12/21, 44, 12, 
2017/12/22, 51, 17, 
2017/12/23, 51, 21, 
2017/12/24, 42, 27, 
2017/12/25, 18, 27, 
2017/12/26, 12, 24, 
2017/12/27, 29, 23, 
2017/12/28, 43, 17, 1
2017/12/29, 54, 26, 
2017/12/30, 42, 24, 
2017/12/31, 30, 24, 14
2017/7/1, 23, 39, 
2017/7/2, 36, 49, 1
2017/7/3, 64, 50, 1
2017/7/4, 76, 37, 
2017/7/5, 62, 38, 
2017/7/6, 37, 44, 
2017/7/7, 43, 36, 
2017/7/8, 30, 40, 
2017/7/9, 47, 36, 
2017/7/10, 44, 31, 
2017/7/11, 40, 34, 
2017/7/12, 47, 31, 
2017/7/13, 41, 31, 
2017/7/14, 22, 28, 
2017/7/15, 27, 36, 
2017/7/16, 56, 35, 
2017/7/17, 38, 41, 
2017/7/18, 41, 42, 
2017/7/19, 50, 34, 
2017/7/20, 60, 39, 
2017/7/21, 45, 31, 
2017/7/22, 40, , 
2017/7/23, 25, , 
2017/7/24, 32, 35, 
2017/7/25, 27, 39, 
2017/7/26, 46, 29, 
2017/7/27, 23, 33, 
2017/7/28, 36, 28, 
2017/7/29, 27, 31, 
2017/7/30, 42, 30, 
2017/7/31, 43, 39, 
2017/8/1, 48, 40, 
2017/8/2, 47, 36, 
2017/8/3, 50, 26, 
2017/8/4, 22, 26, 
2017/8/5, 26, 24, 
2017/8/6, 31, 30, 
2017/8/7, 30, 29, 
2017/8/8, 34, 42, 
2017/8/9, 42, 44, 
2017/8/10, 54, 36, 
2017/8/11, 48, 32, 
2017/8/12, 23, 34, 
2017/8/13, 39, 43, 
2017/8/14, 48, 36, 
2017/8/15, 43, 34, 
2017/8/16, 55, 33, 
2017/8/17, 27, 33, 
2017/8/18, 26, 42, 
2017/8/19, 52, 45, 1
2017/8/20, 54, 30, 
2017/8/21, 40, 32, 
2017/8/22, 29, 28, 
2017/8/23, 22, 31, 
2017/8/24, 27, 42, 
2017/8/25, 33, 42, 
2017/8/26, 45, 43, 
2017/8/27, 54, 46, 
2017/8/28, 53, 40, 
2017/8/29, 42, 43, 
2017/8/30, 39, 40, 
2017/8/31, 51, 25, 
2017/9/1, 32, 31, 
2017/9/2, 28, 33, 
2017/9/3, 53, 39, 
2017/9/4, 80, 27, 
2017/9/9, 43, 35, 1
2017/9/10, 31, 27, 1
2017/9/11, 31, 29, 
2017/9/12, 27, 19, 
2017/9/13, 18, 29, 
2017/9/14, 26, 48, 
2017/9/15, 43, 30, 
2017/9/16, 55, , 
2017/9/17, 53, , 
2017/9/18, 58, 32, 
2017/9/19, 47, 35, 
2017/9/20, 56, 35, 
2017/9/21, 58, 42, 
2017/9/22, 59, 55, 
2017/9/23, 61, 49, 1
2017/9/24, 52, 45, 
2017/9/25, 44, 47, 
2017/9/26, 66, 29, 
2017/9/27, 38, 31, 
2017/9/28, 19, 37, 
2017/9/29, 34, 32, 
2017/9/30, 33, 35, 
2017/4/1, 25, 36, 1
2017/4/2, 41, 37, 
2017/4/3, 32, 32, 
2017/4/4, 21, 28, 52
2017/4/5, 17, 32, 
2017/4/6, 11, 36, 
2017/4/7, 12, 43, 1
2017/4/8, 36, 48, 
2017/4/9, 35, 40, 
2017/4/10, 45, 29, 
2017/4/11, 37, 37, 
2017/4/12, 35, 46, 
2017/4/13, 46, 47, 2
2017/4/14, 67, 41, 1
2017/4/15, 49, 39, 
2017/4/16, 33, 38, 
2017/4/17, 26, 43, 
2017/4/18, 37, 38, 
2017/4/19, 53, 34, 
2017/4/20, 47, 28, 
2017/4/21, 16, 33, 
2017/4/22, 14, 44, 
2017/4/23, 25, 52, 
2017/4/24, 36, 48, 
2017/4/25, 40, 45, 
2017/4/26, 39, 32, 
2017/4/27, 21, 20, 
2017/4/28, 39, 31, 
2017/4/29, 36, 31, 
2017/4/30, 27, 32, 
2017/5/1, 20, 42, 
2017/5/2, 19, 28, 
2017/5/3, 18, 33, 
2017/5/4, 18, 41, 
2017/5/5, 25, 36, 
2017/5/6, 27, 40, 
2017/5/7, 39, 41, 
2017/5/8, 42, 47, 
2017/5/9, 44, 45, 
2017/5/10, 63, 33, 
2017/5/11, 39, 41, 
2017/5/12, 32, 52, 
2017/5/13, 52, 53, 1
2017/5/14, 52, 51, 1
2017/5/15, 69, 52, 
2017/5/16, 53, 46, 
2017/5/17, 55, 42, 
2017/5/18, 55, 33, 
2017/6/5, 22, 38, 
