date, pm10, no2, so2
2017/9/18, 7, 6, 
2017/9/19, 3, 8, 
2017/9/20, 6, 6, 
2017/9/21, 6, 9, 2
2017/9/22, 8, 5, 1
2017/9/23, 9, 6, 1
2017/9/24, 14, 7, 
2017/9/25, 11, 11, 1
2017/9/26, 9, 11, 1
2017/9/27, 15, 9, 1
2017/9/28, 22, 9, 
2017/9/29, 23, 5, 
2017/9/30, 19, 5, 1
2017/4/1, 19, 8, 
2017/4/2, 12, 9, 3
2017/4/3, 21, 5, 
2017/4/4, 14, 5, 
2017/4/5, 7, 5, 
2017/4/6, 7, 8, 
2017/4/7, 15, 7, 
2017/4/8, 7, 6, 
2017/4/9, 8, 11, 1
2017/4/10, 17, 10, 1
2017/4/11, 12, 10, 
2017/4/12, 17, 12, 1
2017/4/13, 18, 9, 1
2017/4/14, 10, 5, 
2017/4/15, 12, 3, 1
2017/4/16, 16, 2, 
2017/4/17, 2, 6, 
2017/4/18, 8, 3, 
2017/4/19, 33, 3, 
2017/4/20, 30, 6, 1
2017/4/21, 11, 8, 1
2017/4/22, 10, 3, 1
2017/4/23, 4, 12, 1
2017/4/24, 14, 9, 1
2017/4/25, 15, 6, 1
2017/4/26, 20, 6, 
2017/4/27, 6, 9, 1
2017/4/28, 2, 8, 1
2017/4/29, 8, 5, 1
2017/4/30, 7, 6, 2
2017/5/1, 15, 8, 1
2017/5/2, 13, 9, 1
2017/5/3, 10, 8, 
2017/5/4, 10, 10, 1
2017/5/5, 6, 7, 1
2017/5/6, 4, 3, 1
2017/5/7, 6, 6, 
2017/5/8, 7, 4, 
2017/5/9, 3, 6, 
2017/5/10, 12, 8, 1
2017/5/11, 18, 7, 1
2017/5/12, 12, 4, 1
2017/5/13, 3, 4, 2
2017/5/14, 4, 7, 1
2017/5/15, 6, 5, 1
2017/5/16, 12, 8, 1
2017/5/17, 16, 7, 1
2017/5/18, 20, 7, 1
2017/5/19, 18, 2, 
2017/5/20, 11, 1, 
2017/5/21, 10, 5, 1
2017/5/22, 12, 6, 
2017/5/23, 8, 10, 1
2017/5/24, 9, 2, 
2017/5/25, 4, 7, 2
2017/5/26, 9, 6, 2
2017/5/27, 9, 3, 1
2017/5/28, 10, 6, 2
2017/5/29, 12, 7, 1
2017/5/30, 20, 10, 1
2017/5/31, 17, 6, 1
2017/6/1, 14, 7, 1
2017/6/2, 13, 3, 1
2017/6/3, 9, 4, 1
2017/6/4, 10, 4, 1
2017/6/5, 6, 8, 1
2017/6/6, 10, 8, 1
2017/6/7, 4, 6, 1
2017/6/8, 8, 6, 1
2017/6/9, 10, 3, 1
2017/6/10, 5, 3, 1
2017/6/11, 7, 6, 1
2017/6/12, 14, 6, 1
2017/6/13, 16, 4, 1
2017/6/14, 16, 4, 1
2017/6/15, 14, 6, 1
2017/6/16, 13, 2, 1
2017/6/17, 13, 1, 1
2017/6/18, 6, 6, 2
2017/6/19, 13, 7, 2
2017/6/20, 19, 7, 2
2017/6/21, 23, 9, 2
2017/6/22, 22, 10, 2
2017/6/23, 21, 5, 1
2017/6/24, 18, 3, 1
2017/6/25, 8, 6, 1
2017/6/26, 9, 7, 1
2017/6/27, 13, 7, 1
2017/6/28, 14, 3, 1
2017/6/29, 4, 5, 1
2017/6/30, 6, 3, 1
2017/1/2, 31, 23, 
2017/1/3, 30, 17, 1
2017/1/4, 19, 8, 
2017/1/5, 5, 1, 
2017/1/6, 3, 9, 
2017/1/7, 7, 14, 
2017/1/8, 21, 16, 
2017/1/9, 28, 9, 1
2017/1/10, 24, 24, 1
2017/1/11, 40, 29, 1
2017/1/12, 47, 22, 
2017/1/13, 17, 21, 
2017/1/14, 15, 19, 
2017/1/15, 15, 20, 1
2017/1/16, 14, 14, 1
2017/1/17, 15, 21, 1
2017/1/18, 32, 26, 1
2017/1/19, 39, 28, 1
2017/1/20, 44, 26, 1
2017/1/21, 46, 25, 1
2017/1/22, 57, 29, 1
2017/1/23, 74, 22, 
2017/1/24, 75, 17, 1
2017/1/25, 47, 18, 1
2017/1/26, 24, 21, 1
2017/1/27, 35, 22, 1
2017/1/28, 52, 22, 1
2017/1/29, 58, 25, 
2017/1/30, 58, 26, 
2017/1/31, 66, 30, 1
2017/2/1, 69, 27, 1
2017/2/2, 59, 20, 1
2017/2/3, 17, 16, 1
2017/2/4, 14, 15, 
2017/2/5, 15, 14, 
2017/2/6, 7, 15, 
2017/2/7, 15, 10, 
2017/2/8, 26, 17, 
2017/2/9, 47, 12, 1
2017/2/10, 41, 12, 1
2017/2/11, 44, 9, 1
2017/2/12, 52, 11, 1
2017/2/13, 47, 19, 
2017/2/14, 34, 22, 1
2017/2/15, 34, 19, 2
2017/2/16, 25, 26, 1
2017/2/17, 33, 14, 1
2017/2/18, 12, 12, 1
2017/2/19, 13, 20, 3
2017/2/20, 24, 25, 3
2017/2/21, 28, 17, 1
2017/2/22, 21, 17, 1
2017/2/23, 26, 10, 1
2017/2/24, 8, 10, 
2017/2/25, 9, 15, 1
2017/2/26, 15, 20, 1
2017/2/27, 23, 11, 1
2017/2/28, 12, 12, 
2017/3/1, 7, 17, 1
2017/3/2, 13, 16, 1
2017/3/3, 13, 9, 
2017/3/4, 15, 6, 
2017/3/5, 4, 13, 1
2017/3/6, 10, 8, 1
2017/3/7, 6, 10, 
2017/3/8, 8, 14, 2
2017/3/9, 11, 4, 
2017/3/10, 2, 4, 
2017/3/11, 5, 6, 
2017/3/12, 9, 14, 1
2017/3/13, 17, 14, 1
2017/3/14, 20, 18, 
2017/3/15, 28, 17, 1
2017/3/16, 26, 17, 2
2017/3/17, 21, 15, 1
2017/3/18, 24, 9, 
2017/3/19, 16, 12, 1
2017/3/20, 16, 13, 1
2017/3/21, 18, 10, 
2017/3/22, 17, 13, 
2017/3/23, 19, 9, 1
2017/3/24, 17, 9, 
2017/3/25, 21, 6, 
2017/3/26, 12, 13, 
2017/3/27, 25, 14, 1
2017/3/28, 19, 13, 1
2017/3/29, 19, 17, 1
2017/3/30, 26, 12, 
2017/3/31, 19, 10, 
2020/1/1, , 19, 1
2019/7/17, , 5, 
2019/7/18, , 6, 1
2018/12/31, , 13, 
2019/3/24, , 6, 1
2018/9/16, , 6, 
2017/12/31, , 13, 2
2017/12/26, , 23, 1
2017/9/10, , 8, 
2017/1/1, , 24, 2
2017/11/22, , , 
