date, pm25, pm10, o3, no2, so2
2020/1/2, 59, 16, 31, 3, 
2020/1/3, 31, 22, 31, 1, 
2020/1/4, 29, 11, 22, 3, 
2020/1/5, 18, 16, 22, 5, 
2020/1/6, 40, 17, 16, 7, 
2020/1/7, 41, 14, 20, 3, 
2020/1/8, 19, 15, 18, 4, 
2020/1/9, 16, 13, 29, 1, 
2020/1/10, 19, 9, 21, 5, 
2020/1/11, 30, 12, 27, 2, 
2020/1/12, 26, 12, 21, 4, 
2020/1/13, 26, 6, 28, 2, 
2020/1/14, 10, 7, 28, 2, 
2020/1/15, 17, 14, 19, 4, 
2020/1/16, 24, , , , 
2019/10/1, 11, 10, 28, , 
2019/10/2, 11, 10, 24, , 
2019/10/3, 6, 10, 23, 4, 
2019/10/4, 20, 8, 22, 2, 
2019/10/5, 18, 7, 17, 2, 
2019/10/6, 21, 13, 17, 5, 
2019/10/7, 26, 20, 22, 3, 
2019/10/8, 31, 11, 24, 3, 
2019/10/9, 12, 10, 24, 2, 
2019/10/10, 16, 16, 19, 4, 
2019/10/11, 19, 7, 28, 1, 
2019/10/12, 9, 16, 26, 2, 
2019/10/13, 22, 13, 25, 3, 
2019/10/14, 10, 19, 19, 5, 
2019/10/15, 25, 23, 19, 3, 
2019/10/16, 32, 13, 24, 3, 
2019/10/17, 17, 12, 26, 2, 
2019/10/18, 20, 10, 22, 2, 
2019/10/19, 12, 20, 11, 4, 
2019/10/20, 45, 16, 24, 3, 
2019/10/21, 28, 20, 24, 3, 
2019/10/22, 32, 19, 15, 6, 
2019/10/23, 34, 30, 13, 5, 
2019/10/24, 51, 11, 21, 4, 
2019/10/25, 19, 9, 24, 2, 
2019/10/26, 10, 9, 29, , 
2019/10/27, 11, 11, 31, 1, 
2019/10/28, 10, 9, 26, 2, 
2019/10/29, 10, 13, 22, 6, 
2019/10/30, 33, 22, 15, 7, 
2019/10/31, 62, 27, 7, 8, 
2019/11/1, 57, 12, 27, 2, 
2019/11/2, 13, 11, 19, 1, 
2019/11/3, 15, 15, 15, 4, 
2019/11/4, 29, 23, 13, 5, 
2019/11/5, 41, 7, 25, , 
2019/11/6, 7, 13, 14, 6, 
2019/11/7, 29, 11, 15, 6, 
2019/11/8, 25, 13, 20, 6, 
2019/11/9, 36, 19, 16, 6, 
2019/11/10, 52, 18, 17, 6, 
