date, pm25, pm10, o3
2017/12/18, 34, 13, 26
2017/12/19, 18, 21, 25
2017/12/20, 21, 20, 21
2017/12/21, 29, 6, 25
2017/12/22, 19, 6, 26
2017/12/23, 20, 5, 28
2017/12/24, 12, 5, 28
2017/12/25, 19, 6, 29
2017/12/26, 23, 13, 28
2017/12/27, 24, 9, 26
2017/12/28, 37, 13, 27
2017/12/29, 38, 7, 29
2017/12/30, 23, 6, 27
2017/12/31, 16, 5, 27
2017/7/1, 20, 22, 49
2017/7/2, 31, 11, 42
2017/7/3, 21, 14, 43
2017/7/4, 24, 20, 42
2017/7/5, 26, 36, 49
2017/7/6, 36, 35, 33
2017/7/7, 35, 21, 41
2017/7/8, 27, 27, 49
2017/7/9, 29, 22, 38
2017/7/10, 29, 20, 42
2017/7/11, 29, 33, 32
2017/7/12, 39, 20, 28
2017/7/13, 21, 20, 39
2017/7/14, 22, 28, 42
2017/7/15, 37, 19, 37
2017/7/16, 24, 33, 44
2017/7/17, 34, 28, 43
2017/7/18, 29, 30, 43
2017/7/19, 39, 20, 33
2017/7/20, 22, 14, 33
2017/7/21, 22, 9, 24
2017/7/22, 19, 12, 34
2017/7/23, 20, 15, 37
2017/7/24, 18, 28, 43
2017/7/25, 32, 9, 34
2017/7/26, 16, 12, 29
2017/7/27, 16, 14, 29
2017/7/28, 20, 17, 37
2017/7/29, 25, 15, 32
2017/7/30, 22, 19, 35
2017/7/31, 28, 26, 37
2017/8/1, 30, 23, 28
2017/8/2, 35, 9, 22
2017/8/3, 17, 8, 29
2017/8/4, 10, 9, 25
2017/8/5, 12, 8, 24
2017/8/6, 18, 8, 30
2017/8/7, 16, 13, 34
2017/8/8, 19, 14, 35
2017/8/9, 35, 15, 31
2017/8/10, 25, 11, 32
2017/8/11, 18, 17, 34
2017/8/12, 21, 12, 28
2017/8/13, 19, 11, 34
2017/8/14, 17, 7, 20
2017/8/15, 21, 5, 27
2017/8/16, 13, 18, 31
2017/8/17, 36, 18, 34
2017/8/18, 37, 14, 35
2017/8/19, 35, 12, 39
2017/8/20, 26, 9, 31
2017/8/21, 14, 11, 25
2017/8/22, 21, 14, 30
2017/8/23, 16, 12, 23
2017/8/24, 21, 19, 31
2017/8/25, 38, 11, 33
2017/8/26, 29, 10, 27
2017/8/27, 22, 13, 29
2017/8/28, 24, 12, 28
2017/8/29, 22, 17, 32
2017/8/30, 24, 21, 32
2017/8/31, 33, 24, 22
2017/9/1, 51, 17, 25
2017/9/2, 40, 23, 29
