date, pm25, pm10, no2, co
2017/10/4, 49, 30, 12, 4
2017/10/5, 56, , 7, 3
2017/10/10, 43, 20, 4, 3
2017/10/11, 48, 12, 2, 1
2017/10/12, 32, 17, 6, 2
2017/10/13, 37, 21, 6, 3
2017/10/14, 42, 16, 4, 3
2017/10/15, 45, 11, 1, 1
2017/10/16, 31, 12, 6, 2
2017/10/17, 33, 22, 12, 4
2017/10/18, 47, 32, 12, 5
2017/10/19, 57, 21, 7, 3
2017/10/20, 44, 27, 10, 5
2017/10/21, 49, 26, 10, 5
2017/10/22, 59, 24, 10, 4
2017/10/23, 50, 27, 5, 2
2017/10/24, 44, 18, 8, 3
2017/10/25, 42, 10, 2, 1
2017/10/26, 32, 16, 11, 4
2017/10/27, 42, 21, 8, 5
2017/10/28, 50, 13, 5, 2
2017/10/29, 33, 13, 5, 2
2017/10/30, 37, 18, 8, 3
2017/10/31, 43, 17, 6, 4
2017/11/1, 53, 22, 9, 4
2017/11/2, 51, 18, 6, 2
2017/11/3, 43, 11, 3, 2
2017/11/4, 33, 14, 4, 2
2017/11/5, 41, 18, 5, 3
2017/11/6, 43, , 2, 1
2017/11/9, 35, 8, 2, 1
2017/11/10, 19, 7, 5, 3
2017/11/11, 22, 16, 11, 4
2017/11/12, 50, 15, 9, 3
2017/11/13, 50, 9, 5, 2
2017/11/14, 30, 13, 11, 4
2017/11/15, 45, 10, 9, 3
2017/11/16, 31, 6, 4, 2
2017/11/17, 16, 13, 14, 5
2017/11/18, 45, 10, 3, 2
2017/11/19, 23, 8, 6, 2
2017/11/20, 18, 21, 11, 4
2017/11/21, 36, 12, 8, 3
2017/11/22, 31, 5, 4, 2
2017/11/23, 18, 16, 11, 5
2017/11/24, 46, 18, 11, 5
2017/11/25, 49, 6, 3, 2
2017/11/26, 19, 9, 5, 2
2017/11/27, 21, 13, 9, 3
2017/11/28, 24, 16, 7, 3
2017/11/29, 35, 13, 9, 3
2017/11/30, 28, 10, 7, 3
2017/12/1, 26, 11, 8, 4
2017/12/2, 38, 19, 8, 4
2017/12/3, 58, 24, 10, 6
2017/12/4, 61, 17, 9, 3
2017/12/5, 36, 11, 7, 3
2017/12/6, 26, 16, 11, 4
2017/12/7, 25, 26, 11, 4
2017/12/8, 40, 11, 7, 2
2017/12/9, 40, 22, 8, 3
2017/12/10, 40, 31, 8, 4
2017/12/11, 41, 18, 10, 4
2017/12/12, 49, 10, 3, 2
2017/12/13, 17, 8, 4, 1
2017/12/14, 16, 40, 14, 5
2017/12/15, 47, 23, 7, 3
2017/12/16, 43, 17, 7, 2
2017/12/17, 18, 35, 13, 5
2017/12/18, 50, 22, 11, 4
2017/12/19, 52, 6, 4, 2
2017/12/20, 18, 8, 3, 1
2017/12/21, 16, 16, 9, 2
2017/12/22, 33, 9, 6, 3
2017/12/23, 31, 5, 4, 2
2017/12/24, 20, 13, 4, 2
2017/12/25, 21, 33, 7, 2
2017/12/26, 32, 15, 6, 2
2017/12/27, 32, 7, 2, 1
2017/12/28, 18, 8, 4, 2
2017/12/29, 18, 26, 12, 5
2017/12/30, 52, 11, 5, 2
2017/12/31, 34, 12, 4, 2
2017/7/1, 30, 10, 3, 2
2017/7/2, 18, 12, 4, 2
2017/7/3, 28, 17, 2, 1
2017/7/4, 41, 14, 5, 2
2017/7/5, 38, 13, 8, 3
2017/7/6, 30, 11, 4, 2
2017/7/7, 14, 16, 5, 3
2017/7/8, 26, 9, 2, 2
2017/7/9, 22, 13, 9, 3
2017/7/10, 42, , 9, 3
2017/7/13, 28, 13, 3, 2
2017/7/14, 23, 14, 4, 2
2017/7/15, 30, 15, 5, 3
2017/7/16, 39, 16, 8, 3
2017/7/17, 43, 20, 9, 3
2017/7/18, 43, 17, 7, 3
2017/7/19, 35, 24, 9, 3
2017/7/20, 53, 14, 5, 2
2017/7/21, 47, 20, 4, 2
2017/7/22, 55, 17, 2, 2
2017/7/23, 45, 10, 2, 1
2017/7/24, 25, 8, 2, 1
2017/7/25, 25, 14, 6, 2
2017/7/26, 34, 21, 10, 3
2017/7/27, 42, 18, 4, 2
2017/7/28, 40, 14, 1, 1
2017/7/29, 33, 11, 2, 1
2017/7/30, 33, 17, 6, 3
2017/7/31, 40, 21, 7, 3
2017/8/1, 51, 27, 10, 4
2017/8/2, 59, 26, 9, 4
2017/8/3, 57, 18, 7, 3
2017/8/4, 27, 11, 5, 2
2017/8/5, 17, 8, 3, 2
2017/8/6, 25, 16, 9, 3
2017/8/7, 49, 15, 3, 2
2017/8/8, 32, 16, 9, 3
2017/8/9, 49, 24, 10, 3
2017/8/10, 56, 18, 10, 3
2017/8/11, 42, 15, 6, 3
2017/8/12, 35, 8, 2, 1
2017/8/13, 22, 15, 9, 3
2017/8/14, 40, 22, 10, 3
2017/8/15, 44, 17, 4, 2
2017/8/16, 35, 12, 5, 2
2017/8/17, 26, 14, 7, 3
2017/8/18, 13, 8, 5, 3
2017/8/19, 25, 8, 3, 2
2017/8/20, 19, 20, 10, 4
2017/8/21, 51, 23, 8, 3
2017/8/22, 47, 10, 3, 2
2017/8/23, 17, 11, 4, 2
2017/8/24, 32, 14, 2, 1
2017/8/25, 36, 13, 2, 1
2017/8/26, 39, 14, 2, 2
2017/8/27, 48, 20, 5, 2
2017/8/28, 51, 20, 4, 2
2017/8/29, 48, 15, 3, 2
2017/8/30, 43, 20, 6, 3
2017/8/31, 52, 11, 1, 1
2017/9/1, 31, 12, 5, 2
2017/9/2, 35, 9, 3, 2
2017/9/3, 30, 17, 5, 3
2017/9/4, 47, , , 
2017/9/9, 31, 10, 1, 1
2017/9/10, 31, 14, 4, 2
2017/9/11, 38, 20, 7, 3
2017/9/12, 45, 25, 10, 4
2017/9/13, 52, 28, 9, 4
2017/9/14, 58, 28, 11, 4
2017/9/15, 60, 25, 5, 3
2017/9/16, 59, 24, 6, 4
2017/9/17, 61, 17, 3, 2
2017/9/18, 40, 16, 1, 1
2017/9/19, 34, 15, 1, 1
2017/9/20, 33, 19, 2, 1
2017/9/21, 42, 25, 1, 1
2017/9/22, 37, 16, 3, 2
2017/9/23, 40, 24, 5, 3
2017/9/24, 55, 27, 7, 3
2017/9/25, 54, 23, 8, 3
2017/9/26, 43, 21, 6, 4
2017/9/27, 38, 20, 1, 1
2017/9/28, 31, 14, 4, 2
2017/9/29, 33, 10, 2, 1
2017/9/30, 35, 10, 3, 2
2017/4/1, 10, 6, 3, 1
2017/4/2, 12, 21, 14, 4
2017/4/3, 29, 8, 7, 2
2017/4/4, 20, 10, 6, 2
2017/4/5, 16, 7, 7, 2
2017/4/6, 16, 11, 8, 2
2017/4/7, 15, 3, 1, 1
2017/4/8, 9, 10, 7, 2
2017/4/9, 14, 22, 13, 3
2017/4/10, 32, 28, 14, 4
2017/4/11, 42, 18, 9, 3
2017/4/12, 36, 7, 3, 1
2017/4/13, 17, 11, 11, 2
2017/4/14, 14, 17, 11, 3
2017/4/15, 26, 17, 6, 3
2017/4/16, 26, 7, 3, 1
2017/4/17, 17, 8, 4, 1
2017/4/18, 13, 13, 8, 2
2017/4/19, 18, 9, 8, 2
2017/4/20, 26, , 6, 2
2017/4/24, 25, 5, 5, 1
2017/4/25, 15, 7, 3, 1
2017/4/26, 10, 12, 8, 3
2017/4/27, 21, 21, 12, 4
2017/4/28, 38, 21, 9, 3
2017/4/29, 34, 9, 2, 1
2017/4/30, 14, 21, 7, 2
2017/5/1, 29, 30, 5, 2
2017/5/2, 25, 12, 4, 1
2017/5/3, 16, 17, 9, 2
2017/5/4, 26, 8, 6, 2
2017/5/5, 17, 13, 5, 2
2017/5/6, 18, 8, 4, 2
2017/5/7, 19, 7, 3, 1
2017/5/8, 13, 9, 6, 2
2017/5/9, 20, 8, 3, 1
2017/5/10, 15, 9, 7, 2
2017/5/11, 17, 9, 6, 2
2017/5/12, 13, 7, 4, 1
2017/5/13, 11, 3, 1, 1
2017/5/14, 13, 14, 1, 1
2017/5/15, 19, 10, 6, 2
2017/5/16, 17, 26, 13, 4
2017/5/17, 36, 37, 13, 4
2017/5/18, 46, 37, 7, 2
2017/5/19, 26, 14, 2, 1
2017/5/20, 17, 19, 5, 2
2017/5/21, 27, 11, 9, 2
2017/5/22, 19, 9, 5, 2
2017/5/23, 15, 16, 9, 3
2017/5/24, 26, 7, 4, 1
2017/5/25, 11, 7, 2, 1
2017/5/26, 12, 7, 3, 2
2017/5/27, 11, 14, 5, 2
2017/5/28, 18, 9, 3, 1
2017/5/29, 14, 10, 8, 3
2017/5/30, 16, 15, 9, 3
2017/5/31, 17, 19, 9, 2
2017/6/1, 17, 18, 5, 2
2017/6/2, 17, 12, 4, 1
2017/6/3, 14, 13, 7, 3
2017/6/4, 19, 10, 4, 1
2017/6/5, 23, 4, 3, 1
2017/6/6, 9, 9, 3, 1
2017/6/7, 11, 15, 10, 3
2017/6/8, 27, 16, 9, 3
2017/6/9, 22, 23, 11, 4
2017/6/10, 39, 30, 8, 3
2017/6/11, 42, 28, 12, 4
2017/6/12, 47, 31, 9, 3
2017/6/13, 44, 13, 3, 1
2017/6/14, 15, 14, 7, 2
2017/6/15, 18, 13, 6, 2
2017/6/16, 17, 9, 4, 2
2017/6/17, 13, 11, 4, 2
2017/6/18, 19, 23, 6, 2
2017/6/19, 24, 11, 8, 2
2017/6/20, 14, 16, 10, 3
2017/6/21, 29, 17, 6, 2
2017/6/22, 27, 24, 10, 3
2017/6/23, 52, 13, 4, 2
2017/6/24, 26, 9, 5, 2
2017/6/25, 28, 9, 6, 2
2017/6/26, 24, 12, 9, 3
2017/6/27, 29, 11, 6, 2
2017/6/28, 21, 21, 10, 3
2017/6/29, 36, 24, 9, 3
2017/6/30, 45, 18, 4, 2
2017/1/2, 55, 6, 7, 2
2017/1/3, 25, 13, 8, 3
2017/1/4, 25, 22, 10, 3
2017/1/5, 32, 15, 7, 2
2017/1/6, 44, 10, 4, 1
2017/1/7, 39, 12, 4, 2
2017/1/8, 37, 35, 13, 4
2017/1/9, 48, 38, 22, 8
2017/1/10, 84, 28, 12, 4
2017/1/11, 37, 20, 12, 4
2017/1/12, 50, 9, 4, 2
2017/1/13, 27, 12, 8, 3
2017/1/14, 33, 13, 9, 3
2017/1/15, 41, 44, 18, 6
2017/1/16, 63, 33, 19, 5
2017/1/17, 74, 8, 6, 2
2017/1/18, 28, 23, 7, 3
2017/1/19, 54, , 12, 4
2017/1/23, 13, 3, 3, 1
2017/1/24, 9, 10, 6, 3
2017/1/25, 19, 18, 12, 5
2017/1/26, 32, 10, 6, 2
2017/1/27, 12, 14, 8, 3
2017/1/28, 19, 15, 9, 3
2017/1/29, 33, 13, 9, 2
2017/1/30, 26, 19, 11, 3
2017/1/31, 36, 40, 15, 4
2017/2/1, 48, 22, 13, 4
2017/2/2, 32, 26, 8, 2
2017/2/3, 31, 19, 6, 2
2017/2/4, 25, 33, 10, 3
2017/2/5, 41, 19, 7, 2
2017/2/6, 24, 14, 10, 3
2017/2/7, 35, 16, 8, 3
2017/2/8, 37, 7, 2, 1
2017/2/9, 18, 11, 9, 2
2017/2/10, 22, 22, 9, 3
2017/2/11, 57, 9, 5, 2
2017/2/12, 37, 10, 5, 2
2017/2/13, 23, 41, 14, 4
2017/2/14, 42, 23, 14, 4
2017/2/15, 51, 7, 1, 1
2017/2/16, 15, 12, 4, 2
2017/2/17, 16, 47, 17, 5
2017/2/18, 54, 25, 12, 4
2017/2/19, 33, 10, 3, 1
2017/2/20, 13, 28, 13, 3
2017/2/21, 25, 34, 16, 4
2017/2/22, 41, 44, 17, 5
2017/2/23, 62, 36, 11, 3
2017/2/24, 33, 25, 5, 2
2017/2/25, 10, 6, 2, 1
2017/2/26, 10, 32, 12, 3
2017/2/27, 31, 31, 15, 4
2017/2/28, 46, 12, 10, 3
2017/3/1, 33, 13, 3, 1
2017/3/2, 20, 10, 2, 1
2017/3/3, 14, 8, 1, 1
2017/3/4, 12, 5, 2, 1
2017/3/5, 11, 18, 14, 3
2017/3/6, 27, 16, 14, 4
2017/3/7, 35, 17, 9, 2
2017/3/8, 24, 21, 4, 1
2017/3/9, 9, 9, 3, 1
2017/3/10, 16, 7, 1, 1
2017/3/11, 14, 7, 1, 1
2017/3/12, 23, 20, 8, 2
2017/3/13, 24, 7, 4, 1
2017/3/16, 14, 21, 10, 3
2017/3/17, 24, 19, 12, 3
2017/3/18, 31, 6, 4, 1
2017/3/19, 12, 15, 11, 2
2017/3/20, 21, 30, 17, 5
2017/3/21, 40, 16, 5, 1
2017/3/22, 26, 12, 6, 2
2017/3/23, 20, 44, 19, 4
2017/3/24, 43, 19, 11, 3
2017/3/25, 43, 13, 6, 2
2017/3/26, 35, 11, 7, 2
2017/3/27, 30, 12, 9, 3
2017/3/28, 47, 5, 4, 2
2017/3/29, 15, 12, 6, 2
2017/3/30, 17, 11, 9, 2
2017/3/31, 22, 3, 2, 1
2020/1/1, , 19, 9, 3
2018/12/31, , 7, 4, 2
2018/7/4, , 16, 4, 2
2018/6/7, , 22, 5, 3
2018/6/8, , 19, 3, 2
2018/6/9, , 14, 3, 2
2018/6/10, , 23, 4, 2
2018/6/11, , 26, 6, 2
2018/6/12, , 15, 7, 3
2017/10/9, , 17, 3, 2
2017/11/8, , 13, 9, 4
2017/7/12, , 16, 5, 2
2017/9/8, , 9, 2, 2
2017/4/23, , 14, 12, 3
2017/1/1, , 18, 12, 4
2017/1/22, , 9, 3, 1
2017/3/14, , 6, 4, 1
2017/3/15, , 10, 6, 2
2017/10/6, , , 6, 3
2017/10/7, , , 3, 2
2017/10/8, , , 5, 2
2017/11/7, , , 4, 3
2017/7/11, , , 7, 3
2017/4/21, , , 2, 1
2017/4/22, , , 4, 2
2017/1/20, , , 9, 5
2017/1/21, , , 5, 4
