date, pm25, o3, no2
2020/1/2, 7, , 2
2020/1/3, 5, , 2
2020/1/4, 7, , 3
2020/1/5, 6, , 3
2020/1/6, 7, , 21
2020/1/7, 35, , 10
2020/1/8, 30, , 19
2020/1/9, 59, , 8
2020/1/10, 19, , 9
2020/1/11, 30, , 11
2020/1/12, 60, , 12
2020/1/13, 50, , 
2020/1/14, 51, , 19
2020/1/15, 56, , 
2019/12/8, 46, , 
2019/12/14, 24, , 7
2019/12/15, 13, , 3
2019/12/16, 9, , 2
2019/12/17, 8, , 4
2019/12/18, 13, , 4
2019/12/19, 18, , 9
2019/12/20, 17, , 14
2019/12/21, 29, , 11
2019/12/22, 20, , 10
2019/12/23, 11, , 6
2019/12/24, 12, , 8
2019/12/25, 19, , 5
2019/12/26, 8, , 3
2019/12/27, 9, , 11
2019/12/28, 11, , 
2020/1/1, , , 4
2019/12/7, , , 11
2019/12/13, , , 12
